"Delivery Date","Hour Ending","Repeated Hour Flag","Settlement Point","Settlement Point Price"
"01/01/2016","01:00","N","HB_BUSAVG","18.42"
"01/01/2016","01:00","N","HB_HOUSTON","18.42"
"01/01/2016","01:00","N","HB_HUBAVG","18.42"
"01/01/2016","01:00","N","HB_NORTH","18.43"
"01/01/2016","01:00","N","HB_SOUTH","18.38"
"01/01/2016","01:00","N","HB_WEST","18.44"
"01/01/2016","01:00","N","LZ_AEN","18.44"
"01/01/2016","01:00","N","LZ_CPS","18.45"
"01/01/2016","01:00","N","LZ_HOUSTON","18.42"
"01/01/2016","01:00","N","LZ_LCRA","18.44"
"01/01/2016","01:00","N","LZ_NORTH","18.43"
"01/01/2016","01:00","N","LZ_RAYBN","18.43"
"01/01/2016","01:00","N","LZ_SOUTH","18.22"
"01/01/2016","01:00","N","LZ_WEST","18.44"
"01/01/2016","02:00","N","HB_BUSAVG","16.15"
"01/01/2016","02:00","N","HB_HOUSTON","16.15"
"01/01/2016","02:00","N","HB_HUBAVG","16.14"
"01/01/2016","02:00","N","HB_NORTH","16.17"
"01/01/2016","02:00","N","HB_SOUTH","16.09"
"01/01/2016","02:00","N","HB_WEST","16.17"
"01/01/2016","02:00","N","LZ_AEN","16.17"
"01/01/2016","02:00","N","LZ_CPS","16.19"
"01/01/2016","02:00","N","LZ_HOUSTON","16.14"
"01/01/2016","02:00","N","LZ_LCRA","16.17"
"01/01/2016","02:00","N","LZ_NORTH","16.17"
"01/01/2016","02:00","N","LZ_RAYBN","16.17"
"01/01/2016","02:00","N","LZ_SOUTH","15.91"
"01/01/2016","02:00","N","LZ_WEST","16.17"
"01/01/2016","03:00","N","HB_BUSAVG","15.61"
"01/01/2016","03:00","N","HB_HOUSTON","15.61"
"01/01/2016","03:00","N","HB_HUBAVG","15.60"
"01/01/2016","03:00","N","HB_NORTH","15.64"
"01/01/2016","03:00","N","HB_SOUTH","15.53"
"01/01/2016","03:00","N","HB_WEST","15.65"
"01/01/2016","03:00","N","LZ_AEN","15.65"
"01/01/2016","03:00","N","LZ_CPS","15.67"
"01/01/2016","03:00","N","LZ_HOUSTON","15.61"
"01/01/2016","03:00","N","LZ_LCRA","15.65"
"01/01/2016","03:00","N","LZ_NORTH","15.64"
"01/01/2016","03:00","N","LZ_RAYBN","15.64"
"01/01/2016","03:00","N","LZ_SOUTH","15.25"
"01/01/2016","03:00","N","LZ_WEST","15.65"
"01/01/2016","04:00","N","HB_BUSAVG","15.62"
"01/01/2016","04:00","N","HB_HOUSTON","15.62"
"01/01/2016","04:00","N","HB_HUBAVG","15.61"
"01/01/2016","04:00","N","HB_NORTH","15.65"
"01/01/2016","04:00","N","HB_SOUTH","15.53"
"01/01/2016","04:00","N","HB_WEST","15.66"
"01/01/2016","04:00","N","LZ_AEN","15.66"
"01/01/2016","04:00","N","LZ_CPS","15.69"
"01/01/2016","04:00","N","LZ_HOUSTON","15.62"
"01/01/2016","04:00","N","LZ_LCRA","15.66"
"01/01/2016","04:00","N","LZ_NORTH","15.65"
"01/01/2016","04:00","N","LZ_RAYBN","15.65"
"01/01/2016","04:00","N","LZ_SOUTH","15.23"
"01/01/2016","04:00","N","LZ_WEST","15.66"
"01/01/2016","05:00","N","HB_BUSAVG","15.94"
"01/01/2016","05:00","N","HB_HOUSTON","15.94"
"01/01/2016","05:00","N","HB_HUBAVG","15.94"
"01/01/2016","05:00","N","HB_NORTH","15.97"
"01/01/2016","05:00","N","HB_SOUTH","15.86"
"01/01/2016","05:00","N","HB_WEST","15.98"
"01/01/2016","05:00","N","LZ_AEN","15.98"
"01/01/2016","05:00","N","LZ_CPS","16"
"01/01/2016","05:00","N","LZ_HOUSTON","15.94"
"01/01/2016","05:00","N","LZ_LCRA","15.98"
"01/01/2016","05:00","N","LZ_NORTH","15.97"
"01/01/2016","05:00","N","LZ_RAYBN","15.97"
"01/01/2016","05:00","N","LZ_SOUTH","15.58"
"01/01/2016","05:00","N","LZ_WEST","15.98"
"01/01/2016","06:00","N","HB_BUSAVG","16.69"
"01/01/2016","06:00","N","HB_HOUSTON","16.69"
"01/01/2016","06:00","N","HB_HUBAVG","16.68"
"01/01/2016","06:00","N","HB_NORTH","16.74"
"01/01/2016","06:00","N","HB_SOUTH","16.55"
"01/01/2016","06:00","N","HB_WEST","16.75"
"01/01/2016","06:00","N","LZ_AEN","16.75"
"01/01/2016","06:00","N","LZ_CPS","16.79"
"01/01/2016","06:00","N","LZ_HOUSTON","16.69"
"01/01/2016","06:00","N","LZ_LCRA","16.76"
"01/01/2016","06:00","N","LZ_NORTH","16.74"
"01/01/2016","06:00","N","LZ_RAYBN","16.74"
"01/01/2016","06:00","N","LZ_SOUTH","16.09"
"01/01/2016","06:00","N","LZ_WEST","16.76"
"01/01/2016","07:00","N","HB_BUSAVG","18.96"
"01/01/2016","07:00","N","HB_HOUSTON","18.96"
"01/01/2016","07:00","N","HB_HUBAVG","18.96"
"01/01/2016","07:00","N","HB_NORTH","18.98"
"01/01/2016","07:00","N","HB_SOUTH","18.91"
"01/01/2016","07:00","N","HB_WEST","18.99"
"01/01/2016","07:00","N","LZ_AEN","18.99"
"01/01/2016","07:00","N","LZ_CPS","19"
"01/01/2016","07:00","N","LZ_HOUSTON","18.96"
"01/01/2016","07:00","N","LZ_LCRA","18.99"
"01/01/2016","07:00","N","LZ_NORTH","18.98"
"01/01/2016","07:00","N","LZ_RAYBN","18.98"
"01/01/2016","07:00","N","LZ_SOUTH","18.87"
"01/01/2016","07:00","N","LZ_WEST","18.99"
"01/01/2016","08:00","N","HB_BUSAVG","19.18"
"01/01/2016","08:00","N","HB_HOUSTON","19.18"
"01/01/2016","08:00","N","HB_HUBAVG","19.18"
"01/01/2016","08:00","N","HB_NORTH","19.19"
"01/01/2016","08:00","N","HB_SOUTH","19.13"
"01/01/2016","08:00","N","HB_WEST","19.20"
"01/01/2016","08:00","N","LZ_AEN","19.20"
"01/01/2016","08:00","N","LZ_CPS","19.21"
"01/01/2016","08:00","N","LZ_HOUSTON","19.18"
"01/01/2016","08:00","N","LZ_LCRA","19.20"
"01/01/2016","08:00","N","LZ_NORTH","19.19"
"01/01/2016","08:00","N","LZ_RAYBN","19.19"
"01/01/2016","08:00","N","LZ_SOUTH","19.19"
"01/01/2016","08:00","N","LZ_WEST","19.20"
"01/01/2016","09:00","N","HB_BUSAVG","19.09"
"01/01/2016","09:00","N","HB_HOUSTON","19.08"
"01/01/2016","09:00","N","HB_HUBAVG","19.08"
"01/01/2016","09:00","N","HB_NORTH","19.10"
"01/01/2016","09:00","N","HB_SOUTH","19.02"
"01/01/2016","09:00","N","HB_WEST","19.11"
"01/01/2016","09:00","N","LZ_AEN","19.11"
"01/01/2016","09:00","N","LZ_CPS","19.12"
"01/01/2016","09:00","N","LZ_HOUSTON","19.08"
"01/01/2016","09:00","N","LZ_LCRA","19.11"
"01/01/2016","09:00","N","LZ_NORTH","19.10"
"01/01/2016","09:00","N","LZ_RAYBN","19.11"
"01/01/2016","09:00","N","LZ_SOUTH","19.08"
