"Delivery Date","Hour Ending","Repeated Hour Flag","Settlement Point","Settlement Point Price"
"01/01/2017","01:00","N","HB_BUSAVG","23.23"
"01/01/2017","01:00","N","HB_HOUSTON","23.23"
"01/01/2017","01:00","N","HB_HUBAVG","23.23"
"01/01/2017","01:00","N","HB_NORTH","23.23"
"01/01/2017","01:00","N","HB_SOUTH","23.23"
"01/01/2017","01:00","N","HB_WEST","23.23"
"01/01/2017","01:00","N","LZ_AEN","23.23"
"01/01/2017","01:00","N","LZ_CPS","23.23"
"01/01/2017","01:00","N","LZ_HOUSTON","23.23"
"01/01/2017","01:00","N","LZ_LCRA","23.23"
"01/01/2017","01:00","N","LZ_NORTH","23.23"
"01/01/2017","01:00","N","LZ_RAYBN","23.23"
"01/01/2017","01:00","N","LZ_SOUTH","23.23"
"01/01/2017","01:00","N","LZ_WEST","23.23"
"01/01/2017","02:00","N","HB_BUSAVG","21.82"
"01/01/2017","02:00","N","HB_HOUSTON","21.82"
"01/01/2017","02:00","N","HB_HUBAVG","21.82"
"01/01/2017","02:00","N","HB_NORTH","21.82"
"01/01/2017","02:00","N","HB_SOUTH","21.82"
"01/01/2017","02:00","N","HB_WEST","21.82"
"01/01/2017","02:00","N","LZ_AEN","21.82"
"01/01/2017","02:00","N","LZ_CPS","21.82"
"01/01/2017","02:00","N","LZ_HOUSTON","21.82"
"01/01/2017","02:00","N","LZ_LCRA","21.82"
"01/01/2017","02:00","N","LZ_NORTH","21.82"
"01/01/2017","02:00","N","LZ_RAYBN","21.82"
"01/01/2017","02:00","N","LZ_SOUTH","21.82"
"01/01/2017","02:00","N","LZ_WEST","21.82"
"01/01/2017","03:00","N","HB_BUSAVG","20.16"
"01/01/2017","03:00","N","HB_HOUSTON","20.16"
"01/01/2017","03:00","N","HB_HUBAVG","20.16"
"01/01/2017","03:00","N","HB_NORTH","20.16"
"01/01/2017","03:00","N","HB_SOUTH","20.16"
"01/01/2017","03:00","N","HB_WEST","20.16"
"01/01/2017","03:00","N","LZ_AEN","20.16"
"01/01/2017","03:00","N","LZ_CPS","20.16"
"01/01/2017","03:00","N","LZ_HOUSTON","20.16"
"01/01/2017","03:00","N","LZ_LCRA","20.16"
"01/01/2017","03:00","N","LZ_NORTH","20.16"
"01/01/2017","03:00","N","LZ_RAYBN","20.16"
"01/01/2017","03:00","N","LZ_SOUTH","20.16"
"01/01/2017","03:00","N","LZ_WEST","20.16"
"01/01/2017","04:00","N","HB_BUSAVG","20"
"01/01/2017","04:00","N","HB_HOUSTON","20"
"01/01/2017","04:00","N","HB_HUBAVG","20"
"01/01/2017","04:00","N","HB_NORTH","20"
"01/01/2017","04:00","N","HB_SOUTH","20"
"01/01/2017","04:00","N","HB_WEST","20"
"01/01/2017","04:00","N","LZ_AEN","20"
"01/01/2017","04:00","N","LZ_CPS","20"
"01/01/2017","04:00","N","LZ_HOUSTON","20"
"01/01/2017","04:00","N","LZ_LCRA","20"
"01/01/2017","04:00","N","LZ_NORTH","20"
"01/01/2017","04:00","N","LZ_RAYBN","20"
