"Delivery Date","Hour Ending","Repeated Hour Flag","Settlement Point","Settlement Point Price"
"01/01/2021","01:00","N","HB_BUSAVG","18.24"
"01/01/2021","01:00","N","HB_HOUSTON","18.30"
"01/01/2021","01:00","N","HB_HUBAVG","18.26"
"01/01/2021","01:00","N","HB_NORTH","18.17"
"01/01/2021","01:00","N","HB_PAN","18.03"
"01/01/2021","01:00","N","HB_SOUTH","18.37"
"01/01/2021","01:00","N","HB_WEST","18.21"
"01/01/2021","01:00","N","LZ_AEN","24.11"
"01/01/2021","01:00","N","LZ_CPS","18.46"
"01/01/2021","01:00","N","LZ_HOUSTON","18.31"
"01/01/2021","01:00","N","LZ_LCRA","18.95"
"01/01/2021","01:00","N","LZ_NORTH","18.18"
"01/01/2021","01:00","N","LZ_RAYBN","18.18"
"01/01/2021","01:00","N","LZ_SOUTH","18.62"
"01/01/2021","01:00","N","LZ_WEST","18.32"
"01/01/2021","02:00","N","HB_BUSAVG","17.63"
"01/01/2021","02:00","N","HB_HOUSTON","17.65"
"01/01/2021","02:00","N","HB_HUBAVG","17.65"
"01/01/2021","02:00","N","HB_NORTH","17.54"
"01/01/2021","02:00","N","HB_PAN","17.34"
"01/01/2021","02:00","N","HB_SOUTH","17.83"
"01/01/2021","02:00","N","HB_WEST","17.59"
"01/01/2021","02:00","N","LZ_AEN","23.49"
"01/01/2021","02:00","N","LZ_CPS","17.87"
"01/01/2021","02:00","N","LZ_HOUSTON","17.66"
"01/01/2021","02:00","N","LZ_LCRA","18.41"
"01/01/2021","02:00","N","LZ_NORTH","17.56"
"01/01/2021","02:00","N","LZ_RAYBN","17.55"
"01/01/2021","02:00","N","LZ_SOUTH","18.17"
"01/01/2021","02:00","N","LZ_WEST","17.67"
"01/01/2021","03:00","N","HB_BUSAVG","17.11"
"01/01/2021","03:00","N","HB_HOUSTON","17.07"
"01/01/2021","03:00","N","HB_HUBAVG","17.13"
"01/01/2021","03:00","N","HB_NORTH","17.01"
"01/01/2021","03:00","N","HB_PAN","16.43"
"01/01/2021","03:00","N","HB_SOUTH","17.40"
"01/01/2021","03:00","N","HB_WEST","17.03"
"01/01/2021","03:00","N","LZ_AEN","22.98"
"01/01/2021","03:00","N","LZ_CPS","17.42"
"01/01/2021","03:00","N","LZ_HOUSTON","17.07"
"01/01/2021","03:00","N","LZ_LCRA","18.02"
"01/01/2021","03:00","N","LZ_NORTH","17.02"
"01/01/2021","03:00","N","LZ_RAYBN","17.01"
"01/01/2021","03:00","N","LZ_SOUTH","17.65"
"01/01/2021","03:00","N","LZ_WEST","17.20"
"01/01/2021","04:00","N","HB_BUSAVG","17.23"
"01/01/2021","04:00","N","HB_HOUSTON","17.19"
"01/01/2021","04:00","N","HB_HUBAVG","17.26"
"01/01/2021","04:00","N","HB_NORTH","17.13"
"01/01/2021","04:00","N","HB_PAN","16.46"
"01/01/2021","04:00","N","HB_SOUTH","17.53"
"01/01/2021","04:00","N","HB_WEST","17.18"
"01/01/2021","04:00","N","LZ_AEN","23.10"
"01/01/2021","04:00","N","LZ_CPS","17.53"
"01/01/2021","04:00","N","LZ_HOUSTON","17.19"
"01/01/2021","04:00","N","LZ_LCRA","18.10"
"01/01/2021","04:00","N","LZ_NORTH","17.14"
"01/01/2021","04:00","N","LZ_RAYBN","17.14"
"01/01/2021","04:00","N","LZ_SOUTH","17.59"
"01/01/2021","04:00","N","LZ_WEST","17.29"
"01/01/2021","05:00","N","HB_BUSAVG","17.30"
"01/01/2021","05:00","N","HB_HOUSTON","17.24"
"01/01/2021","05:00","N","HB_HUBAVG","17.33"
"01/01/2021","05:00","N","HB_NORTH","17.17"
"01/01/2021","05:00","N","HB_PAN","15.24"
"01/01/2021","05:00","N","HB_SOUTH","17.68"
"01/01/2021","05:00","N","HB_WEST","17.24"
"01/01/2021","05:00","N","LZ_AEN","24.58"
"01/01/2021","05:00","N","LZ_CPS","17.69"
"01/01/2021","05:00","N","LZ_HOUSTON","17.24"
"01/01/2021","05:00","N","LZ_LCRA","18.50"
"01/01/2021","05:00","N","LZ_NORTH","17.18"
"01/01/2021","05:00","N","LZ_RAYBN","17.18"
"01/01/2021","05:00","N","LZ_SOUTH","17.97"
"01/01/2021","05:00","N","LZ_WEST","17.34"
"01/01/2021","06:00","N","HB_BUSAVG","18.14"
"01/01/2021","06:00","N","HB_HOUSTON","18.24"
"01/01/2021","06:00","N","HB_HUBAVG","18.17"
"01/01/2021","06:00","N","HB_NORTH","18.05"
"01/01/2021","06:00","N","HB_PAN","16.12"
"01/01/2021","06:00","N","HB_SOUTH","18.30"
"01/01/2021","06:00","N","HB_WEST","18.09"
"01/01/2021","06:00","N","LZ_AEN","24.62"
"01/01/2021","06:00","N","LZ_CPS","18.33"
"01/01/2021","06:00","N","LZ_HOUSTON","18.25"
"01/01/2021","06:00","N","LZ_LCRA","19.04"
"01/01/2021","06:00","N","LZ_NORTH","18.07"
"01/01/2021","06:00","N","LZ_RAYBN","18.07"
"01/01/2021","06:00","N","LZ_SOUTH","18.73"
"01/01/2021","06:00","N","LZ_WEST","18.20"
"01/01/2021","07:00","N","HB_BUSAVG","18.40"
"01/01/2021","07:00","N","HB_HOUSTON","18.49"
"01/01/2021","07:00","N","HB_HUBAVG","18.43"
"01/01/2021","07:00","N","HB_NORTH","18.30"
"01/01/2021","07:00","N","HB_PAN","15.78"
"01/01/2021","07:00","N","HB_SOUTH","18.65"
"01/01/2021","07:00","N","HB_WEST","18.30"
"01/01/2021","07:00","N","LZ_AEN","26.19"
