"Delivery Date","Hour Ending","Repeated Hour Flag","Settlement Point","Settlement Point Price"
"01/01/2022","01:00","N","HB_BUSAVG","32.72"
"01/01/2022","01:00","N","HB_HOUSTON","33.20"
"01/01/2022","01:00","N","HB_HUBAVG","32.69"
"01/01/2022","01:00","N","HB_NORTH","33.41"
"01/01/2022","01:00","N","HB_PAN","31.28"
"01/01/2022","01:00","N","HB_SOUTH","30.17"
"01/01/2022","01:00","N","HB_WEST","33.97"
"01/01/2022","01:00","N","LZ_AEN","33.61"
"01/01/2022","01:00","N","LZ_CPS","34.16"
"01/01/2022","01:00","N","LZ_HOUSTON","33.24"
"01/01/2022","01:00","N","LZ_LCRA","33.73"
"01/01/2022","01:00","N","LZ_NORTH","33.37"
"01/01/2022","01:00","N","LZ_RAYBN","33.35"
"01/01/2022","01:00","N","LZ_SOUTH","28.81"
"01/01/2022","01:00","N","LZ_WEST","34.72"
"01/01/2022","02:00","N","HB_BUSAVG","24.61"
"01/01/2022","02:00","N","HB_HOUSTON","25.65"
"01/01/2022","02:00","N","HB_HUBAVG","24.62"
"01/01/2022","02:00","N","HB_NORTH","25.22"
"01/01/2022","02:00","N","HB_PAN","23.03"
"01/01/2022","02:00","N","HB_SOUTH","22.08"
"01/01/2022","02:00","N","HB_WEST","25.52"
"01/01/2022","02:00","N","LZ_AEN","25.23"
"01/01/2022","02:00","N","LZ_CPS","25.64"
"01/01/2022","02:00","N","LZ_HOUSTON","25.90"
"01/01/2022","02:00","N","LZ_LCRA","25.32"
"01/01/2022","02:00","N","LZ_NORTH","25.21"
"01/01/2022","02:00","N","LZ_RAYBN","25.21"
"01/01/2022","02:00","N","LZ_SOUTH","21.17"
"01/01/2022","02:00","N","LZ_WEST","26.25"
"01/01/2022","03:00","N","HB_BUSAVG","22.26"
"01/01/2022","03:00","N","HB_HOUSTON","23.01"
"01/01/2022","03:00","N","HB_HUBAVG","22.20"
"01/01/2022","03:00","N","HB_NORTH","22.91"
"01/01/2022","03:00","N","HB_PAN","21.19"
"01/01/2022","03:00","N","HB_SOUTH","19.97"
"01/01/2022","03:00","N","HB_WEST","22.91"
"01/01/2022","03:00","N","LZ_AEN","22.92"
"01/01/2022","03:00","N","LZ_CPS","23.31"
"01/01/2022","03:00","N","LZ_HOUSTON","23.13"
"01/01/2022","03:00","N","LZ_LCRA","22.97"
"01/01/2022","03:00","N","LZ_NORTH","22.92"
"01/01/2022","03:00","N","LZ_RAYBN","22.94"
"01/01/2022","03:00","N","LZ_SOUTH","19.32"
"01/01/2022","03:00","N","LZ_WEST","23.40"
"01/01/2022","04:00","N","HB_BUSAVG","17.59"
"01/01/2022","04:00","N","HB_HOUSTON","18.56"
"01/01/2022","04:00","N","HB_HUBAVG","17.25"
"01/01/2022","04:00","N","HB_NORTH","18.41"
"01/01/2022","04:00","N","HB_PAN","15.60"
"01/01/2022","04:00","N","HB_SOUTH","15.90"
"01/01/2022","04:00","N","HB_WEST","16.13"
"01/01/2022","04:00","N","LZ_AEN","18.21"
"01/01/2022","04:00","N","LZ_CPS","18.42"
"01/01/2022","04:00","N","LZ_HOUSTON","18.57"
"01/01/2022","04:00","N","LZ_LCRA","18.18"
"01/01/2022","04:00","N","LZ_NORTH","18.89"
"01/01/2022","04:00","N","LZ_RAYBN","18.99"
"01/01/2022","04:00","N","LZ_SOUTH","15.43"
"01/01/2022","04:00","N","LZ_WEST","16.61"
"01/01/2022","05:00","N","HB_BUSAVG","11.29"
"01/01/2022","05:00","N","HB_HOUSTON","12.74"
"01/01/2022","05:00","N","HB_HUBAVG","10.76"
"01/01/2022","05:00","N","HB_NORTH","12.19"
"01/01/2022","05:00","N","HB_PAN","7.80"
"01/01/2022","05:00","N","HB_SOUTH","10"
"01/01/2022","05:00","N","HB_WEST","8.13"
"01/01/2022","05:00","N","LZ_AEN","11.81"
"01/01/2022","05:00","N","LZ_CPS","11.88"
"01/01/2022","05:00","N","LZ_HOUSTON","12.78"
"01/01/2022","05:00","N","LZ_LCRA","11.72"
"01/01/2022","05:00","N","LZ_NORTH","13.02"
