Delivery Date,Hour Ending,Repeated Hour Flag,Settlement Point,Settlement Point Price
12/01/2010,01:00,N,HB_BUSAVG,34.70
12/01/2010,01:00,N,HB_HOUSTON,35.33
12/01/2010,01:00,N,HB_HUBAVG,34.64
12/01/2010,01:00,N,HB_NORTH,34.41
12/01/2010,01:00,N,HB_SOUTH,36.14
12/01/2010,01:00,N,HB_WEST,32.70
12/01/2010,01:00,N,LZ_AEN,35.72
12/01/2010,01:00,N,LZ_CPS,36.48
12/01/2010,01:00,N,LZ_HOUSTON,35.36
12/01/2010,01:00,N,LZ_LCRA,36.04
12/01/2010,01:00,N,LZ_NORTH,34.38
12/01/2010,01:00,N,LZ_RAYBN,34.35
12/01/2010,01:00,N,LZ_SOUTH,36.69
12/01/2010,01:00,N,LZ_WEST,31.91
12/01/2010,02:00,N,HB_BUSAVG,30.30
12/01/2010,02:00,N,HB_HOUSTON,30.45
12/01/2010,02:00,N,HB_HUBAVG,30.07
12/01/2010,02:00,N,HB_NORTH,30.51
12/01/2010,02:00,N,HB_SOUTH,30.40
12/01/2010,02:00,N,HB_WEST,28.94
12/01/2010,02:00,N,LZ_AEN,30.41
12/01/2010,02:00,N,LZ_CPS,30.38
12/01/2010,02:00,N,LZ_HOUSTON,30.45
12/01/2010,02:00,N,LZ_LCRA,30.38
12/01/2010,02:00,N,LZ_NORTH,30.50
12/01/2010,02:00,N,LZ_RAYBN,30.51
12/01/2010,02:00,N,LZ_SOUTH,30.38
12/01/2010,02:00,N,LZ_WEST,28.91
12/01/2010,03:00,N,HB_BUSAVG,29.20
12/01/2010,03:00,N,HB_HOUSTON,29.36
12/01/2010,03:00,N,HB_HUBAVG,28.96
12/01/2010,03:00,N,HB_NORTH,29.43
12/01/2010,03:00,N,HB_SOUTH,29.30
12/01/2010,03:00,N,HB_WEST,27.75
12/01/2010,03:00,N,LZ_AEN,29.31
12/01/2010,03:00,N,LZ_CPS,29.29
12/01/2010,03:00,N,LZ_HOUSTON,29.35
12/01/2010,03:00,N,LZ_LCRA,29.28
12/01/2010,03:00,N,LZ_NORTH,29.41
12/01/2010,03:00,N,LZ_RAYBN,29.42
12/01/2010,03:00,N,LZ_SOUTH,29.28
12/01/2010,03:00,N,LZ_WEST,27.72
12/01/2010,04:00,N,HB_BUSAVG,29.25
12/01/2010,04:00,N,HB_HOUSTON,29.41
12/01/2010,04:00,N,HB_HUBAVG,28.99
12/01/2010,04:00,N,HB_NORTH,29.48
12/01/2010,04:00,N,HB_SOUTH,29.35
12/01/2010,04:00,N,HB_WEST,27.71
12/01/2010,04:00,N,LZ_AEN,29.36
12/01/2010,04:00,N,LZ_CPS,29.34
12/01/2010,04:00,N,LZ_HOUSTON,29.41
12/01/2010,04:00,N,LZ_LCRA,29.33
12/01/2010,04:00,N,LZ_NORTH,29.46
12/01/2010,04:00,N,LZ_RAYBN,29.48
12/01/2010,04:00,N,LZ_SOUTH,29.33
12/01/2010,04:00,N,LZ_WEST,27.68
12/01/2010,05:00,N,HB_BUSAVG,30.65
12/01/2010,05:00,N,HB_HOUSTON,30.72
12/01/2010,05:00,N,HB_HUBAVG,30.53
12/01/2010,05:00,N,HB_NORTH,30.75
12/01/2010,05:00,N,HB_SOUTH,30.69
12/01/2010,05:00,N,HB_WEST,29.94
12/01/2010,05:00,N,LZ_AEN,30.70
12/01/2010,05:00,N,LZ_CPS,30.69
12/01/2010,05:00,N,LZ_HOUSTON,30.72
12/01/2010,05:00,N,LZ_LCRA,30.68
12/01/2010,05:00,N,LZ_NORTH,30.74
12/01/2010,05:00,N,LZ_RAYBN,30.75
12/01/2010,05:00,N,LZ_SOUTH,30.68
12/01/2010,05:00,N,LZ_WEST,29.91
12/01/2010,06:00,N,HB_BUSAVG,34.89
12/01/2010,06:00,N,HB_HOUSTON,35.28
12/01/2010,06:00,N,HB_HUBAVG,34.62
12/01/2010,06:00,N,HB_NORTH,35
12/01/2010,06:00,N,HB_SOUTH,35.54
12/01/2010,06:00,N,HB_WEST,32.64
12/01/2010,06:00,N,LZ_AEN,35.39
12/01/2010,06:00,N,LZ_CPS,35.65
12/01/2010,06:00,N,LZ_HOUSTON,35.29
12/01/2010,06:00,N,LZ_LCRA,35.47
12/01/2010,06:00,N,LZ_NORTH,34.97
12/01/2010,06:00,N,LZ_RAYBN,34.98
12/01/2010,06:00,N,LZ_SOUTH,35.71
