"Delivery Date","Hour Ending","Repeated Hour Flag","Settlement Point","Settlement Point Price"
"01/01/2014","01:00","N","HB_BUSAVG","28.12"
"01/01/2014","01:00","N","HB_HOUSTON","28.12"
"01/01/2014","01:00","N","HB_HUBAVG","28.09"
"01/01/2014","01:00","N","HB_NORTH","28.17"
"01/01/2014","01:00","N","HB_SOUTH","28.09"
"01/01/2014","01:00","N","HB_WEST","27.98"
"01/01/2014","01:00","N","LZ_AEN","28.37"
"01/01/2014","01:00","N","LZ_CPS","28.15"
"01/01/2014","01:00","N","LZ_HOUSTON","28.12"
"01/01/2014","01:00","N","LZ_LCRA","28.22"
"01/01/2014","01:00","N","LZ_NORTH","28.18"
"01/01/2014","01:00","N","LZ_RAYBN","28.20"
"01/01/2014","01:00","N","LZ_SOUTH","28.15"
"01/01/2014","01:00","N","LZ_WEST","27.85"
"01/01/2014","02:00","N","HB_BUSAVG","25.03"
"01/01/2014","02:00","N","HB_HOUSTON","25.04"
"01/01/2014","02:00","N","HB_HUBAVG","25"
"01/01/2014","02:00","N","HB_NORTH","25.07"
"01/01/2014","02:00","N","HB_SOUTH","25.02"
"01/01/2014","02:00","N","HB_WEST","24.90"
"01/01/2014","02:00","N","LZ_AEN","25.17"
"01/01/2014","02:00","N","LZ_CPS","25.07"
"01/01/2014","02:00","N","LZ_HOUSTON","25.04"
"01/01/2014","02:00","N","LZ_LCRA","25.08"
"01/01/2014","02:00","N","LZ_NORTH","25.08"
"01/01/2014","02:00","N","LZ_RAYBN","25.10"
"01/01/2014","02:00","N","LZ_SOUTH","25.06"
"01/01/2014","02:00","N","LZ_WEST","24.90"
"01/01/2014","03:00","N","HB_BUSAVG","24.90"
"01/01/2014","03:00","N","HB_HOUSTON","24.90"
"01/01/2014","03:00","N","HB_HUBAVG","24.87"
"01/01/2014","03:00","N","HB_NORTH","24.93"
"01/01/2014","03:00","N","HB_SOUTH","24.88"
"01/01/2014","03:00","N","HB_WEST","24.79"
"01/01/2014","03:00","N","LZ_AEN","25.02"
"01/01/2014","03:00","N","LZ_CPS","24.93"
"01/01/2014","03:00","N","LZ_HOUSTON","24.90"
"01/01/2014","03:00","N","LZ_LCRA","24.94"
"01/01/2014","03:00","N","LZ_NORTH","24.94"
"01/01/2014","03:00","N","LZ_RAYBN","24.96"
"01/01/2014","03:00","N","LZ_SOUTH","24.92"
"01/01/2014","03:00","N","LZ_WEST","24.77"
"01/01/2014","04:00","N","HB_BUSAVG","24.90"
"01/01/2014","04:00","N","HB_HOUSTON","24.90"
"01/01/2014","04:00","N","HB_HUBAVG","24.88"
"01/01/2014","04:00","N","HB_NORTH","24.92"
"01/01/2014","04:00","N","HB_SOUTH","24.88"
"01/01/2014","04:00","N","HB_WEST","24.80"
"01/01/2014","04:00","N","LZ_AEN","25.01"
"01/01/2014","04:00","N","LZ_CPS","24.94"
"01/01/2014","04:00","N","LZ_HOUSTON","24.90"
"01/01/2014","04:00","N","LZ_LCRA","24.93"
"01/01/2014","04:00","N","LZ_NORTH","24.94"
"01/01/2014","04:00","N","LZ_RAYBN","24.96"
"01/01/2014","04:00","N","LZ_SOUTH","24.93"
"01/01/2014","04:00","N","LZ_WEST","24.78"
"01/01/2014","05:00","N","HB_BUSAVG","25.04"
"01/01/2014","05:00","N","HB_HOUSTON","25.04"
"01/01/2014","05:00","N","HB_HUBAVG","25.02"
"01/01/2014","05:00","N","HB_NORTH","25.07"
"01/01/2014","05:00","N","HB_SOUTH","25.01"
"01/01/2014","05:00","N","HB_WEST","24.96"
"01/01/2014","05:00","N","LZ_AEN","25.20"
"01/01/2014","05:00","N","LZ_CPS","25.07"
"01/01/2014","05:00","N","LZ_HOUSTON","25.04"
