day,hour,% difference
26,12,0.08056373
26,12,0.01354071
26,13,0.19952151
26,13,0.00569362
26,14,0.06989437
26,14,0.02387992
26,15,0.09601745
26,15,0.04558395
26,16,0.02097504
26,16,0.02701551
26,17,0.01956863
26,17,0.03146797
26,18,0.13577344
26,18,0.00264637
26,19,0.15621124
26,19,0.01518209
26,20,0.18556508
26,20,0.11252379
26,21,0.15753746
26,21,0.04130966
26,22,0.16723754
26,22,0.02529684
26,23,0.1154931
26,23,0.04440736
27,0,0.17768244
27,0,0.04669449
27,1,0.32755468
27,1,0.14530641
27,2,0.15863617
27,2,0.06462517
27,3,0.23557263
27,3,0.07502939
27,4,0.15840756
27,4,0.14916774
27,5,0.19741102
27,5,0.15096929
27,6,0.19870979
27,6,0.02843526
27,7,0.23675187
27,7,0.03223006
27,8,0.26928591
27,8,0.02861849
27,9,0.29114504
27,9,0.03526393
27,10,0.3450263
27,10,0.0451624
27,11,0.38894128
27,11,0.07913896
27,12,0.3712169
27,12,0.11203681
27,13,0.31969947
27,13,0.09079089
27,14,0.15010937
27,14,0.01438756
27,15,0.11759078
27,15,0.00815399
27,16,0.13353036
27,16,0.06878166
27,17,0.10541235
27,17,0.02961396
27,18,0.15055251
27,18,0.0489728
27,19,0.12965362
27,19,0.02045666
27,20,0.10932566
27,20,0.0013553
27,21,0.22096029
27,21,0.00512102
27,22,0.24690693
27,22,0.07359444
27,23,0.21126934
27,23,0.02278513
28,0,0.1569556
28,0,0.01100279
28,1,0.19921846
28,1,0.02950865
28,2,0.22644309
28,2,0.02711227
28,3,0.21521744
28,3,0.01093632
28,4,0.157087
28,4,0.00264749
28,5,0.1511541
28,5,0.0555909
28,6,0.00990174
28,6,0.0787749
28,7,0.03857972
28,7,0.05675323
28,8,0.05415306
28,8,0.0401741
28,9,0.0670713
28,9,0.00121756
28,10,0.05254448
28,10,0.04128553
28,11,0.06432386
28,11,0.06078277
28,12,0.00208002
28,12,0.01773969
28,13,0.10283149
28,13,0.05072336
28,14,0.04615907
28,14,0.05386535
28,15,0.03267131
28,15,0.00624189
28,16,0.06919097
28,16,0.02491083
28,17,0.09351962
28,17,0.02595084
28,18,0.06837502
28,18,0.00950311
28,19,0.07482526
28,19,0.00797956
28,20,0.03397078
28,20,0.00544571
28,21,0.05167762
28,21,0.06005357
28,22,0.05958626
28,22,0.03933681
28,23,0.00489402
28,23,0.06857042
29,0,0.01165122
29,0,0.05169979
29,1,0.02018411
29,1,0.08405804
29,2,0.0352992
29,2,0.13870207
29,3,0.03075929
29,3,0.11281286
29,4,0.04663136
29,4,0.09733896
29,5,0.04472893
29,5,0.08477389
29,6,0.10623722
29,6,0.01307915
29,7,0.15534505
29,7,0.03174807
29,8,0.18995479
29,8,0.03047016
29,9,0.18148937
29,9,0.03481464
29,10,0.16904799
29,10,0.0630543
29,11,0.26205682
29,11,0.15059552
29,12,0.23773789
29,12,0.15663597
29,13,0.22197548
29,13,0.12185653
29,14,0.19074093
29,14,0.09746757
29,15,0.11982939
29,15,0.0425261
29,16,0.14000725
29,16,0.08762136
29,17,0.13309785
29,17,0.11313366
29,18,0.07632634
29,18,0.07736088
29,19,0.06560474
29,19,0.1030967
29,20,0.01604192
29,20,0.08634826
29,21,0.02387615
29,21,0.13151693
29,22,0.01948247
29,22,0.1035503
29,23,0.12737595
29,23,0.17398532
30,0,0.16555044
30,0,0.17314134
