Delivery Date,Delivery Hour,Delivery Interval,Repeated Hour Flag,Settlement Point Name,Settlement Point Type,Settlement Point Price
01/01/2011,1,1,N,HB_BUSAVG,SH,25.11
01/01/2011,1,2,N,HB_BUSAVG,SH,23.45
01/01/2011,1,3,N,HB_BUSAVG,SH,24.07
01/01/2011,1,4,N,HB_BUSAVG,SH,22.29
01/01/2011,1,1,N,HB_HOUSTON,HU,25.11
01/01/2011,1,2,N,HB_HOUSTON,HU,23.45
01/01/2011,1,3,N,HB_HOUSTON,HU,24.07
01/01/2011,1,4,N,HB_HOUSTON,HU,22.29
01/01/2011,1,1,N,HB_HUBAVG,AH,25.11
01/01/2011,1,2,N,HB_HUBAVG,AH,23.45
01/01/2011,1,3,N,HB_HUBAVG,AH,24.07
01/01/2011,1,4,N,HB_HUBAVG,AH,22.29
01/01/2011,1,1,N,HB_NORTH,HU,25.11
01/01/2011,1,2,N,HB_NORTH,HU,23.45
01/01/2011,1,3,N,HB_NORTH,HU,24.07
01/01/2011,1,4,N,HB_NORTH,HU,22.29
01/01/2011,1,1,N,HB_SOUTH,HU,25.11
01/01/2011,1,2,N,HB_SOUTH,HU,23.45
01/01/2011,1,3,N,HB_SOUTH,HU,24.07
01/01/2011,1,4,N,HB_SOUTH,HU,22.29
01/01/2011,1,1,N,HB_WEST,HU,25.11
01/01/2011,1,2,N,HB_WEST,HU,23.45
01/01/2011,1,3,N,HB_WEST,HU,24.07
01/01/2011,1,4,N,HB_WEST,HU,22.29
01/01/2011,1,1,N,LZ_AEN,LZ,25.11
01/01/2011,1,2,N,LZ_AEN,LZ,23.45
01/01/2011,1,3,N,LZ_AEN,LZ,24.07
01/01/2011,1,4,N,LZ_AEN,LZ,22.29
01/01/2011,1,1,N,LZ_CPS,LZ,25.11
01/01/2011,1,2,N,LZ_CPS,LZ,23.45
01/01/2011,1,3,N,LZ_CPS,LZ,24.07
01/01/2011,1,4,N,LZ_CPS,LZ,22.29
01/01/2011,1,1,N,LZ_HOUSTON,LZ,25.11
01/01/2011,1,2,N,LZ_HOUSTON,LZ,23.45
01/01/2011,1,3,N,LZ_HOUSTON,LZ,24.07
01/01/2011,1,4,N,LZ_HOUSTON,LZ,22.29
01/01/2011,1,1,N,LZ_LCRA,LZ,25.11
01/01/2011,1,2,N,LZ_LCRA,LZ,23.45
01/01/2011,1,3,N,LZ_LCRA,LZ,24.07
01/01/2011,1,4,N,LZ_LCRA,LZ,22.29
01/01/2011,1,1,N,LZ_NORTH,LZ,25.11
01/01/2011,1,2,N,LZ_NORTH,LZ,23.45
01/01/2011,1,3,N,LZ_NORTH,LZ,24.07
01/01/2011,1,4,N,LZ_NORTH,LZ,22.29
01/01/2011,1,1,N,LZ_RAYBN,LZ,25.11
01/01/2011,1,2,N,LZ_RAYBN,LZ,23.45
01/01/2011,1,3,N,LZ_RAYBN,LZ,24.07
01/01/2011,1,4,N,LZ_RAYBN,LZ,22.29
01/01/2011,1,1,N,LZ_SOUTH,LZ,25.11
01/01/2011,1,2,N,LZ_SOUTH,LZ,23.45
01/01/2011,1,3,N,LZ_SOUTH,LZ,24.07
01/01/2011,1,4,N,LZ_SOUTH,LZ,22.29
01/01/2011,1,1,N,LZ_WEST,LZ,25.11
01/01/2011,1,2,N,LZ_WEST,LZ,23.45
01/01/2011,1,3,N,LZ_WEST,LZ,24.07
01/01/2011,1,4,N,LZ_WEST,LZ,22.29
01/01/2011,2,1,N,HB_BUSAVG,SH,22.33
01/01/2011,2,2,N,HB_BUSAVG,SH,22.24
01/01/2011,2,3,N,HB_BUSAVG,SH,21.98
01/01/2011,2,4,N,HB_BUSAVG,SH,21.87
01/01/2011,2,1,N,HB_HOUSTON,HU,22.33
01/01/2011,2,2,N,HB_HOUSTON,HU,22.24
01/01/2011,2,3,N,HB_HOUSTON,HU,21.98
01/01/2011,2,4,N,HB_HOUSTON,HU,21.87
01/01/2011,2,1,N,HB_HUBAVG,AH,22.33
01/01/2011,2,2,N,HB_HUBAVG,AH,22.24
