Delivery Date,Delivery Hour,Delivery Interval,Repeated Hour Flag,Settlement Point Name,Settlement Point Type,Settlement Point Price
01/01/2022,1,1,N,HB_BUSAVG,SH,52.77
01/01/2022,1,2,N,HB_BUSAVG,SH,120.8
01/01/2022,1,3,N,HB_BUSAVG,SH,41.02
01/01/2022,1,4,N,HB_BUSAVG,SH,35
01/01/2022,1,1,N,HB_HOUSTON,HU,52.82
01/01/2022,1,2,N,HB_HOUSTON,HU,118.99
01/01/2022,1,3,N,HB_HOUSTON,HU,40.82
01/01/2022,1,4,N,HB_HOUSTON,HU,34.91
01/01/2022,1,1,N,HB_HUBAVG,AH,52.53
01/01/2022,1,2,N,HB_HUBAVG,AH,119.59
01/01/2022,1,3,N,HB_HUBAVG,AH,40.8
01/01/2022,1,4,N,HB_HUBAVG,AH,34.84
01/01/2022,1,1,N,HB_NORTH,HU,53.94
01/01/2022,1,2,N,HB_NORTH,HU,125.73
01/01/2022,1,3,N,HB_NORTH,HU,42.02
01/01/2022,1,4,N,HB_NORTH,HU,35.75
01/01/2022,1,1,N,HB_PAN,HU,54.24
01/01/2022,1,2,N,HB_PAN,HU,126.86
01/01/2022,1,3,N,HB_PAN,HU,42.31
01/01/2022,1,4,N,HB_PAN,HU,35.98
01/01/2022,1,1,N,HB_SOUTH,HU,48.97
01/01/2022,1,2,N,HB_SOUTH,HU,106.25
01/01/2022,1,3,N,HB_SOUTH,HU,37.89
01/01/2022,1,4,N,HB_SOUTH,HU,32.6
01/01/2022,1,1,N,HB_WEST,HU,54.39
01/01/2022,1,2,N,HB_WEST,HU,127.4
01/01/2022,1,3,N,HB_WEST,HU,42.46
01/01/2022,1,4,N,HB_WEST,HU,36.11
01/01/2022,1,1,N,LZ_AEN,LZ,54.2
01/01/2022,1,1,N,LZ_AEN,LZEW,54.18
01/01/2022,1,2,N,LZ_AEN,LZ,129.27
01/01/2022,1,2,N,LZ_AEN,LZEW,129.2
01/01/2022,1,3,N,LZ_AEN,LZ,42.41
01/01/2022,1,3,N,LZ_AEN,LZEW,42.42
01/01/2022,1,4,N,LZ_AEN,LZEW,35.92
01/01/2022,1,4,N,LZ_AEN,LZ,35.92
01/01/2022,1,1,N,LZ_CPS,LZ,55.5
01/01/2022,1,1,N,LZ_CPS,LZEW,55.47
01/01/2022,1,2,N,LZ_CPS,LZEW,137.97
01/01/2022,1,2,N,LZ_CPS,LZ,137.95
01/01/2022,1,3,N,LZ_CPS,LZ,43.87
01/01/2022,1,3,N,LZ_CPS,LZEW,43.86
01/01/2022,1,4,N,LZ_CPS,LZ,36.9
01/01/2022,1,4,N,LZ_CPS,LZEW,36.9
01/01/2022,1,1,N,LZ_HOUSTON,LZEW,52.74
01/01/2022,1,1,N,LZ_HOUSTON,LZ,52.75
01/01/2022,1,2,N,LZ_HOUSTON,LZ,118.53
01/01/2022,1,2,N,LZ_HOUSTON,LZEW,118.49
01/01/2022,1,3,N,LZ_HOUSTON,LZEW,40.74
01/01/2022,1,3,N,LZ_HOUSTON,LZ,40.74
01/01/2022,1,4,N,LZ_HOUSTON,LZEW,34.85
01/01/2022,1,4,N,LZ_HOUSTON,LZ,34.85
01/01/2022,1,1,N,LZ_LCRA,LZ,54.31
01/01/2022,1,1,N,LZ_LCRA,LZEW,54.28
01/01/2022,1,2,N,LZ_LCRA,LZ,128
01/01/2022,1,2,N,LZ_LCRA,LZEW,127.94
01/01/2022,1,3,N,LZ_LCRA,LZEW,42.46
01/01/2022,1,3,N,LZ_LCRA,LZ,42.43
01/01/2022,1,4,N,LZ_LCRA,LZ,36.03
01/01/2022,1,4,N,LZ_LCRA,LZEW,36.03
01/01/2022,1,1,N,LZ_NORTH,LZEW,53.93
01/01/2022,1,1,N,LZ_NORTH,LZ,53.96
01/01/2022,1,2,N,LZ_NORTH,LZEW,125.89
01/01/2022,1,2,N,LZ_NORTH,LZ,125.82
01/01/2022,1,3,N,LZ_NORTH,LZEW,42.12
01/01/2022,1,3,N,LZ_NORTH,LZ,42.04
01/01/2022,1,4,N,LZ_NORTH,LZEW,35.75
01/01/2022,1,4,N,LZ_NORTH,LZ,35.76
01/01/2022,1,1,N,LZ_RAYBN,LZEW,53.93
01/01/2022,1,1,N,LZ_RAYBN,LZ,53.94
01/01/2022,1,2,N,LZ_RAYBN,LZEW,125.73
01/01/2022,1,2,N,LZ_RAYBN,LZ,125.68
01/01/2022,1,3,N,LZ_RAYBN,LZ,42.02
01/01/2022,1,3,N,LZ_RAYBN,LZEW,42.05
01/01/2022,1,4,N,LZ_RAYBN,LZEW,35.74
01/01/2022,1,4,N,LZ_RAYBN,LZ,35.75
01/01/2022,1,1,N,LZ_SOUTH,LZEW,47.81
01/01/2022,1,1,N,LZ_SOUTH,LZ,47.84
01/01/2022,1,2,N,LZ_SOUTH,LZ,77.81
01/01/2022,1,2,N,LZ_SOUTH,LZEW,77.86
01/01/2022,1,3,N,LZ_SOUTH,LZEW,34.41
01/01/2022,1,3,N,LZ_SOUTH,LZ,34.42
01/01/2022,1,4,N,LZ_SOUTH,LZEW,30.94
01/01/2022,1,4,N,LZ_SOUTH,LZ,30.94
01/01/2022,1,1,N,LZ_WEST,LZ,54.61
