Delivery Date,Delivery Hour,Delivery Interval,Repeated Hour Flag,Settlement Point Name,Settlement Point Type,Settlement Point Price
01/01/2014,1,1,N,HB_BUSAVG,SH,25.19
01/01/2014,1,2,N,HB_BUSAVG,SH,24.79
01/01/2014,1,3,N,HB_BUSAVG,SH,24.31
01/01/2014,1,4,N,HB_BUSAVG,SH,24.41
01/01/2014,1,1,N,HB_HOUSTON,HU,25.19
01/01/2014,1,2,N,HB_HOUSTON,HU,24.79
01/01/2014,1,3,N,HB_HOUSTON,HU,24.31
01/01/2014,1,4,N,HB_HOUSTON,HU,24.41
01/01/2014,1,1,N,HB_HUBAVG,AH,25.19
01/01/2014,1,2,N,HB_HUBAVG,AH,24.79
01/01/2014,1,3,N,HB_HUBAVG,AH,24.31
01/01/2014,1,4,N,HB_HUBAVG,AH,24.41
01/01/2014,1,1,N,HB_NORTH,HU,25.19
01/01/2014,1,2,N,HB_NORTH,HU,24.79
01/01/2014,1,3,N,HB_NORTH,HU,24.31
01/01/2014,1,4,N,HB_NORTH,HU,24.41
01/01/2014,1,1,N,HB_SOUTH,HU,25.19
01/01/2014,1,2,N,HB_SOUTH,HU,24.79
01/01/2014,1,3,N,HB_SOUTH,HU,24.31
01/01/2014,1,4,N,HB_SOUTH,HU,24.41
01/01/2014,1,1,N,HB_WEST,HU,25.19
01/01/2014,1,2,N,HB_WEST,HU,24.79
01/01/2014,1,3,N,HB_WEST,HU,24.31
01/01/2014,1,4,N,HB_WEST,HU,24.41
01/01/2014,1,1,N,LZ_AEN,LZ,25.19
01/01/2014,1,1,N,LZ_AEN,LZEW,25.18
01/01/2014,1,2,N,LZ_AEN,LZ,24.79
01/01/2014,1,2,N,LZ_AEN,LZEW,24.79
01/01/2014,1,3,N,LZ_AEN,LZ,24.31
01/01/2014,1,3,N,LZ_AEN,LZEW,24.31
01/01/2014,1,4,N,LZ_AEN,LZ,24.41
01/01/2014,1,4,N,LZ_AEN,LZEW,24.41
01/01/2014,1,1,N,LZ_CPS,LZ,25.19
01/01/2014,1,1,N,LZ_CPS,LZEW,25.18
01/01/2014,1,2,N,LZ_CPS,LZ,24.79
01/01/2014,1,2,N,LZ_CPS,LZEW,24.79
01/01/2014,1,3,N,LZ_CPS,LZ,24.31
01/01/2014,1,3,N,LZ_CPS,LZEW,24.31
01/01/2014,1,4,N,LZ_CPS,LZ,24.41
01/01/2014,1,4,N,LZ_CPS,LZEW,24.41
01/01/2014,1,1,N,LZ_HOUSTON,LZ,25.19
01/01/2014,1,1,N,LZ_HOUSTON,LZEW,25.18
01/01/2014,1,2,N,LZ_HOUSTON,LZ,24.79
01/01/2014,1,2,N,LZ_HOUSTON,LZEW,24.79
01/01/2014,1,3,N,LZ_HOUSTON,LZ,24.31
01/01/2014,1,3,N,LZ_HOUSTON,LZEW,24.31
01/01/2014,1,4,N,LZ_HOUSTON,LZ,24.41
01/01/2014,1,4,N,LZ_HOUSTON,LZEW,24.41
01/01/2014,1,1,N,LZ_LCRA,LZ,25.19
01/01/2014,1,1,N,LZ_LCRA,LZEW,25.19
01/01/2014,1,2,N,LZ_LCRA,LZ,24.79
01/01/2014,1,2,N,LZ_LCRA,LZEW,24.79
01/01/2014,1,3,N,LZ_LCRA,LZ,24.31
01/01/2014,1,3,N,LZ_LCRA,LZEW,24.31
01/01/2014,1,4,N,LZ_LCRA,LZ,24.41
01/01/2014,1,4,N,LZ_LCRA,LZEW,24.41
01/01/2014,1,1,N,LZ_NORTH,LZ,25.19
01/01/2014,1,1,N,LZ_NORTH,LZEW,25.18
01/01/2014,1,2,N,LZ_NORTH,LZ,24.79
01/01/2014,1,2,N,LZ_NORTH,LZEW,24.79
01/01/2014,1,3,N,LZ_NORTH,LZ,24.31
01/01/2014,1,3,N,LZ_NORTH,LZEW,24.31
01/01/2014,1,4,N,LZ_NORTH,LZ,24.41
01/01/2014,1,4,N,LZ_NORTH,LZEW,24.41
01/01/2014,1,1,N,LZ_RAYBN,LZ,25.19
01/01/2014,1,1,N,LZ_RAYBN,LZEW,25.18
01/01/2014,1,2,N,LZ_RAYBN,LZ,24.79
01/01/2014,1,2,N,LZ_RAYBN,LZEW,24.79
01/01/2014,1,3,N,LZ_RAYBN,LZ,24.31
01/01/2014,1,3,N,LZ_RAYBN,LZEW,24.31
01/01/2014,1,4,N,LZ_RAYBN,LZ,24.41
01/01/2014,1,4,N,LZ_RAYBN,LZEW,24.41
01/01/2014,1,1,N,LZ_SOUTH,LZ,25.19
01/01/2014,1,1,N,LZ_SOUTH,LZEW,25.18
01/01/2014,1,2,N,LZ_SOUTH,LZ,24.79
01/01/2014,1,2,N,LZ_SOUTH,LZEW,24.79
01/01/2014,1,3,N,LZ_SOUTH,LZ,24.31
01/01/2014,1,3,N,LZ_SOUTH,LZEW,24.31
01/01/2014,1,4,N,LZ_SOUTH,LZ,24.41
01/01/2014,1,4,N,LZ_SOUTH,LZEW,24.41
01/01/2014,1,1,N,LZ_WEST,LZ,25.19
01/01/2014,1,1,N,LZ_WEST,LZEW,25.18
01/01/2014,1,2,N,LZ_WEST,LZ,24.79
01/01/2014,1,2,N,LZ_WEST,LZEW,24.79
01/01/2014,1,3,N,LZ_WEST,LZ,24.31
01/01/2014,1,3,N,LZ_WEST,LZEW,24.31
01/01/2014,1,4,N,LZ_WEST,LZ,24.41
01/01/2014,1,4,N,LZ_WEST,LZEW,24.41
01/01/2014,2,1,N,HB_BUSAVG,SH,24.30
01/01/2014,2,2,N,HB_BUSAVG,SH,24.75
01/01/2014,2,3,N,HB_BUSAVG,SH,24.64
01/01/2014,2,4,N,HB_BUSAVG,SH,24.40
01/01/2014,2,1,N,HB_HOUSTON,HU,24.30
01/01/2014,2,2,N,HB_HOUSTON,HU,24.75
01/01/2014,2,3,N,HB_HOUSTON,HU,24.64
01/01/2014,2,4,N,HB_HOUSTON,HU,24.40
01/01/2014,2,1,N,HB_HUBAVG,AH,24.30
01/01/2014,2,2,N,HB_HUBAVG,AH,24.75
01/01/2014,2,3,N,HB_HUBAVG,AH,24.64
01/01/2014,2,4,N,HB_HUBAVG,AH,24.40
01/01/2014,2,1,N,HB_NORTH,HU,24.30
01/01/2014,2,2,N,HB_NORTH,HU,24.75
01/01/2014,2,3,N,HB_NORTH,HU,24.64
01/01/2014,2,4,N,HB_NORTH,HU,24.40
01/01/2014,2,1,N,HB_SOUTH,HU,24.30
01/01/2014,2,2,N,HB_SOUTH,HU,24.75
01/01/2014,2,3,N,HB_SOUTH,HU,24.64
01/01/2014,2,4,N,HB_SOUTH,HU,24.40
01/01/2014,2,1,N,HB_WEST,HU,24.30
01/01/2014,2,2,N,HB_WEST,HU,24.75
01/01/2014,2,3,N,HB_WEST,HU,24.64
01/01/2014,2,4,N,HB_WEST,HU,24.40
01/01/2014,2,1,N,LZ_AEN,LZ,24.30
01/01/2014,2,1,N,LZ_AEN,LZEW,24.30
01/01/2014,2,2,N,LZ_AEN,LZ,24.75
01/01/2014,2,2,N,LZ_AEN,LZEW,24.75
01/01/2014,2,3,N,LZ_AEN,LZ,24.64
01/01/2014,2,3,N,LZ_AEN,LZEW,24.64
01/01/2014,2,4,N,LZ_AEN,LZ,24.40
01/01/2014,2,4,N,LZ_AEN,LZEW,24.40
01/01/2014,2,1,N,LZ_CPS,LZ,24.30
01/01/2014,2,1,N,LZ_CPS,LZEW,24.30
01/01/2014,2,2,N,LZ_CPS,LZ,24.75
01/01/2014,2,2,N,LZ_CPS,LZEW,24.75
01/01/2014,2,3,N,LZ_CPS,LZ,24.64
01/01/2014,2,3,N,LZ_CPS,LZEW,24.64
01/01/2014,2,4,N,LZ_CPS,LZ,24.40
01/01/2014,2,4,N,LZ_CPS,LZEW,24.40
01/01/2014,2,1,N,LZ_HOUSTON,LZ,24.30
01/01/2014,2,1,N,LZ_HOUSTON,LZEW,24.30
01/01/2014,2,2,N,LZ_HOUSTON,LZ,24.75
01/01/2014,2,2,N,LZ_HOUSTON,LZEW,24.75
01/01/2014,2,3,N,LZ_HOUSTON,LZ,24.64
01/01/2014,2,3,N,LZ_HOUSTON,LZEW,24.64
01/01/2014,2,4,N,LZ_HOUSTON,LZ,24.40
01/01/2014,2,4,N,LZ_HOUSTON,LZEW,24.40
01/01/2014,2,1,N,LZ_LCRA,LZ,24.30
01/01/2014,2,1,N,LZ_LCRA,LZEW,24.30
01/01/2014,2,2,N,LZ_LCRA,LZ,24.75
