Nuclear,NG,RFO,Hydro,Coal,Wood,Wind,Other
5708.1,10559.0543585773,0,2587.09,655.1,0,350.22362492,227.8
5708.1,9825.46449567907,0,2587.09,655.1,0,361.333449455,227.8
5708.1,9789.13077600855,0,2587.09,655.1,0,337.55081687,227.8
5708.1,9552.16984988581,0,2587.09,655.1,0,337.178731985,227.8
5708.1,9235.48407426097,0,2587.09,655.1,0,319.76672603,227.8
5708.1,8693.63879581511,0,2587.09,655.1,0,321.70308986,227.8
5708.1,9360.13239015969,0,2587.09,655.1,0,354.23985606,227.8
5708.1,10032.8331461538,0,2587.09,655.1,0,301.13579786,227.8
5708.1,10758.8803448583,0,2587.09,655.1,0,366.34736846,227.8
5708.1,11557.7663485273,0,2587.09,655.1,0,335.97078289,227.8
5708.1,12250.9252898539,0,2587.09,655.1,0,332.0763389,227.8
5708.1,13045.6537350589,20,2587.09,655.1,0,352.971039615,227.8
5708.1,14100.2808113389,20,2587.09,655.1,0,307.38782588,227.8
5708.1,13899.5610498037,20,2587.09,655.1,0,360.18782363,227.8
5708.1,14252.926384017,20,2587.09,655.1,0,433.9285681,227.8
5708.1,14481.8198235832,20,2587.09,655.1,0,486.21400363,227.8
5708.1,14853.1687112249,20,2587.09,655.1,0,475.05486844,227.8
5708.1,15070.5616240665,20,2587.09,655.1,0,518.653784335,227.8
5708.1,15148.4540630511,20,2587.09,655.1,0,493.324115825,227.8
5708.1,14654.0014456507,20,2587.09,655.1,0,585.42477569,227.8
5708.1,14032.0918634033,20,2587.09,655.1,0,552.82187057,227.8
5708.1,13279.8039657404,20,2587.09,655.1,0,539.344311725,227.8
5708.1,12435.7294990372,0,2587.09,655.1,0,516.66714186,227.8
5708.1,11426.1967961418,0,2587.09,655.1,0,424.583832985,227.8
