Nuclear,Avg_Nuclear,NG,Avg_NG,RFO,Avg_RFO,Hydro,Avg_Hydro,Coal,Avg_Coal,Wood,Avg_wood,Wind,Avg_Wind,Other,Avg_Other
20987.692,3.67682626443125,204374.264940108,19.8340294827126,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,183292.963995276,19.507176714378,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,173856.476935934,19.3874051083747,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,167924.653834081,19.3318773531693,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,174026.224104768,19.3889795730855,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,180620.51845268,19.467086385401,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,184621.830790926,19.528006918589,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,211809.289020358,19.9416544332165,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,232753.706472708,20.2142364851758,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,247141.59394353,20.3807949150237,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,258557.417455767,20.4983958784896,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,279175.679197465,20.6984867514204,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,289868.401841832,20.7869675403398,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,289855.540034458,20.7746716860363,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,307142.979620315,20.9195787655608,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,318590.229104519,21.0107853202676,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,323658.791611298,20.9908238953192,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,338474.261037216,21.154007856025,1098.932,52.3300952380952,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,341083.169416663,21.1737015191048,1098.932,52.3300952380952,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,328919.162763935,21.0865975919727,1098.932,52.3300952380952,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,320899.75868654,21.0289087035958,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,296159.131957314,20.9780329461734,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,263883.786218262,20.7647781776851,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,231477.742001245,20.4232116496393,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
