Nuclear,Avg_Nuclear,NG,Avg_NG,RFO,Avg_RFO,Hydro,Avg_Hydro,Coal,Avg_Coal,Wood,Avg_wood,Wind,Avg_Wind,Other,Avg_Other
20987.692,3.67682626443125,223468.795690965,20.0193989850668,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,205428.006006826,19.7778737547026,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,198426.879403669,19.6749931536429,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,196359.397163898,19.6438587364818,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,197555.51691742,19.6619386647253,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,209373.06539186,19.8335763010018,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,222814.454348875,20.0108714543249,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,253308.928590374,20.374001711205,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,268640.592347136,20.5331275413104,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,279226.277971138,20.6306749764762,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,305429.113427618,20.8520014219365,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,305823.782625266,20.8522191115634,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,321481.27280597,20.9612358409988,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,339251.57893543,20.9834473521727,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,340038.411394673,20.9633835754741,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,333138.748141464,20.9128219703819,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,336047.262585842,20.9343592124776,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,340254.309726568,20.9676170645574,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,336717.145323356,20.9793433856366,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,324504.83892296,21.0232658189037,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,314869.845081943,20.9956316557066,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,302518.731680286,20.9074692639244,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,268368.455594105,20.7131259721322,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,239523.88202192,20.4145671493408,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
