Nuclear,Avg_Nuclear,NG,Avg_NG,RFO,Avg_RFO,Hydro,Avg_Hydro,Coal,Avg_Coal,Wood,Avg_wood,Wind,Avg_Wind,Other,Avg_Other
20987.692,3.67682626443125,217398.835231116,20.2733663034884,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,209237.508489246,20.2458132204794,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,193312.352809455,20.0114396047684,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,187414.327362867,19.9227169384943,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,182600.011457729,19.8469070822578,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,182255.270582306,19.8415361275276,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,180178.468577987,19.8088082962382,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,193062.638450703,20.0090015000538,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,202117.230152963,20.141703723926,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,224083.103935676,20.4283585615999,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,243878.168173119,20.6502301573381,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,260657.477726769,20.815567496848,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,267940.246424706,20.881285784385,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,276322.639438967,20.943727988242,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,285628.767472211,21.0113617201867,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,295732.03383505,21.0893831229577,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,295590.154119656,21.0304512982969,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,299731.744070311,21.0633527627007,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,305109.250939492,21.1052090636574,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,305096.68055542,21.1175825256797,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,290602.337652876,21.1256847657174,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,287093.980220421,21.1111267096504,1023.4,51.17,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,263216.242668096,20.9902005731595,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
20987.692,3.67682626443125,222009.177591301,20.5627272502627,0,NaN,45060.0967894,17.4172900012756,9636.65202,14.7102,0,NaN,0,0,0,0
