CPT,"ENDING	",ZONEID,MW
12/3/01,11:45:00,"	26","	9138"
12/3/01,11:45:00,"	28","	18308"
12/3/01,12:00:00,"	24","	1979"
12/3/01,12:00:00,"	26","	9142"
12/3/01,12:00:00,"	28","	18337"
12/3/01,12:15:00,"	24","	2067"
12/3/01,12:15:00,"	26","	9141"
12/3/01,12:15:00,"	28","	18325"
12/3/01,12:30:00,"	24","	2063"
12/3/01,12:30:00,"	26","	9141"
12/3/01,12:30:00,"	28","	18364"
12/3/01,12:45:00,"	24","	2056"
12/3/01,12:45:00,"	26","	9144"
12/3/01,12:45:00,"	28","	18394"
12/3/01,13:00:00,"	24","	2057"
12/3/01,13:00:00,"	26","	9151"
12/3/01,13:00:00,"	28","	18422"
12/3/01,13:15:00,"	24","	1974"
12/3/01,13:15:00,"	26","	9292"
12/3/01,13:15:00,"	28","	18203"
12/3/01,13:30:00,"	24","	1974"
12/3/01,13:30:00,"	26","	9251"
12/3/01,13:30:00,"	28","	18157"
12/3/01,13:45:00,"	24","	1980"
12/3/01,13:45:00,"	26","	9230"
12/3/01,13:45:00,"	28","	18130"
12/3/01,14:00:00,"	24","	1976"
12/3/01,14:00:00,"	26","	9231"
12/3/01,14:00:00,"	28","	18113"
12/3/01,14:15:00,"	24","	1996"
12/3/01,14:15:00,"	26","	9212"
12/3/01,14:15:00,"	28","	17972"
12/3/01,14:30:00,"	24","	1990"
12/3/01,14:30:00,"	26","	9215"
12/3/01,14:30:00,"	28","	17953"
12/3/01,14:45:00,"	24","	1977"
12/3/01,14:45:00,"	26","	9215"
12/3/01,14:45:00,"	28","	17931"
12/3/01,15:00:00,"	24","	1966"
12/3/01,15:00:00,"	26","	9209"
12/3/01,15:00:00,"	28","	17912"
12/3/01,15:15:00,"	24","	1861"
12/3/01,15:15:00,"	26","	9010"
12/3/01,15:15:00,"	28","	17760"
12/3/01,15:30:00,"	24","	1852"
12/3/01,15:30:00,"	26","	9065"
12/3/01,15:30:00,"	28","	17731"
12/3/01,15:45:00,"	24","	1844"
12/3/01,15:45:00,"	26","	9086"
12/3/01,15:45:00,"	28","	17710"
12/3/01,16:00:00,"	24","	1835"
12/3/01,16:00:00,"	26","	9069"
12/3/01,16:00:00,"	28","	17699"
12/3/01,16:15:00,"	24","	1810"
12/3/01,16:15:00,"	26","	8966"
12/3/01,16:15:00,"	28","	17624"
12/3/01,16:30:00,"	24","	1805"
12/3/01,16:30:00,"	26","	8906"
12/3/01,16:30:00,"	28","	17633"
12/3/01,16:45:00,"	24","	1811"
12/3/01,16:45:00,"	26","	8896"
12/3/01,16:45:00,"	28","	17669"
12/3/01,17:00:00,"	24","	1826"
12/3/01,17:00:00,"	26","	8933"
12/3/01,17:00:00,"	28","	17733"
12/3/01,17:15:00,"	24","	1871"
12/3/01,17:15:00,"	26","	9236"
12/3/01,17:15:00,"	28","	17956"
12/3/01,17:30:00,"	24","	1890"
12/3/01,17:30:00,"	26","	9292"
12/3/01,17:30:00,"	28","	18018"
12/3/01,17:45:00,"	24","	1929"
12/3/01,17:45:00,"	26","	9351"
12/3/01,17:45:00,"	28","	18406"
12/3/01,18:00:00,"	24","	1968"
12/3/01,18:00:00,"	26","	9415"
12/3/01,18:00:00,"	28","	18810"
12/3/01,18:15:00,"	24","	2039"
12/3/01,18:15:00,"	26","	9510"
12/3/01,18:15:00,"	28","	19263"
12/3/01,18:30:00,"	24","	2074"
12/3/01,18:30:00,"	26","	9517"
12/3/01,18:30:00,"	28","	19424"
12/3/01,18:45:00,"	24","	2079"
12/3/01,18:45:00,"	26","	9512"
12/3/01,18:45:00,"	28","	19472"
12/3/01,19:00:00,"	24","	2077"
12/3/01,19:00:00,"	26","	9494"
12/3/01,19:00:00,"	28","	19448"
12/3/01,19:15:00,"	24","	2078"
12/3/01,19:15:00,"	26","	9692"
12/3/01,19:15:00,"	28","	19304"
12/3/01,19:30:00,"	24","	2073"
12/3/01,19:30:00,"	26","	9697"
12/3/01,19:30:00,"	28","	19232"
12/3/01,19:45:00,"	24","	2059"
12/3/01,19:45:00,"	26","	9650"
12/3/01,19:45:00,"	28","	19173"
12/3/01,20:00:00,"	24","	2044"
12/3/01,20:00:00,"	26","	9550"
12/3/01,20:00:00,"	28","	19120"
12/3/01,20:15:00,"	24","	2072"
12/3/01,20:15:00,"	26","	9354"
12/3/01,20:15:00,"	28","	18949"
12/3/01,20:30:00,"	24","	2051"
12/3/01,20:30:00,"	26","	9247"
12/3/01,20:30:00,"	28","	18846"
12/3/01,20:45:00,"	24","	2021"
12/3/01,20:45:00,"	26","	9140"
12/3/01,20:45:00,"	28","	18738"
12/3/01,21:00:00,"	24","	1989"
12/3/01,21:00:00,"	26","	9030"
12/3/01,21:00:00,"	28","	18630"
12/3/01,21:15:00,"	24","	1877"
12/3/01,21:15:00,"	26","	8698"
12/3/01,21:15:00,"	28","	18509"
12/3/01,21:30:00,"	24","	1845"
12/3/01,21:30:00,"	26","	8567"
12/3/01,21:30:00,"	28","	18380"
12/3/01,21:45:00,"	24","	1838"
12/3/01,21:45:00,"	26","	8482"
12/3/01,21:45:00,"	28","	18206"
12/3/01,22:00:00,"	24","	1844"
12/3/01,22:00:00,"	26","	8441"
12/3/01,22:00:00,"	28","	18016"
12/3/01,22:15:00,"	24","	1968"
12/3/01,22:15:00,"	26","	7036"
12/3/01,22:15:00,"	28","	17817"
12/3/01,22:30:00,"	24","	1971"
12/3/01,22:30:00,"	26","	7026"
12/3/01,22:30:00,"	28","	17577"
12/3/01,22:45:00,"	24","	1929"
12/3/01,22:45:00,"	26","	6984"
12/3/01,22:45:00,"	28","	17287"
12/3/01,23:00:00,"	24","	1869"
12/3/01,23:00:00,"	26","	6907"
12/3/01,23:00:00,"	28","	16937"
12/3/01,23:15:00,"	24","	1548"
12/3/01,23:15:00,"	26","	6911"
12/3/01,23:15:00,"	28","	16179"
12/3/01,23:30:00,"	24","	1485"
12/3/01,23:30:00,"	26","	6878"
12/3/01,23:30:00,"	28","	15932"
12/3/01,23:45:00,"	24","	1439"
12/3/01,23:45:00,"	26","	6857"
12/3/01,23:45:00,"	28","	15742"
12/4/01,0:00:00,"	24","	1409"
12/4/01,0:00:00,"	26","	6843"
12/4/01,0:00:00,"	28","	15606"
12/4/01,0:15:00,"	24","	1474"
12/4/01,0:15:00,"	26","	6644"
12/4/01,0:15:00,"	28","	14891"
12/4/01,0:30:00,"	24","	1467"
12/4/01,0:30:00,"	26","	6610"
12/4/01,0:30:00,"	28","	14804"
12/4/01,0:45:00,"	24","	1460"
12/4/01,0:45:00,"	26","	6571"
12/4/01,0:45:00,"	28","	14691"
12/4/01,1:00:00,"	24","	1453"
12/4/01,1:00:00,"	26","	6530"
12/4/01,1:00:00,"	28","	14543"
12/4/01,1:15:00,"	24","	1442"
12/4/01,1:15:00,"	26","	6488"
12/4/01,1:15:00,"	28","	13825"
12/4/01,1:30:00,"	24","	1435"
12/4/01,1:30:00,"	26","	6446"
12/4/01,1:30:00,"	28","	13676"
12/4/01,1:45:00,"	24","	1426"
12/4/01,1:45:00,"	26","	6407"
12/4/01,1:45:00,"	28","	13563"
12/4/01,2:00:00,"	24","	1417"
12/4/01,2:00:00,"	26","	6368"
12/4/01,2:00:00,"	28","	13481"
12/4/01,2:15:00,"	24","	1397"
12/4/01,2:15:00,"	26","	6295"
12/4/01,2:15:00,"	28","	13119"
12/4/01,2:30:00,"	24","	1388"
12/4/01,2:30:00,"	26","	6251"
12/4/01,2:30:00,"	28","	13037"
12/4/01,2:45:00,"	24","	1388"
12/4/01,2:45:00,"	26","	6216"
12/4/01,2:45:00,"	28","	13013"
12/4/01,3:00:00,"	24","	1388"
12/4/01,3:00:00,"	26","	6194"
12/4/01,3:00:00,"	28","	13013"
12/4/01,3:15:00,"	24","	1329"
12/4/01,3:15:00,"	26","	6195"
12/4/01,3:15:00,"	28","	13040"
12/4/01,3:30:00,"	24","	1329"
12/4/01,3:30:00,"	26","	6193"
12/4/01,3:30:00,"	28","	13046"
12/4/01,3:45:00,"	24","	1333"
12/4/01,3:45:00,"	26","	6213"
12/4/01,3:45:00,"	28","	13072"
12/4/01,4:00:00,"	24","	1337"
12/4/01,4:00:00,"	26","	6254"
12/4/01,4:00:00,"	28","	13115"
12/4/01,4:15:00,"	24","	1322"
12/4/01,4:15:00,"	26","	6378"
12/4/01,4:15:00,"	28","	12970"
12/4/01,4:30:00,"	24","	1326"
12/4/01,4:30:00,"	26","	6437"
12/4/01,4:30:00,"	28","	13010"
12/4/01,4:45:00,"	24","	1352"
12/4/01,4:45:00,"	26","	6495"
12/4/01,4:45:00,"	28","	13162"
12/4/01,5:00:00,"	24","	1379"
12/4/01,5:00:00,"	26","	6554"
12/4/01,5:00:00,"	28","	13393"
12/4/01,5:15:00,"	24","	1432"
12/4/01,5:15:00,"	26","	6639"
12/4/01,5:15:00,"	28","	14025"
12/4/01,5:30:00,"	24","	1459"
12/4/01,5:30:00,"	26","	6704"
12/4/01,5:30:00,"	28","	14349"
12/4/01,5:45:00,"	24","	1464"
12/4/01,5:45:00,"	26","	6788"
12/4/01,5:45:00,"	28","	14722"
12/4/01,6:00:00,"	24","	1469"
12/4/01,6:00:00,"	26","	6889"
12/4/01,6:00:00,"	28","	15078"
12/4/01,6:15:00,"	24","	1781"
12/4/01,6:15:00,"	26","	8409"
12/4/01,6:15:00,"	28","	15429"
12/4/01,6:30:00,"	24","	1793"
12/4/01,6:30:00,"	26","	8481"
12/4/01,6:30:00,"	28","	15724"
12/4/01,6:45:00,"	24","	1838"
12/4/01,6:45:00,"	26","	8570"
12/4/01,6:45:00,"	28","	15894"
12/4/01,7:00:00,"	24","	1906"
12/4/01,7:00:00,"	26","	8672"
12/4/01,7:00:00,"	28","	16021"
12/4/01,7:15:00,"	24","	1859"
12/4/01,7:15:00,"	26","	8847"
12/4/01,7:15:00,"	28","	16586"
12/4/01,7:30:00,"	24","	1927"
12/4/01,7:30:00,"	26","	8939"
12/4/01,7:30:00,"	28","	16671"
12/4/01,7:45:00,"	24","	1967"
12/4/01,7:45:00,"	26","	9013"
12/4/01,7:45:00,"	28","	16722"
12/4/01,8:00:00,"	24","	1987"
12/4/01,8:00:00,"	26","	9065"
12/4/01,8:00:00,"	28","	16770"
12/4/01,8:15:00,"	24","	1903"
12/4/01,8:15:00,"	26","	8818"
12/4/01,8:15:00,"	28","	17187"
12/4/01,8:30:00,"	24","	1917"
12/4/01,8:30:00,"	26","	8799"
12/4/01,8:30:00,"	28","	17287"
12/4/01,8:45:00,"	24","	1926"
12/4/01,8:45:00,"	26","	8812"
12/4/01,8:45:00,"	28","	17375"
12/4/01,9:00:00,"	24","	1935"
12/4/01,9:00:00,"	26","	8856"
12/4/01,9:00:00,"	28","	17437"
12/4/01,9:15:00,"	24","	1959"
12/4/01,9:15:00,"	26","	8750"
12/4/01,9:15:00,"	28","	17445"
12/4/01,9:30:00,"	24","	1968"
12/4/01,9:30:00,"	26","	8714"
12/4/01,9:30:00,"	28","	17493"
12/4/01,9:45:00,"	24","	1973"
12/4/01,9:45:00,"	26","	8715"
12/4/01,9:45:00,"	28","	17557"
12/4/01,10:00:00,"	24","	1977"
12/4/01,10:00:00,"	26","	8751"
12/4/01,10:00:00,"	28","	17638"
12/4/01,10:15:00,"	24","	2006"
12/4/01,10:15:00,"	26","	8882"
12/4/01,10:15:00,"	28","	17585"
12/4/01,10:30:00,"	24","	2007"
12/4/01,10:30:00,"	26","	8970"
12/4/01,10:30:00,"	28","	17664"
12/4/01,10:45:00,"	24","	2008"
12/4/01,10:45:00,"	26","	9002"
12/4/01,10:45:00,"	28","	17738"
12/4/01,11:00:00,"	24","	2008"
12/4/01,11:00:00,"	26","	9030"
12/4/01,11:00:00,"	28","	17807"
12/4/01,11:15:00,"	24","	1996"
12/4/01,11:15:00,"	26","	9020"
12/4/01,11:15:00,"	28","	17865"
12/4/01,11:30:00,"	24","	1999"
12/4/01,11:30:00,"	26","	9090"
12/4/01,11:30:00,"	28","	17922"
12/4/01,11:45:00,"	24","	2006"
12/4/01,11:45:00,"	26","	9127"
12/4/01,11:45:00,"	28","	17977"
12/4/01,12:00:00,"	24","	2017"
12/4/01,12:00:00,"	26","	9133"
12/4/01,12:00:00,"	28","	18023"
12/4/01,12:15:00,"	24","	2030"
12/4/01,12:15:00,"	26","	9040"
12/4/01,12:15:00,"	28","	18191"
12/4/01,12:30:00,"	24","	2041"
12/4/01,12:30:00,"	26","	9063"
12/4/01,12:30:00,"	28","	18231"
12/4/01,12:45:00,"	24","	2055"
12/4/01,12:45:00,"	26","	9094"
12/4/01,12:45:00,"	28","	18268"
12/4/01,13:00:00,"	24","	2069"
12/4/01,13:00:00,"	26","	9141"
12/4/01,13:00:00,"	28","	18304"
12/4/01,13:15:00,"	24","	1830"
12/4/01,13:15:00,"	26","	9663"
12/4/01,13:15:00,"	28","	17992"
12/4/01,13:30:00,"	24","	1855"
12/4/01,13:30:00,"	26","	9822"
12/4/01,13:30:00,"	28","	18038"
12/4/01,13:45:00,"	24","	1866"
12/4/01,13:45:00,"	26","	9918"
12/4/01,13:45:00,"	28","	18083"
12/4/01,14:00:00,"	24","	1870"
12/4/01,14:00:00,"	26","	9948"
12/4/01,14:00:00,"	28","	18129"
12/4/01,14:15:00,"	24","	1868"
12/4/01,14:15:00,"	26","	9817"
12/4/01,14:15:00,"	28","	18215"
12/4/01,14:30:00,"	24","	1867"
12/4/01,14:30:00,"	26","	9822"
12/4/01,14:30:00,"	28","	18244"
12/4/01,14:45:00,"	24","	1859"
12/4/01,14:45:00,"	26","	9829"
12/4/01,14:45:00,"	28","	18259"
12/4/01,15:00:00,"	24","	1846"
12/4/01,15:00:00,"	26","	9835"
12/4/01,15:00:00,"	28","	18254"
12/4/01,15:15:00,"	24","	1832"
12/4/01,15:15:00,"	26","	9800"
12/4/01,15:15:00,"	28","	18327"
12/4/01,15:30:00,"	24","	1816"
12/4/01,15:30:00,"	26","	9805"
12/4/01,15:30:00,"	28","	18274"
12/4/01,15:45:00,"	24","	1802"
12/4/01,15:45:00,"	26","	9816"
12/4/01,15:45:00,"	28","	18171"
12/4/01,16:00:00,"	24","	1788"
12/4/01,16:00:00,"	26","	9830"
12/4/01,16:00:00,"	28","	18048"
12/4/01,16:15:00,"	24","	1740"
12/4/01,16:15:00,"	26","	9774"
12/4/01,16:15:00,"	28","	17891"
12/4/01,16:30:00,"	24","	1732"
12/4/01,16:30:00,"	26","	9792"
12/4/01,16:30:00,"	28","	17834"
12/4/01,16:45:00,"	24","	1749"
12/4/01,16:45:00,"	26","	9807"
12/4/01,16:45:00,"	28","	17860"
12/4/01,17:00:00,"	24","	1785"
12/4/01,17:00:00,"	26","	9821"
12/4/01,17:00:00,"	28","	17963"
12/4/01,17:15:00,"	24","	1817"
12/4/01,17:15:00,"	26","	10017"
12/4/01,17:15:00,"	28","	18400"
12/4/01,17:30:00,"	24","	1857"
12/4/01,17:30:00,"	26","	10050"
12/4/01,17:30:00,"	28","	18642"
12/4/01,17:45:00,"	24","	1924"
12/4/01,17:45:00,"	26","	10059"
12/4/01,17:45:00,"	28","	18934"
12/4/01,18:00:00,"	24","	1990"
12/4/01,18:00:00,"	26","	10052"
12/4/01,18:00:00,"	28","	19225"
12/4/01,18:15:00,"	24","	2114"
12/4/01,18:15:00,"	26","	10214"
12/4/01,18:15:00,"	28","	19888"
12/4/01,18:30:00,"	24","	2174"
12/4/01,18:30:00,"	26","	10217"
12/4/01,18:30:00,"	28","	20076"
12/4/01,18:45:00,"	24","	2178"
12/4/01,18:45:00,"	26","	10211"
12/4/01,18:45:00,"	28","	20127"
12/4/01,19:00:00,"	24","	2158"
12/4/01,19:00:00,"	26","	10190"
12/4/01,19:00:00,"	28","	20100"
12/4/01,19:15:00,"	24","	2102"
12/4/01,19:15:00,"	26","	10194"
12/4/01,19:15:00,"	28","	19952"
12/4/01,19:30:00,"	24","	2076"
12/4/01,19:30:00,"	26","	10168"
12/4/01,19:30:00,"	28","	19840"
12/4/01,19:45:00,"	24","	2037"
12/4/01,19:45:00,"	26","	10137"
12/4/01,19:45:00,"	28","	19714"
12/4/01,20:00:00,"	24","	1993"
12/4/01,20:00:00,"	26","	10101"
12/4/01,20:00:00,"	28","	19585"
12/4/01,20:15:00,"	24","	1934"
12/4/01,20:15:00,"	26","	10077"
12/4/01,20:15:00,"	28","	19118"
12/4/01,20:30:00,"	24","	1891"
12/4/01,20:30:00,"	26","	10049"
12/4/01,20:30:00,"	28","	19009"
12/4/01,20:45:00,"	24","	1840"
12/4/01,20:45:00,"	26","	10008"
12/4/01,20:45:00,"	28","	18891"
12/4/01,21:00:00,"	24","	1797"
12/4/01,21:00:00,"	26","	9948"
12/4/01,21:00:00,"	28","	18754"
12/4/01,21:15:00,"	24","	1722"
12/4/01,21:15:00,"	26","	9877"
12/4/01,21:15:00,"	28","	18451"
12/4/01,21:30:00,"	24","	1659"
12/4/01,21:30:00,"	26","	9812"
12/4/01,21:30:00,"	28","	18286"
12/4/01,21:45:00,"	24","	1672"
12/4/01,21:45:00,"	26","	9694"
12/4/01,21:45:00,"	28","	18088"
12/4/01,22:00:00,"	24","	1726"
12/4/01,22:00:00,"	26","	9525"
12/4/01,22:00:00,"	28","	17919"
12/4/01,22:15:00,"	24","	1817"
12/4/01,22:15:00,"	26","	8024"
12/4/01,22:15:00,"	28","	18084"
12/4/01,22:30:00,"	24","	1869"
12/4/01,22:30:00,"	26","	7895"
12/4/01,22:30:00,"	28","	17827"
12/4/01,22:45:00,"	24","	1835"
12/4/01,22:45:00,"	26","	7783"
12/4/01,22:45:00,"	28","	17490"
12/4/01,23:00:00,"	24","	1760"
12/4/01,23:00:00,"	26","	7683"
12/4/01,23:00:00,"	28","	17062"
12/4/01,23:15:00,"	24","	1390"
12/4/01,23:15:00,"	26","	7952"
12/4/01,23:15:00,"	28","	16104"
12/4/01,23:30:00,"	24","	1259"
12/4/01,23:30:00,"	26","	7886"
12/4/01,23:30:00,"	28","	15758"
12/4/01,23:45:00,"	24","	1172"
12/4/01,23:45:00,"	26","	7740"
12/4/01,23:45:00,"	28","	15529"
12/5/01,0:00:00,"	24","	1130"
12/5/01,0:00:00,"	26","	7510"
12/5/01,0:00:00,"	28","	15401"
12/5/01,0:15:00,"	24","	794"
12/5/01,0:15:00,"	26","	7148"
12/5/01,0:15:00,"	28","	15513"
12/5/01,0:30:00,"	24","	790"
12/5/01,0:30:00,"	26","	7006"
12/5/01,0:30:00,"	28","	15488"
12/5/01,0:45:00,"	24","	784"
12/5/01,0:45:00,"	26","	6887"
12/5/01,0:45:00,"	28","	15453"
12/5/01,1:00:00,"	24","	778"
12/5/01,1:00:00,"	26","	6787"
12/5/01,1:00:00,"	28","	15387"
12/5/01,1:15:00,"	24","	759"
12/5/01,1:15:00,"	26","	6704"
12/5/01,1:15:00,"	28","	14874"
12/5/01,1:30:00,"	24","	752"
12/5/01,1:30:00,"	26","	6624"
12/5/01,1:30:00,"	28","	14799"
12/5/01,1:45:00,"	24","	751"
12/5/01,1:45:00,"	26","	6577"
12/5/01,1:45:00,"	28","	14727"
12/5/01,2:00:00,"	24","	751"
12/5/01,2:00:00,"	26","	6562"
12/5/01,2:00:00,"	28","	14657"
12/5/01,2:15:00,"	24","	758"
12/5/01,2:15:00,"	26","	6515"
12/5/01,2:15:00,"	28","	14278"
12/5/01,2:30:00,"	24","	757"
12/5/01,2:30:00,"	26","	6476"
12/5/01,2:30:00,"	28","	14218"
12/5/01,2:45:00,"	24","	757"
12/5/01,2:45:00,"	26","	6442"
12/5/01,2:45:00,"	28","	14184"
12/5/01,3:00:00,"	24","	757"
12/5/01,3:00:00,"	26","	6420"
12/5/01,3:00:00,"	28","	14169"
12/5/01,3:15:00,"	24","	688"
12/5/01,3:15:00,"	26","	6363"
12/5/01,3:15:00,"	28","	14183"
12/5/01,3:30:00,"	24","	688"
12/5/01,3:30:00,"	26","	6349"
12/5/01,3:30:00,"	28","	14198"
12/5/01,3:45:00,"	24","	793"
12/5/01,3:45:00,"	26","	6371"
12/5/01,3:45:00,"	28","	14136"
12/5/01,4:00:00,"	24","	898"
12/5/01,4:00:00,"	26","	6426"
12/5/01,4:00:00,"	28","	14092"
12/5/01,4:15:00,"	24","	1115"
12/5/01,4:15:00,"	26","	6448"
12/5/01,4:15:00,"	28","	13963"
12/5/01,4:30:00,"	24","	1221"
12/5/01,4:30:00,"	26","	6484"
12/5/01,4:30:00,"	28","	13937"
12/5/01,4:45:00,"	24","	1227"
12/5/01,4:45:00,"	26","	6528"
12/5/01,4:45:00,"	28","	14070"
12/5/01,5:00:00,"	24","	1233"
12/5/01,5:00:00,"	26","	6585"
12/5/01,5:00:00,"	28","	14238"
12/5/01,5:15:00,"	24","	1218"
12/5/01,5:15:00,"	26","	6650"
12/5/01,5:15:00,"	28","	14810"
12/5/01,5:30:00,"	24","	1226"
12/5/01,5:30:00,"	26","	6712"
12/5/01,5:30:00,"	28","	15036"
12/5/01,5:45:00,"	24","	1234"
12/5/01,5:45:00,"	26","	6779"
12/5/01,5:45:00,"	28","	15323"
12/5/01,6:00:00,"	24","	1235"
12/5/01,6:00:00,"	26","	6847"
12/5/01,6:00:00,"	28","	15619"
12/5/01,6:15:00,"	24","	1300"
12/5/01,6:15:00,"	26","	8389"
12/5/01,6:15:00,"	28","	16001"
12/5/01,6:30:00,"	24","	1313"
12/5/01,6:30:00,"	26","	8434"
12/5/01,6:30:00,"	28","	16302"
12/5/01,6:45:00,"	24","	1372"
12/5/01,6:45:00,"	26","	8491"
12/5/01,6:45:00,"	28","	16541"
12/5/01,7:00:00,"	24","	1465"
12/5/01,7:00:00,"	26","	8554"
12/5/01,7:00:00,"	28","	16775"
12/5/01,7:15:00,"	24","	1686"
12/5/01,7:15:00,"	26","	8633"
12/5/01,7:15:00,"	28","	17472"
12/5/01,7:30:00,"	24","	1781"
12/5/01,7:30:00,"	26","	8694"
12/5/01,7:30:00,"	28","	17665"
12/5/01,7:45:00,"	24","	1811"
12/5/01,7:45:00,"	26","	8761"
12/5/01,7:45:00,"	28","	17770"
12/5/01,8:00:00,"	24","	1808"
12/5/01,8:00:00,"	26","	8839"
12/5/01,8:00:00,"	28","	17836"
12/5/01,8:15:00,"	24","	1708"
12/5/01,8:15:00,"	26","	8456"
12/5/01,8:15:00,"	28","	18604"
12/5/01,8:30:00,"	24","	1694"
12/5/01,8:30:00,"	26","	8400"
12/5/01,8:30:00,"	28","	18764"
12/5/01,8:45:00,"	24","	1700"
12/5/01,8:45:00,"	26","	8376"
12/5/01,8:45:00,"	28","	18883"
12/5/01,9:00:00,"	24","	1709"
12/5/01,9:00:00,"	26","	8384"
12/5/01,9:00:00,"	28","	18963"
12/5/01,9:15:00,"	24","	1750"
12/5/01,9:15:00,"	26","	8558"
12/5/01,9:15:00,"	28","	18948"
12/5/01,9:30:00,"	24","	1761"
12/5/01,9:30:00,"	26","	8577"
12/5/01,9:30:00,"	28","	19007"
12/5/01,9:45:00,"	24","	1761"
12/5/01,9:45:00,"	26","	8608"
12/5/01,9:45:00,"	28","	19082"
12/5/01,10:00:00,"	24","	1759"
12/5/01,10:00:00,"	26","	8648"
12/5/01,10:00:00,"	28","	19166"
12/5/01,10:15:00,"	24","	1771"
12/5/01,10:15:00,"	26","	8869"
12/5/01,10:15:00,"	28","	19201"
12/5/01,10:30:00,"	24","	1768"
12/5/01,10:30:00,"	26","	8979"
12/5/01,10:30:00,"	28","	19331"
12/5/01,10:45:00,"	24","	1772"
12/5/01,10:45:00,"	26","	9031"
12/5/01,10:45:00,"	28","	19435"
12/5/01,11:00:00,"	24","	1776"
12/5/01,11:00:00,"	26","	9078"
12/5/01,11:00:00,"	28","	19527"
12/5/01,11:15:00,"	24","	1780"
12/5/01,11:15:00,"	26","	9174"
12/5/01,11:15:00,"	28","	19627"
12/5/01,11:30:00,"	24","	1783"
12/5/01,11:30:00,"	26","	9218"
12/5/01,11:30:00,"	28","	19716"
12/5/01,11:45:00,"	24","	1783"
12/5/01,11:45:00,"	26","	9260"
12/5/01,11:45:00,"	28","	19786"
12/5/01,12:00:00,"	24","	1782"
12/5/01,12:00:00,"	26","	9299"
12/5/01,12:00:00,"	28","	19839"
12/5/01,12:15:00,"	24","	1785"
12/5/01,12:15:00,"	26","	9424"
12/5/01,12:15:00,"	28","	19850"
12/5/01,12:30:00,"	24","	1784"
12/5/01,12:30:00,"	26","	9504"
12/5/01,12:30:00,"	28","	19868"
12/5/01,12:45:00,"	24","	1788"
12/5/01,12:45:00,"	26","	9563"
12/5/01,12:45:00,"	28","	19891"
12/5/01,13:00:00,"	24","	1791"
12/5/01,13:00:00,"	26","	9609"
12/5/01,13:00:00,"	28","	19919"
12/5/01,13:15:00,"	24","	1799"
12/5/01,13:15:00,"	26","	9615"
12/5/01,13:15:00,"	28","	19906"
12/5/01,13:30:00,"	24","	1803"
12/5/01,13:30:00,"	26","	9648"
12/5/01,13:30:00,"	28","	19898"
12/5/01,13:45:00,"	24","	1806"
12/5/01,13:45:00,"	26","	9676"
12/5/01,13:45:00,"	28","	19895"
12/5/01,14:00:00,"	24","	1809"
12/5/01,14:00:00,"	26","	9701"
12/5/01,14:00:00,"	28","	19892"
12/5/01,14:15:00,"	24","	1838"
12/5/01,14:15:00,"	26","	9645"
12/5/01,14:15:00,"	28","	19912"
12/5/01,14:30:00,"	24","	1844"
12/5/01,14:30:00,"	26","	9596"
12/5/01,14:30:00,"	28","	19922"
12/5/01,14:45:00,"	24","	1844"
12/5/01,14:45:00,"	26","	9570"
12/5/01,14:45:00,"	28","	19921"
12/5/01,15:00:00,"	24","	1842"
12/5/01,15:00:00,"	26","	9565"
12/5/01,15:00:00,"	28","	19917"
12/5/01,15:15:00,"	24","	1801"
12/5/01,15:15:00,"	26","	9664"
12/5/01,15:15:00,"	28","	19933"
12/5/01,15:30:00,"	24","	1804"
12/5/01,15:30:00,"	26","	9680"
12/5/01,15:30:00,"	28","	19917"
12/5/01,15:45:00,"	24","	1827"
12/5/01,15:45:00,"	26","	9672"
12/5/01,15:45:00,"	28","	19892"
12/5/01,16:00:00,"	24","	1870"
12/5/01,16:00:00,"	26","	9642"
12/5/01,16:00:00,"	28","	19865"
12/5/01,16:15:00,"	24","	2267"
12/5/01,16:15:00,"	26","	9055"
12/5/01,16:15:00,"	28","	19965"
12/5/01,16:30:00,"	24","	2291"
12/5/01,16:30:00,"	26","	9051"
12/5/01,16:30:00,"	28","	19951"
12/5/01,16:45:00,"	24","	2321"
12/5/01,16:45:00,"	26","	9071"
12/5/01,16:45:00,"	28","	19923"
12/5/01,17:00:00,"	24","	2336"
12/5/01,17:00:00,"	26","	9122"
12/5/01,17:00:00,"	28","	19906"
12/5/01,17:15:00,"	24","	2298"
12/5/01,17:15:00,"	26","	9274"
12/5/01,17:15:00,"	28","	20228"
12/5/01,17:30:00,"	24","	2309"
12/5/01,17:30:00,"	26","	9331"
12/5/01,17:30:00,"	28","	20342"
12/5/01,17:45:00,"	24","	2348"
12/5/01,17:45:00,"	26","	9381"
12/5/01,17:45:00,"	28","	20502"
12/5/01,18:00:00,"	24","	2390"
12/5/01,18:00:00,"	26","	9424"
12/5/01,18:00:00,"	28","	20665"
12/5/01,18:15:00,"	24","	2468"
12/5/01,18:15:00,"	26","	9556"
12/5/01,18:15:00,"	28","	21158"
12/5/01,18:30:00,"	24","	2506"
12/5/01,18:30:00,"	26","	9562"
12/5/01,18:30:00,"	28","	21266"
12/5/01,18:45:00,"	24","	2501"
12/5/01,18:45:00,"	26","	9542"
12/5/01,18:45:00,"	28","	21278"
12/5/01,19:00:00,"	24","	2492"
12/5/01,19:00:00,"	26","	9493"
12/5/01,19:00:00,"	28","	21237"
12/5/01,19:15:00,"	24","	2485"
