Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP ,RRS,NSPIN
01/01/2016,01:00,N,3.5,1.85,2.25,0.85
01/01/2016,02:00,N,3.11,1,2,0.85
01/01/2016,03:00,N,3.01,1,1.75,0.85
01/01/2016,04:00,N,3.01,1,1.75,0.85
01/01/2016,05:00,N,3.98,1.75,1.75,0.85
01/01/2016,06:00,N,8.61,2.25,2.25,0.85
01/01/2016,07:00,N,5.93,3.25,3.25,1.9
01/01/2016,08:00,N,3.5,3.01,3.01,3.61
01/01/2016,09:00,N,3.11,2.91,2.91,2
01/01/2016,10:00,N,3.01,3.1,3.11,2.35
01/01/2016,11:00,N,3.46,4.02,4.02,4.82
01/01/2016,12:00,N,3.5,3.78,4.02,5
01/01/2016,13:00,N,3.11,3.45,3.71,5
01/01/2016,14:00,N,3.46,3.21,3.45,5
01/01/2016,15:00,N,2.61,2.23,2.9,0.97
01/01/2016,16:00,N,1,1.75,3.01,0.97
01/01/2016,17:00,N,1,2,3.46,0.97
01/01/2016,18:00,N,3.5,8.44,8.44,4.25
01/01/2016,19:00,N,5,9.43,9.43,2.61
01/01/2016,20:00,N,1,3,6.38,0.85
01/01/2016,21:00,N,2.59,3,5.69,0.97
01/01/2016,22:00,N,4,3,4.5,0.97
01/01/2016,23:00,N,4.07,3,3.68,0.85
01/01/2016,24:00,N,3.5,2.11,3.15,0.85
01/02/2016,01:00,N,3.11,2.11,2.42,0.85
01/02/2016,02:00,N,1.57,1.11,1.77,0.85
01/02/2016,03:00,N,1,1,1.75,0.85
01/02/2016,04:00,N,1,1,1.75,0.85
01/02/2016,05:00,N,3.46,1.75,1.75,0.85
01/02/2016,06:00,N,5.24,2.5,2.5,0.85
01/02/2016,07:00,N,5,3.97,3.96,2.19
01/02/2016,08:00,N,2.61,4.77,4.77,2.88
01/02/2016,09:00,N,1,3.5,5.5,2.5
01/02/2016,10:00,N,1,4.16,5.01,2.66
01/02/2016,11:00,N,3.11,5.74,5.74,5.14
01/02/2016,12:00,N,2.61,5,5,5
01/02/2016,13:00,N,1.29,3.11,3.92,4.82
01/02/2016,14:00,N,3.11,2.82,3.06,4.82
01/02/2016,15:00,N,2.61,1.7,2.11,0.97
01/02/2016,16:00,N,1,1.11,1.78,0.97
01/02/2016,17:00,N,0.61,2,2.8,0.97
01/02/2016,18:00,N,3.5,7,7,3.74
01/02/2016,19:00,N,5,5.14,6.61,2.22
01/02/2016,20:00,N,1,3,4.88,0.85
01/02/2016,21:00,N,1,3,3.87,0.85
01/02/2016,22:00,N,3.46,3,3.11,0.85
01/02/2016,23:00,N,3.5,2.32,3.25,0.85
01/02/2016,24:00,N,3.5,1.75,2.25,0.85
01/03/2016,01:00,N,3.11,1.11,1.61,0.85
01/03/2016,02:00,N,2.61,1,1.61,0.85
01/03/2016,03:00,N,1,0.11,1.61,0.85
01/03/2016,04:00,N,1,1,1.61,0.85
01/03/2016,05:00,N,3.46,1.5,1.61,0.85
01/03/2016,06:00,N,4,2.11,2.11,0.85
01/03/2016,07:00,N,5,3.26,3.26,2.5
01/03/2016,08:00,N,3.46,3.44,3.44,2.95
01/03/2016,09:00,N,3.11,3,3.29,2
01/03/2016,10:00,N,2.08,3.34,3.39,2.59
01/03/2016,11:00,N,3.11,3.25,3.25,4.82
01/03/2016,12:00,N,3.01,2.07,2.15,4.66
01/03/2016,13:00,N,2.67,1,1.61,4.36
01/03/2016,14:00,N,3.11,1,1.61,4.62
01/03/2016,15:00,N,3.01,1,1.75,0.97
01/03/2016,16:00,N,1.9,1,2,0.97
01/03/2016,17:00,N,0.9,1.11,2,0.97
01/03/2016,18:00,N,2.61,5.09,5.09,1.9
01/03/2016,19:00,N,5,4,5.01,1.9
01/03/2016,20:00,N,1,3,4.01,0.85
01/03/2016,21:00,N,1,3,3.38,0.85
01/03/2016,22:00,N,3.46,2.82,3.01,0.85
01/03/2016,23:00,N,3.5,2,2.25,0.85
01/03/2016,24:00,N,3.5,1.55,2.11,0.85
01/04/2016,01:00,N,3.16,1.11,1.11,0.85
01/04/2016,02:00,N,1.35,1,1,0.85
01/04/2016,03:00,N,1,1,1.3,0.85
01/04/2016,04:00,N,1,1.43,1.61,0.85
01/04/2016,05:00,N,3.11,2.25,2.25,0.85
01/04/2016,06:00,N,3.5,4.96,4.96,0.85
01/04/2016,07:00,N,3.5,37.02,37.02,2.5
01/04/2016,08:00,N,1.21,16.08,16.09,10
01/04/2016,09:00,N,1,6,6.39,5
01/04/2016,10:00,N,1,4.95,5,4.2
01/04/2016,11:00,N,3.11,5.01,5.01,7.5
01/04/2016,12:00,N,2.61,3.43,3.63,7.5
01/04/2016,13:00,N,2.68,2.17,2.5,7.5
01/04/2016,14:00,N,3.46,1.5,1.75,7.5
01/04/2016,15:00,N,3.11,1,2,0.97
01/04/2016,16:00,N,1.92,0.68,2,0.97
01/04/2016,17:00,N,0.61,1.26,2.2,0.97
01/04/2016,18:00,N,3.11,6.85,6.85,1.9
01/04/2016,19:00,N,5,8.52,10.52,1.9
01/04/2016,20:00,N,1,3,5,0.97
01/04/2016,21:00,N,1.04,3,5,0.97
01/04/2016,22:00,N,3.06,3,4.7,0.97
01/04/2016,23:00,N,3.5,2.61,3.11,0.85
01/04/2016,24:00,N,3.5,1.85,2.13,0.85
01/05/2016,01:00,N,3.5,1,2,0.77
