Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP ,RRS,NSPIN
01/01/2018,01:00,N,1,2.51,3,1.01
01/01/2018,02:00,N,0.98,1.01,2.1,1.01
01/01/2018,03:00,N,1,2.1,2.81,1
01/01/2018,04:00,N,1,2.51,3,1
01/01/2018,05:00,N,1,3.11,3.31,1
01/01/2018,06:00,N,1.82,6.51,6.51,0.99
01/01/2018,07:00,N,2.61,15.01,12.93,4.02
01/01/2018,08:00,N,2.11,4.6,14.74,3.08
01/01/2018,09:00,N,1.44,8.11,30.68,4.55
01/01/2018,10:00,N,1.53,9.66,35.3,2.5
01/01/2018,11:00,N,2.11,6.68,27.48,1.49
01/01/2018,12:00,N,2.11,2.31,12.12,1.46
01/01/2018,13:00,N,2.32,3,9.78,1.44
01/01/2018,14:00,N,1.7,2.31,7.25,1.49
01/01/2018,15:00,N,3.5,2.11,6.76,1.52
01/01/2018,16:00,N,3.01,2.11,5.56,1.77
01/01/2018,17:00,N,2.9,3,8.16,1
01/01/2018,18:00,N,3.5,15,27.17,1.45
01/01/2018,19:00,N,2.31,15.01,39.7,1.53
01/01/2018,20:00,N,2.11,2.31,35,1.45
01/01/2018,21:00,N,3.13,6.01,27.67,1.46
01/01/2018,22:00,N,1.34,3,17.57,1.49
01/01/2018,23:00,N,2.11,3,13.6,1.01
01/01/2018,24:00,N,1.36,2.51,8.72,1.01
01/02/2018,01:00,N,2,5.91,9.21,1.26
01/02/2018,02:00,N,1,4,5.37,1.12
01/02/2018,03:00,N,0.01,4,6.24,1.51
01/02/2018,04:00,N,1,5,8.64,1.5
01/02/2018,05:00,N,1.76,15.16,21.6,1.5
01/02/2018,06:00,N,3.5,27.32,27.32,1
01/02/2018,07:00,N,4,151.15,145,141.55
01/02/2018,08:00,N,3.5,140,161.21,156.86
01/02/2018,09:00,N,2.11,93.55,95,93.55
01/02/2018,10:00,N,2.9,75,76.45,75
01/02/2018,11:00,N,3.01,20.59,41.22,19.99
