Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP ,RRS,NSPIN
01/01/2022,01:00,N,6,5.65,5.65,1
01/01/2022,02:00,N,5,4.25,3.85,1.05
01/01/2022,03:00,N,5,4.25,2.65,1.1
01/01/2022,04:00,N,6.65,5.15,2.65,1
01/01/2022,05:00,N,8,7.6,3.75,1
01/01/2022,06:00,N,10,20.2,7.5,1
01/01/2022,07:00,N,11,65.5,7.5,2.2
01/01/2022,08:00,N,11,11.7,7.5,2.42
01/01/2022,09:00,N,43,10.15,7.5,2.28
01/01/2022,10:00,N,43,11.7,7.5,2.28
01/01/2022,11:00,N,27.69,10.15,7.5,2
01/01/2022,12:00,N,12,11,7.5,2.1
01/01/2022,13:00,N,12.11,8,7.5,2.1
01/01/2022,14:00,N,12,7.9,7.5,2.2
01/01/2022,15:00,N,12,8.1,7.5,2.95
01/01/2022,16:00,N,10.35,10.35,7.5,3
01/01/2022,17:00,N,10.65,11.15,9.15,4.02
01/01/2022,18:00,N,15,30.35,20.15,4.45
01/01/2022,19:00,N,9.15,10.15,10.15,2.7
01/01/2022,20:00,N,7.93,4,6.63,3
01/01/2022,21:00,N,6.45,4.25,3.95,2.7
01/01/2022,22:00,N,6,3.95,3.75,2.28
01/01/2022,23:00,N,5.56,3,2.65,1.58
01/01/2022,24:00,N,5,3.02,2.65,1.35
01/02/2022,01:00,N,3.5,3.21,3.12,1.05
01/02/2022,02:00,N,3.5,3.14,3,1
01/02/2022,03:00,N,3.01,2.87,2.47,1
01/02/2022,04:00,N,2.25,2.71,2.15,1
01/02/2022,05:00,N,1.5,3.5,2.82,1
01/02/2022,06:00,N,5,5.5,5,1
01/02/2022,07:00,N,4.02,11.61,8.86,2.1
01/02/2022,08:00,N,2.74,12.89,12.5,2.35
01/02/2022,09:00,N,8,12.5,12.5,2.95
01/02/2022,10:00,N,8,11.59,11.49,2.42
01/02/2022,11:00,N,8,11.35,11.35,2
01/02/2022,12:00,N,5,9.82,9.72,2
01/02/2022,13:00,N,4.91,6.41,6.31,2.8
01/02/2022,14:00,N,3.5,4.6,4.5,2.8
01/02/2022,15:00,N,4.39,4.89,4.5,4.42
01/02/2022,16:00,N,3.5,7.98,4.5,5.33
01/02/2022,17:00,N,1.93,10.97,7.97,9.97
01/02/2022,18:00,N,5.37,62.95,55.42,59.73
01/02/2022,19:00,N,5.06,60.15,60.15,61.79
01/02/2022,20:00,N,4.19,31.2,35.2,39.99
01/02/2022,21:00,N,3.63,28.15,28.58,33.37
01/02/2022,22:00,N,5,15.27,16.47,18.3
01/02/2022,23:00,N,4.04,5.04,5.04,4.99
01/02/2022,24:00,N,4.19,5.19,5.19,3.14
01/03/2022,01:00,N,1.36,3.15,3.18,1.85
01/03/2022,02:00,N,0.01,3.15,3.11,1.55
01/03/2022,03:00,N,0.01,3.15,2.79,1.7
01/03/2022,04:00,N,0.01,3.11,2.2,1.7
01/03/2022,05:00,N,0.01,4.22,3.72,1.7
01/03/2022,06:00,N,3.5,10.39,10,9.19
01/03/2022,07:00,N,6.93,83.5,67.44,86.15
01/03/2022,08:00,N,3.69,78.32,74.15,91.39
01/03/2022,09:00,N,5,22.07,21.67,26.82
01/03/2022,10:00,N,7.11,11,10,11.21
01/03/2022,11:00,N,5,6.01,5.01,5
01/03/2022,12:00,N,5,5.71,4.31,2.8
01/03/2022,13:00,N,6.36,4.86,4.5,2
01/03/2022,14:00,N,5,4.15,4.21,2
01/03/2022,15:00,N,5,4.81,4.15,2.5
01/03/2022,16:00,N,5.21,5.74,4.21,2.5
01/03/2022,17:00,N,5,7.51,5.95,3.95
