Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP ,RRS,NSPIN
01/01/2017,01:00,N,5,5,8,0.01
01/01/2017,02:00,N,3.76,3.34,8,0.01
01/01/2017,03:00,N,3.5,3.05,8,0.47
01/01/2017,04:00,N,3.5,3.2,8,0.47
01/01/2017,05:00,N,5,8,8,0.47
01/01/2017,06:00,N,9.11,22,8,0.5
01/01/2017,07:00,N,35,40.4,15,1
01/01/2017,08:00,N,3.52,5,11.55,1
01/01/2017,09:00,N,3.98,4,9,1
01/01/2017,10:00,N,3.46,4,8,1
01/01/2017,11:00,N,11.03,5,8,0.9
01/01/2017,12:00,N,24,3.1,8,0.9
01/01/2017,13:00,N,3.5,3.1,8,0.9
01/01/2017,14:00,N,3.5,3.1,8,0.9
01/01/2017,15:00,N,3.5,3.1,8,0.5
01/01/2017,16:00,N,1,2.9,8,0.5
01/01/2017,17:00,N,0.51,3,8,0.5
01/01/2017,18:00,N,3,20,21.65,0.5
01/01/2017,19:00,N,3.5,12.36,18,0.5
01/01/2017,20:00,N,3.44,3.1,8.8,0.5
01/01/2017,21:00,N,4.21,3.1,16,0.5
01/01/2017,22:00,N,6.81,3.2,12,0.5
01/01/2017,23:00,N,15,4.74,15,0.01
01/01/2017,24:00,N,14.03,3,13,0.01
01/02/2017,01:00,N,5.66,5,12,0.01
01/02/2017,02:00,N,5,3.11,15.01,0.01
01/02/2017,03:00,N,5,3.11,12,0.45
01/02/2017,04:00,N,5,5,12,0.45
01/02/2017,05:00,N,8.1,12,12,0.45
01/02/2017,06:00,N,10,200,19,0.45
01/02/2017,07:00,N,42.45,43.58,15,0.97
01/02/2017,08:00,N,7.47,5,12,0.97
01/02/2017,09:00,N,6.15,5,9,0.97
01/02/2017,10:00,N,3.5,5,12,1.05
01/02/2017,11:00,N,35,4,14,0.97
01/02/2017,12:00,N,32.41,3.3,13,0.97
01/02/2017,13:00,N,3.5,3.3,11.62,0.97
01/02/2017,14:00,N,3.5,3.3,9,0.97
01/02/2017,15:00,N,3.5,3.3,9,0.5
01/02/2017,16:00,N,0.68,3.1,9,0.5
01/02/2017,17:00,N,0.51,3.66,9,0.5
01/02/2017,18:00,N,3.11,29.36,31.36,0.5
01/02/2017,19:00,N,3.5,9.05,20,0.5
01/02/2017,20:00,N,3.45,3.69,20,0.5
01/02/2017,21:00,N,4.32,9.05,21,0.5
01/02/2017,22:00,N,6.94,7.1,41,0.5
01/02/2017,23:00,N,14.93,12,40,0.01
01/02/2017,24:00,N,12.83,4.83,13,0.01
01/03/2017,01:00,N,8.86,5,8,0.01
01/03/2017,02:00,N,5,3.11,8,0.01
01/03/2017,03:00,N,5,3.2,8,0.45
01/03/2017,04:00,N,5,5,8,0.45
01/03/2017,05:00,N,6.64,9,8,0.45
01/03/2017,06:00,N,13.5,35.43,12,0.5
01/03/2017,07:00,N,20,40.06,16,1
01/03/2017,08:00,N,3.5,5,11,1
01/03/2017,09:00,N,3.01,8,9,0.97
01/03/2017,10:00,N,2,8.12,9,0.99
01/03/2017,11:00,N,3.5,5,9,0.82
01/03/2017,12:00,N,3.5,3.3,11.91,0.82
01/03/2017,13:00,N,3.09,3.3,12.81,0.82
01/03/2017,14:00,N,2,3.3,8,0.82
01/03/2017,15:00,N,2,3.3,8,0.5
01/03/2017,16:00,N,0.59,3.11,5.11,0.5
01/03/2017,17:00,N,0.4,3.2,5.2,0.5
01/03/2017,18:00,N,2,19.46,21,0.5
