Var1
-94.9256
-94.9256
-95.2194
-95.2194
-95.2194
-95.2194
-95.2194
-95.2194
-95.5306
-95.5306
-95.5306
-95.5306
-95.5306
-95.5306
-95.5306
-95.5306
-95.5306
-95.5306
-95.5306
-95.5306
-95.5306
-95.5306
-95.5306
-95.5306
-95.6311
-95.6311
-95.6311
-95.6311
-95.6311
-95.6311
-96.0481
-96.0481
-95.0406
-95.0406
-95.0458
-95.0458
-95.0458
-95.0458
-95.2103
-95.0096
-95.0096
-95.0839
-95.0839
-95.0839
-95.0839
-95.8997
-95.1289
-95.1289
-95.1289
-95.1289
-95.1077
-95.1077
-95.1077
-95.1077
-95.1077
-95.1077
-95.1077
-94.9438
-94.9438
-94.9438
-94.9438
-95.4075
-95.4075
-95.4075
-95.4075
-95.4075
-95.4075
-94.922
-94.922
-95.342
-95.342
-95.342
-95.342
-95.745
-95.745
-95.745
-95.745
-95.1765
-95.1765
-95.1765
-95.1765
-95.1765
-95.1217
-95.1217
-95.1217
-95.1217
-95.1217
-95.2319
-95.2319
-95.2319
-95.2319
-95.394
-94.9019
-94.9019
-94.9019
-95.6244
-95.6244
-95.6244
-95.0718
-95.0718
-95.0718
-95.0718
-95.1345
-95.1345
-95.1345
-95.1345
-95.1345
-95.1345
-94.9328
-94.9328
-94.9328
-94.9328
-94.9328
-95.3954
-95.3954
-96.0683
-96.0683
-96.0683
-96.0683
-96.0683
-96.0683
-94.9231
-94.9231
-94.9231
-95.3983
-95.6342
-95.3069
-96.0654
-96.0654
-96.0654
-94.9848
-94.9848
-94.9848
-94.9848
-94.9848
-94.9848
-95.1113
-95.1113
-95.4515
-98.5761
-98.5761
-98.5761
-98.3242
-98.3242
-98.3825
-98.3825
-98.3825
-98.3825
-98.3825
-98.3825
-98.3825
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-99.0919
-98.3228
-98.4775
-98.3203
-98.3203
-98.384
-98.384
-98.384
-98.4003
-100.2092
-98.4183
-98.4183
-98.4447
-100.3839
-99.7161
-98.6177
-96.9358
-96.9358
-96.9358
-96.675
-96.4916
-96.4916
-96.4916
-96.4916
-96.4916
-96.4916
-96.4916
-96.4916
-97.6128
-97.6128
-97.6128
-97.6128
-97.6128
-97.6128
-97.7844
-97.7844
-98.3384
-98.3384
-98.2576
-98.2576
-97.9073
-97.9073
-97.9073
-97.2708
-97.2708
-98.3705
-98.3705
-98.3705
-97.6129
-97.6129
-97.6129
-97.6129
-97.6129
-97.6129
-97.6129
-97.6129
-97.7356
-97.7356
-97.7356
-97.7356
-97.2714
-97.2714
-97.2714
-97.55
-97.55
-97.55
-96.9875
-96.9875
-96.9875
-96.9875
-97.5088
-98.6117
-98.6117
-97.2192
-97.2192
-98.3103
-98.3103
-98.3103
-98.3103
-97.7855
-97.7855
-97.7006
-97.7006
-97.7006
-97.7006
-98.5894
-98.5894
-98.5894
-98.5894
-97.4078
-97.4078
-97.7317
-97.7317
-97.7317
-97.9574
-97.9574
-97.9574
-97.9574
-97.9574
-97.9574
-97.9103
-97.9103
-97.9103
-98.4761
-98.3377
-98.7119
-98.5819
-98.3651
-97.4284
-99.3647
-98.1611
-98.3608
-98.5
-99.4112
-97.7346
-97.7346
-99.1187
-97.372
-98.3774
-97.2097
-97.2097
-97.2097
-97.2097
-97.2097
-97.2097
-97.2097
-97.2097
-97.2097
-97.2097
-97.2097
-97.2097
-99.1921
-99.2647
-97.35
-97.4192
-97.4192
-97.4192
-97.01
-97.01
-97.135
-97.135
-97.135
-97.135
-97.3117
-97.3117
-97.3117
-97.2142
-97.8228
-96.5417
-96.5417
-96.5417
-96.5417
-96.5417
-96.5417
-96.5417
-96.5417
-96.5417
-96.5417
-96.956
-97.5281
-96.7706
-96.7706
-96.7706
-97.5958
-97.2584
-97.2584
-97.2584
-97.4283
-97.4283
-97.2428
-97.2428
-97.2428
-97.5994
-96.5397
-96.5397
-97.5077
-97.4586
-97.5499
-97.2967
-97.7892
-97.6481
-97.6425
-97.5008
-96.5462
-96.5462
-96.9454
-96.9454
-97.7505
-97.3002
-96.5458
-96.5458
-96.4525
-96.4525
-96.4525
-96.4525
-96.1264
-96.1264
-96.1264
-96.1264
-96.1264
-97.1061
-97.1061
-96.5692
-96.5692
-95.5577
-95.5577
-95.5577
-95.59
-95.59
-95.59
-95.59
-95.59
-95.59
-96.6179
-96.6179
-96.3789
-96.2397
-96.1726
-99.5089
-99.1642
-99.1642
-98.9053
-99.0053
-98.8061
-98.8183
-98.9167
-99
-98.91
-99.0387
-98.7945
-98.7455
-98.835
-101.1478
-100.9952
-100.9674
-101.5786
-101.6478
-101.6478
-101.2531
-101.3108
-101.4342
-101.3728
-100.5386
-101.0997
-101.2511
-102.1744
-102.6828
-102.7211
-102.5778
-101.1866
-101.1436
-101.3236
-102.2533
-99.5329
-101.2372
-101.3815
-102.6652
-101.1876
-100.9344
-102.0524
-100.9751
-99.7403
-101.209
-101.6792
-99.5634
-102.3155
-97.5214
-97.5214
-97.5214
-97.867
-98.19
-98.19
-98.1758
-98.1758
-98.1758
-98.4111
-97.5857
-97.6668
-97.6911
-97.6911
-97.4661
-98.1775
-98.1775
-98.1775
-98.1775
-98.1775
-98.1775
-98.1775
-98.1775
-98.1775
-98.1775
-98.1775
-98.1775
-97.3776
-98.5716
-98.4176
-98.4176
-97.3667
-97.3667
-97.3586
-97.3586
-97.3586
-97.3586
-97.3586
-96.9571
-97.3172
-97.3172
-97.3172
-97.3172
-97.3172
-98.4667
-98.6906
-98.6034
-102.9633
-102.9633
-102.9633
-102.9633
-102.9633
-101.4224
-101.4224
-101.4224
-102.3264
-102.3264
-102.3264
-102.3264
-102.3264
-102.3264
-102.2417
-102.2014
-102.4141
-102.4141
-102.0867
-102.315
-102.315
-102.315
-102.315
-102.315
-102.315
-101.22
-101.3026
-101.8367
-101.4736
-102.3556
-101.3986
-101.4514
-101.2983
-102.8283
-102.5058
-102.5856
-102.2708
-101.7411
-101.4934
-101.582
-103.3067
-102.5513
-102.272
-101.9265
-102.2817
-102.2903
-102.2235
-102.8683
-103.7289
-102.6728
-96.2525
-96.2525
-96.7506
-96.7506
-96.4866
-96.4866
-96.4608
-96.695
-96.695
-95.9178
-95.9178
-95.9178
-95.9178
-96.3433
-96.3433
-96.5378
-96.5378
-96.5378
-96.5378
-96.5378
-101.0601
-101.0601
-100.2357
-100.3703
-100.0616
-100.0217
-100.0571
-100.0571
-100.0571
-100.4219
-100.5303
-100.4833
-99.4928
-99.6564
-100.177
-100.6481
-100.6664
-100.1
-100.1286
-100.7914
-100.7914
-101.0189
-101.0189
-101.0189
-101.0189
-100.2686
-100.7933
-99.4228
-101.1167
-100.6728
-100.6728
-100.5797
-100.5797
-100.6788
-100.7444
-100.7444
-99.5525
-100.7943
-99.54
-99.5514
-99.6243
-101.3188
-100.0281
-100.6231
