day,hour,% difference
15,5,0.019545196
15,5,0.067538698
15,6,0.079976716
15,6,0.062484162
15,7,0.079104599
15,7,0.020452124
15,8,0.105446576
15,8,0.059100111
15,9,0.137375353
15,9,0.050384836
15,10,0.072483476
15,10,0.032667092
15,11,0.070147483
15,11,0.001144712
15,12,0.019730657
15,12,0.081541483
15,13,0.0161541
15,13,0.112199092
15,14,0.066865871
15,14,0.083537455
15,15,0.064719654
15,15,0.039000238
15,16,0.032493071
15,16,0.044926396
15,17,0.058949817
15,17,0.019858536
15,18,0.077991611
15,18,0.024695976
15,19,0.05753429
15,19,0.016400679
15,20,0.09611695
15,20,0.002150795
15,21,0.100785522
15,21,0.05851579
15,22,0.15263686
15,22,0.056869536
15,23,0.14290196
15,23,0.002423589
16,0,0.178886093
16,0,0.068097958
16,1,0.201288563
16,1,0.047701258
16,2,0.227549341
16,2,0.036147113
16,3,0.232762964
16,3,0.027438896
16,4,0.157761446
16,4,0.02344507
16,5,0.199584647
16,5,0.012334561
16,6,0.006059807
16,6,0.091712443
16,7,0.046842753
16,7,0.064589645
16,8,0.043063565
16,8,0.075855385
16,9,0.015242643
16,9,0.109157504
16,10,0.056653613
16,10,0.065501518
16,11,0.102151844
16,11,0.008667546
16,12,0.1700757
16,12,0.050857951
16,13,0.214356556
16,13,0.083519248
16,14,0.259322696
16,14,0.105988121
16,15,0.27673664
16,15,0.120812959
16,16,0.327084266
16,16,0.156093027
16,17,0.345258802
16,17,0.175756876
16,18,0.365523603
16,18,0.184742115
16,19,0.336071764
16,19,0.257930529
16,20,0.340959376
16,20,0.209459062
16,21,0.339052416
16,21,0.202708221
16,22,0.341902035
16,22,0.268922243
16,23,0.345454382
16,23,0.280236017
17,0,0.341651042
17,0,0.222387737
17,1,0.333156842
17,1,0.199537767
17,2,0.336658534
17,2,0.275870139
17,3,0.329323186
17,3,0.289218672
17,4,0.319742839
17,4,0.289692833
17,5,0.326502682
17,5,0.288737039
17,6,0.319171017
17,6,0.083013962
17,7,0.28807764
17,7,0.056567601
17,8,0.238792405
17,8,0.024331333
17,9,0.310102098
17,9,0.050263332
17,10,0.278107191
17,10,0.053759975
17,11,0.243076199
17,11,0.022455315
17,12,0.257528234
17,12,0.001915545
17,13,0.253615117
17,13,0.014123992
17,14,0.252582127
17,14,0.096583208
17,15,0.253963732
17,15,0.10245073
17,16,0.257719313
17,16,0.069391087
17,17,0.197694995
17,17,0.06937079
17,18,0.207510672
17,18,0.055662979
17,19,0.142672374
17,19,0.01891909
17,20,0.119103508
17,20,0.014908026
17,21,0.160997938
17,21,0.011525967
17,22,0.158634975
17,22,0.050275904
17,23,0.225042632
17,23,0.013148021
18,0,0.205430823
18,0,0.009592289
18,1,0.207925878
18,1,0.018395425
18,2,0.208343555
18,2,0.024976499
18,3,0.214815215
18,3,0.058457053
18,4,0.20545235
18,4,0.035746109
18,5,0.223622666
18,5,0.046016785
18,6,0.075850633
18,6,0.115602362
18,7,0.034630757
18,7,0.124545678
18,8,0.089249455
18,8,0.084506349
18,9,0.048287108
18,9,0.095181543
18,10,0.095343277
18,10,0.13433404
18,11,0.032812114
18,11,0.078116879
18,12,0.019354877
18,12,0.029178506
18,13,0.039529565
18,13,0.024484734
18,14,0.050069621
18,14,0.045219877
18,15,0.02457761
18,15,0.004946606
18,16,0.004244994
18,16,0.025643779
18,17,0.134874373
18,17,0.018258594
18,18,0.033516532
18,18,0.033126377
18,19,0.048914867
18,19,0.012385869
18,20,0.026893969
18,20,0.046658155
18,21,0.029580169
18,21,0.006524309
18,22,0.037072005
18,22,0.005640781
18,23,0.007829661
18,23,0.044402277
19,0,0.008120848
19,0,0.047018164
19,1,0.015799182
19,1,0.03644212
19,2,0.007308503
19,2,0.044139359
19,3,0.044898171
19,3,0.16702159
19,4,0.101192782
19,4,0.125055797
19,5,0.086793476
19,5,0.14484115
19,6,0.160186688
19,6,0.110987318
19,7,0.191341734
19,7,0.099368255
19,8,0.259249719
19,8,0.100691734
19,9,0.168122045
19,9,0.083708544
19,10,0.281659996
19,10,0.124745886
19,11,0.097327349
19,11,0.042700017
19,12,0.080762927
19,12,0.011757455
19,13,0.038906753
19,13,0.014304594
19,14,0.041319072
19,14,0.014839845
19,15,0.071768127
19,15,0.031646847
19,16,0.050505263
19,16,0.011727847
19,17,0.026747535
19,17,0.01092638
19,18,0.029308773
19,18,0.014580645
19,19,0.061667538
19,19,0.01860908
19,20,0.076969284
19,20,0.071491919
19,21,0.080914398
19,21,0.054577481
19,22,0.080253037
19,22,0.097435089
19,23,0.074797848
19,23,0.031686923
20,0,0.123954553
20,0,0.072493711
20,1,0.144577832
20,1,0.11748457
20,2,0.160020406
20,2,0.116768958
20,3,0.171228252
20,3,0.143907993
20,4,0.220838738
20,4,0.115402481
20,5,0.253006217
20,5,0.149460827
20,6,0.166553816
20,6,0.041601573
20,7,0.20535827
20,7,0.081921636
20,8,0.227274289
20,8,0.076656679
20,9,0.263236161
20,9,0.085344211
20,10,0.226883331
20,10,0.101931375
20,11,0.209610698
20,11,0.118666264
20,12,0.163773219
20,12,0.09601981
20,13,0.223365311
20,13,0.061685093
20,14,0.199863134
20,14,0.055952721
20,15,0.127470989
20,15,0.04748847
20,16,0.11036858
20,16,0.044063272
20,17,0.114802244
20,17,0.043611826
20,18,0.088983704
20,18,0.038303412
20,19,0.143821751
20,19,0.082166929
20,20,0.128808566
20,20,0.044205687
20,21,0.184161228
20,21,0.102271015
20,22,0.198387931
20,22,0.095924019
20,23,0.185113986
20,23,0.071719424
21,0,0.178364327
21,0,0.062417454
21,1,0.187997923
21,1,0.073557549
21,2,0.185872144
21,2,0.060113843
21,3,0.224939795
21,3,0.081926118
21,4,0.215391088
21,4,0.070907254
21,5,0.230748155
21,5,0.145504384
21,6,0.121044318
21,6,0.093048183
21,7,0.146836913
21,7,0.110330765
21,8,0.188409499
21,8,0.086939734
21,9,0.193077108
21,9,0.091303286
21,10,0.206586545
21,10,0.120257816
21,11,0.208342256
21,11,0.145350372
21,12,0.234638093
21,12,0.208115181
21,13,0.21728102
21,13,0.207889382
21,14,0.156874814
