SEQUENCE_NUMBER,CAMD_STATE,CAMD_FACILITY_NAME,CAMD_PLANT_ID,CAMD_UNIT_ID,CAMD_GENERATOR_ID,CAMD_NAMEPLATE_CAPACITY,CAMD_FUEL_TYPE,CAMD_LATITUDE,CAMD_LONGITUDE,CAMD_STATUS,CAMD_STATUS_DATE,CAMD_RETIRE_YEAR,MOD_CAMD_UNIT_ID,MOD_CAMD_GENERATOR_ID,EIA_STATE,EIA_PLANT_NAME,EIA_PLANT_ID,EIA_GENERATOR_ID,EIA_NAMEPLATE_CAPACITY,EIA_BOILER_ID,EIA_UNIT_TYPE,EIA_FUEL_TYPE,EIA_LATITUDE,EIA_LONGITUDE,EIA_RETIRE_YEAR,PLANT_ID_CHANGE_FLAG,MOD_EIA_PLANT_ID,MOD_EIA_BOILER_ID,MOD_EIA_GENERATOR_ID_BOILER,MOD_EIA_GENERATOR_ID_GEN,MATCH_TYPE_GEN,MATCH_TYPE_BOILER
2426.0,TX,Sim Gideon,3601,3,3,351.0,Pipeline Natural Gas,30.1456,-97.2708,OPR,1972-04-01T00:00:00,0,3,3,TX,Sim Gideon,3601.0,3,351.0,3,ST,NG,30.1456,-97.2708,0.0,0.0,3601.0,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2427.0,TX,Alex Ty Cooke Generating Station,3602,1,1,44.0,Pipeline Natural Gas,33.5211,-101.7906,LTCS,2016-06-21T00:00:00,2016,1,1,TX,Ty Cooke,3602.0,1,44.0,1,ST,NG,33.5211,-101.7906,0.0,0.0,3602.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2428.0,TX,Alex Ty Cooke Generating Station,3602,2,2,53.7,Pipeline Natural Gas,33.5211,-101.7906,LTCS,2016-06-21T00:00:00,2016,2,2,TX,Ty Cooke,3602.0,2,53.6,2,ST,NG,33.5211,-101.7906,0.0,0.0,3602.0,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2429.0,TX,J Robert Massengale Generating Station,3604,GT1,7,22.0,Pipeline Natural Gas,33.6039,-101.8408,OPR,2000-09-08T00:00:00,0,GT1,7,TX,J Robert Massengale,3604.0,7,22.0,,CA,NG,33.6039,-101.8408,0.0,0.0,3604.0,,,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2430.0,TX,J Robert Massengale Generating Station,3604,GT1,8,40.0,Pipeline Natural Gas,33.6039,-101.8408,OPR,2000-09-08T00:00:00,0,GT1,8,TX,J Robert Massengale,3604.0,8,40.0,,CT,NG,33.6039,-101.8408,0.0,0.0,3604.0,,,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2431.0,TX,Leon Creek,3609,3,3,75.0,Pipeline Natural Gas,29.3511,-98.5753,RET,2013-06-04T00:00:00,2013,3,3,TX,Leon Creek,3609.0,3,75.0,3,ST,NG,29.3525,-98.5761,2013.0,0.0,3609.0,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2432.0,TX,Leon Creek,3609,4,4,114.0,Pipeline Natural Gas,29.3511,-98.5753,RET,2013-06-04T00:00:00,2013,4,4,TX,Leon Creek,3609.0,4,113.7,4,ST,NG,29.3525,-98.5761,2013.0,0.0,3609.0,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2433.0,TX,Leon Creek,3609,CGT1,CGT1,57.0,Pipeline Natural Gas,29.3511,-98.5753,OPR,2004-05-15T00:00:00,0,CGT1,CGT1,TX,Leon Creek,3609.0,CGT1,57.4,,GT,NG,29.3525,-98.5761,0.0,0.0,3609.0,,,CGT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2434.0,TX,Leon Creek,3609,CGT2,CGT2,57.0,Pipeline Natural Gas,29.3511,-98.5753,OPR,2004-05-15T00:00:00,0,CGT2,CGT2,TX,Leon Creek,3609.0,CGT2,57.4,,GT,NG,29.3525,-98.5761,0.0,0.0,3609.0,,,CGT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2435.0,TX,Leon Creek,3609,CGT3,CGT3,57.0,Pipeline Natural Gas,29.3511,-98.5753,OPR,2004-05-15T00:00:00,0,CGT3,CGT3,TX,Leon Creek,3609.0,CGT3,57.4,,GT,NG,29.3525,-98.5761,0.0,0.0,3609.0,,,CGT3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2436.0,TX,Leon Creek,3609,CGT4,CGT4,57.0,Pipeline Natural Gas,29.3511,-98.5753,OPR,2004-05-15T00:00:00,0,CGT4,CGT4,TX,Leon Creek,3609.0,CGT4,57.4,,GT,NG,29.3525,-98.5761,0.0,0.0,3609.0,,,CGT4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2437.0,TX,O W Sommers,3611,1,1,446.0,Pipeline Natural Gas,29.3078,-98.3244,OPR,1972-06-06T00:00:00,0,1,1,TX,O W Sommers,3611.0,1,446.0,1,ST,NG,29.308056,-98.3242,0.0,0.0,3611.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2438.0,TX,O W Sommers,3611,2,2,446.0,Pipeline Natural Gas,29.3078,-98.3244,OPR,1974-03-20T00:00:00,0,2,2,TX,O W Sommers,3611.0,2,446.0,2,ST,NG,29.308056,-98.3242,0.0,0.0,3611.0,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2439.0,TX,V H Braunig,3612,1,1,225.0,Pipeline Natural Gas,29.2575,-98.3828,OPR,1966-06-02T00:00:00,0,1,1,TX,V H Braunig,3612.0,1,225.0,1,ST,NG,29.2567,-98.3825,0.0,0.0,3612.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2440.0,TX,V H Braunig,3612,2,2,252.0,Pipeline Natural Gas,29.2575,-98.3828,OPR,1968-05-03T00:00:00,0,2,2,TX,V H Braunig,3612.0,2,252.0,2,ST,NG,29.2567,-98.3825,0.0,0.0,3612.0,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2441.0,TX,V H Braunig,3612,3,3,417.0,Pipeline Natural Gas,29.2575,-98.3828,OPR,1970-08-01T00:00:00,0,3,3,TX,V H Braunig,3612.0,3,417.0,3,ST,NG,29.2567,-98.3825,0.0,0.0,3612.0,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2442.0,TX,V H Braunig,3612,CGT5,5,61.0,Pipeline Natural Gas,29.2575,-98.3828,OPR,2010-04-16T00:00:00,0,CGT5,5,TX,V H Braunig,3612.0,5,61.0,,GT,NG,29.2567,-98.3825,0.0,0.0,3612.0,,,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2443.0,TX,V H Braunig,3612,CGT6,6,61.0,Pipeline Natural Gas,29.2575,-98.3828,OPR,2010-04-27T00:00:00,0,CGT6,6,TX,V H Braunig,3612.0,6,61.0,,GT,NG,29.2567,-98.3825,0.0,0.0,3612.0,,,6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2444.0,TX,V H Braunig,3612,CGT7,7,61.0,Pipeline Natural Gas,29.2575,-98.3828,OPR,2010-05-04T00:00:00,0,CGT7,7,TX,V H Braunig,3612.0,7,61.0,,GT,NG,29.2567,-98.3825,0.0,0.0,3612.0,,,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2445.0,TX,V H Braunig,3612,CGT8,8,61.0,Pipeline Natural Gas,29.2575,-98.3828,OPR,2010-05-12T00:00:00,0,CGT8,8,TX,V H Braunig,3612.0,8,61.0,,GT,NG,29.2567,-98.3825,0.0,0.0,3612.0,,,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
6379.0,TX,V H Braunig,3612,CT01,CT01,175.0,Pipeline Natural Gas,29.2575,-98.3828,OPR,2000-03-11T00:00:00,0,CT01,CT01,TX,Arthur Von Rosenberg,7512.0,1,187.5,,CT,NG,29.257046,-98.384045,0.0,0.0,7512.0,,,,Manual Match,Manual Match
6380.0,TX,V H Braunig,3612,CT01,ST012,200.0,Pipeline Natural Gas,29.2575,-98.3828,OPR,2000-03-11T00:00:00,0,CT01,ST012,TX,Arthur Von Rosenberg,7512.0,3,200.0,1,CA,NG,29.257046,-98.384045,0.0,0.0,7512.0,,,,Manual Match,Manual Match
6382.0,TX,V H Braunig,3612,CT02,CT02,175.0,Pipeline Natural Gas,29.2575,-98.3828,OPR,2000-03-23T00:00:00,0,CT02,CT02,TX,Arthur Von Rosenberg,7512.0,2,187.5,,CT,NG,29.257046,-98.384045,0.0,0.0,7512.0,,,,Manual Match,Manual Match
6381.0,TX,V H Braunig,3612,CT02,ST012,200.0,Pipeline Natural Gas,29.2575,-98.3828,OPR,2000-03-23T00:00:00,0,CT02,ST012,TX,Arthur Von Rosenberg,7512.0,3,200.0,2,CA,NG,29.257046,-98.384045,0.0,0.0,7512.0,,,,Manual Match,Manual Match
2446.0,TX,W B Tuttle,3613,1,1,75.0,Pipeline Natural Gas,29.53,-98.4183,RET,2011-03-01T00:00:00,2011,1,1,TX,W B Tuttle,3613.0,1,75.0,1,ST,NG,29.53,-98.4181,2011.0,0.0,3613.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2447.0,TX,W B Tuttle,3613,3,3,114.0,Pipeline Natural Gas,29.53,-98.4183,RET,2011-03-01T00:00:00,2011,3,3,TX,W B Tuttle,3613.0,3,113.6,3,ST,NG,29.53,-98.4181,2011.0,0.0,3613.0,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2448.0,TX,W B Tuttle,3613,4,4,192.0,Pipeline Natural Gas,29.53,-98.4183,RET,2011-03-01T00:00:00,2011,4,4,TX,W B Tuttle,3613.0,4,191.7,4,ST,NG,29.53,-98.4181,2011.0,0.0,3613.0,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2449.0,TX,R W Miller,3628,**4,4,100.0,Pipeline Natural Gas,32.6581,-98.3103,OPR,1994-08-01T00:00:00,0,**4,4,TX,R W Miller,3628.0,4,118.8,,GT,NG,32.6581,-98.3103,0.0,0.0,3628.0,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2450.0,TX,R W Miller,3628,**5,5,100.0,Pipeline Natural Gas,32.6581,-98.3103,OPR,1994-08-01T00:00:00,0,**5,5,TX,R W Miller,3628.0,5,118.8,,GT,NG,32.6581,-98.3103,0.0,0.0,3628.0,,,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2451.0,TX,R W Miller,3628,1,1,66.0,Pipeline Natural Gas,32.6581,-98.3103,OPR,1968-10-01T00:00:00,0,1,1,TX,R W Miller,3628.0,1,66.0,1,ST,NG,32.6581,-98.3103,0.0,0.0,3628.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2452.0,TX,R W Miller,3628,2,2,100.0,Pipeline Natural Gas,32.6581,-98.3103,OPR,1972-03-24T00:00:00,0,2,2,TX,R W Miller,3628.0,2,100.0,2,ST,NG,32.6581,-98.3103,0.0,0.0,3628.0,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2453.0,TX,R W Miller,3628,3,3,200.0,Pipeline Natural Gas,32.6581,-98.3103,OPR,1975-06-15T00:00:00,0,3,3,TX,R W Miller,3628.0,3,200.0,3,ST,NG,32.6581,-98.3103,0.0,0.0,3628.0,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2454.0,TX,Sam Rayburn Plant,3631,CT7,10,42.0,Pipeline Natural Gas,28.8947,-97.1347,OPR,2003-06-24T00:00:00,0,CT7,10,TX,Sam Rayburn,3631.0,10,42.0,HRSG7,CA,NG,28.8947,-97.135,0.0,0.0,3631.0,7,10,10,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
2455.0,TX,Sam Rayburn Plant,3631,CT7,7,49.2,Pipeline Natural Gas,28.8947,-97.1347,OPR,2003-06-24T00:00:00,0,CT7,7,TX,Sam Rayburn,3631.0,7,49.2,,CT,NG,28.8947,-97.135,0.0,0.0,3631.0,,,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2457.0,TX,Sam Rayburn Plant,3631,CT8,10,42.0,Pipeline Natural Gas,28.8947,-97.1347,OPR,2003-07-01T00:00:00,0,CT8,10,TX,Sam Rayburn,3631.0,10,42.0,HRSG8,CA,NG,28.8947,-97.135,0.0,0.0,3631.0,8,10,10,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
2456.0,TX,Sam Rayburn Plant,3631,CT8,8,49.2,Pipeline Natural Gas,28.8947,-97.1347,OPR,2003-07-01T00:00:00,0,CT8,8,TX,Sam Rayburn,3631.0,8,49.2,,CT,NG,28.8947,-97.135,0.0,0.0,3631.0,,,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2458.0,TX,Sam Rayburn Plant,3631,CT9,10,42.0,Pipeline Natural Gas,28.8947,-97.1347,OPR,2003-07-08T00:00:00,0,CT9,10,TX,Sam Rayburn,3631.0,10,42.0,HRSG9,CA,NG,28.8947,-97.135,0.0,0.0,3631.0,9,10,10,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
2459.0,TX,Sam Rayburn Plant,3631,CT9,9,49.2,Pipeline Natural Gas,28.8947,-97.1347,OPR,2003-07-08T00:00:00,0,CT9,9,TX,Sam Rayburn,3631.0,9,49.2,,CT,NG,28.8947,-97.135,0.0,0.0,3631.0,,,9,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2647.0,TX,Power Lane Steam Plant,4195,2,ST2,25.0,Pipeline Natural Gas,33.1707,-96.1264,OPR,1969-01-01T00:00:00,0,2,ST2,TX,Powerlane Plant,4195.0,ST2,25.0,2,ST,NG,33.1707,-96.1264,0.0,0.0,4195.0,2,ST2,ST2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2648.0,TX,Power Lane Steam Plant,4195,3,ST3,43.2,Pipeline Natural Gas,33.1707,-96.1264,OPR,1977-05-01T00:00:00,0,3,ST3,TX,Powerlane Plant,4195.0,ST3,43.2,3,ST,NG,33.1707,-96.1264,0.0,0.0,4195.0,3,ST3,ST3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2650.0,TX,Spencer,4266,4,4,61.0,Pipeline Natural Gas,33.1978,-97.1067,OPR,1966-04-01T00:00:00,0,4,4,TX,Spencer,4266.0,4,61.1,4,ST,NG,33.1975,-97.1061,0.0,0.0,4266.0,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2651.0,TX,Spencer,4266,5,5,65.0,Pipeline Natural Gas,33.1978,-97.1067,OPR,1973-02-01T00:00:00,0,5,5,TX,Spencer,4266.0,5,65.4,5,ST,NG,33.1975,-97.1061,0.0,0.0,4266.0,5,5,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2653.0,TX,T C Ferguson Power Plant,4937,1,1,446.0,Pipeline Natural Gas,30.558,-98.3705,RET,2013-09-30T00:00:00,2013,1,1,TX,Thomas C Ferguson,4937.0,1,446.0,1,ST,NG,30.558,-98.3705,2013.0,0.0,4937.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2654.0,TX,T C Ferguson Power Plant,4937,CT-1,CT-1,185.3,Pipeline Natural Gas,30.558,-98.3705,OPR,2014-03-29T00:00:00,0,CT-1,CT-1,TX,Thomas C Ferguson,4937.0,CT-1,185.3,,CT,NG,30.558,-98.3705,0.0,0.0,4937.0,,,CT-1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
6384.0,TX,T C Ferguson Power Plant,4937,CT-1,ST,204.0,Pipeline Natural Gas,30.558,-98.3705,OPR,2014-03-29T00:00:00,0,CT-1,ST,TX,Thomas C Ferguson,4937.0,STG,204.0,CT-1,CA,NG,30.558,-98.3705,0.0,0.0,4937.0,,,,Manual Match,Manual Match
2655.0,TX,T C Ferguson Power Plant,4937,CT-2,CT-2,185.3,Pipeline Natural Gas,30.558,-98.3705,OPR,2014-03-16T00:00:00,0,CT-2,CT-2,TX,Thomas C Ferguson,4937.0,CT-2,185.3,,CT,NG,30.558,-98.3705,0.0,0.0,4937.0,,,CT-2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
6385.0,TX,T C Ferguson Power Plant,4937,CT-2,ST,204.0,Pipeline Natural Gas,30.558,-98.3705,OPR,2014-03-16T00:00:00,0,CT-2,ST,TX,Thomas C Ferguson,4937.0,STG,204.0,CT-2,CA,NG,30.558,-98.3705,0.0,0.0,4937.0,,,,Manual Match,Manual Match
2656.0,TX,Barney M. Davis,4939,1,1,352.0,Pipeline Natural Gas,27.6067,-97.3119,OPR,1974-06-30T00:00:00,0,1,1,TX,Barney M Davis,4939.0,1,352.0,1,ST,NG,27.6064,-97.3117,0.0,0.0,4939.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2658.0,TX,Barney M. Davis,4939,3,2,351.0,Pipeline Natural Gas,27.6067,-97.3119,OPR,2009-10-22T00:00:00,0,3,2,TX,Barney M Davis,4939.0,2,351.0,3,CA,NG,27.6064,-97.3117,0.0,0.0,4939.0,3,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2657.0,TX,Barney M. Davis,4939,3,3,172.0,Pipeline Natural Gas,27.6067,-97.3119,OPR,2009-10-22T00:00:00,0,3,3,TX,Barney M Davis,4939.0,3,189.6,,CT,NG,27.6064,-97.3117,0.0,0.0,4939.0,,,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2659.0,TX,Barney M. Davis,4939,4,2,351.0,Pipeline Natural Gas,27.6067,-97.3119,OPR,2009-11-02T00:00:00,0,4,2,TX,Barney M Davis,4939.0,2,351.0,4,CA,NG,27.6064,-97.3117,0.0,0.0,4939.0,4,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2660.0,TX,Barney M. Davis,4939,4,4,172.0,Pipeline Natural Gas,27.6067,-97.3119,OPR,2009-11-02T00:00:00,0,4,4,TX,Barney M Davis,4939.0,4,189.6,,CT,NG,27.6064,-97.3117,0.0,0.0,4939.0,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2838.0,TX,Gibbons Creek Steam Electric Station,6136,1,1,443.9,Coal,30.6167,-96.0778,OPR,1982-07-07T00:00:00,0,1,1,TX,Gibbons Creek,6136.0,1,453.5,1,ST,SUB,30.619937,-96.081846,0.0,0.0,6136.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2844.0,TX,Welsh Power Plant,6139,1,1,558.0,Coal,33.0583,-94.844,OPR,1977-03-31T00:00:00,0,1,1,TX,Welsh,6139.0,1,558.0,1,ST,SUB,33.05522,-94.839993,0.0,0.0,6139.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2845.0,TX,Welsh Power Plant,6139,2,2,558.0,Coal,33.0583,-94.844,RET,2016-04-15T00:00:00,2016,2,2,TX,Welsh,6139.0,2,558.0,2,ST,SUB,33.05522,-94.839993,2016.0,0.0,6139.0,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2846.0,TX,Welsh Power Plant,6139,3,3,558.0,Coal,33.0583,-94.844,OPR,1982-02-10T00:00:00,0,3,3,TX,Welsh,6139.0,3,558.0,3,ST,SUB,33.05522,-94.839993,0.0,0.0,6139.0,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2847.0,TX,Martin Lake,6146,1,1,793.2,Coal,32.2597,-94.5703,OPR,1977-05-16T00:00:00,0,1,1,TX,Martin Lake,6146.0,1,793.2,1,ST,LIG,32.2606,-94.5706,0.0,0.0,6146.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2848.0,TX,Martin Lake,6146,2,2,793.2,Coal,32.2597,-94.5703,OPR,1978-05-23T00:00:00,0,2,2,TX,Martin Lake,6146.0,2,793.2,2,ST,LIG,32.2606,-94.5706,0.0,0.0,6146.0,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2849.0,TX,Martin Lake,6146,3,3,793.2,Coal,32.2597,-94.5703,OPR,1979-04-01T00:00:00,0,3,3,TX,Martin Lake,6146.0,3,793.2,3,ST,LIG,32.2606,-94.5706,0.0,0.0,6146.0,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2850.0,TX,Monticello,6147,1,1,593.4,Coal,33.0917,-95.0417,RET,2017-12-31T00:00:00,2017,1,1,TX,Monticello,6147.0,1,593.4,1,ST,SUB,33.0917,-95.0417,2018.0,0.0,6147.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2851.0,TX,Monticello,6147,2,2,593.4,Coal,33.0917,-95.0417,RET,2017-12-31T00:00:00,2017,2,2,TX,Monticello,6147.0,2,593.4,2,ST,SUB,33.0917,-95.0417,2018.0,0.0,6147.0,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2852.0,TX,Monticello,6147,3,3,793.2,Coal,33.0917,-95.0417,RET,2017-12-31T00:00:00,2017,3,3,TX,Monticello,6147.0,3,793.2,3,ST,SUB,33.0917,-95.0417,2018.0,0.0,6147.0,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2868.0,TX,Coleto Creek,6178,1,1,632.0,Coal,28.7128,-97.2142,OPR,1980-06-30T00:00:00,0,1,1,TX,Coleto Creek,6178.0,1,622.4,1,ST,SUB,28.7128,-97.214167,0.0,0.0,6178.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2869.0,TX,Sam Seymour,6179,1,1,615.0,Coal,29.9172,-96.7506,OPR,1979-06-01T00:00:00,0,1,1,TX,Fayette Power Project,6179.0,1,615.0,1,ST,SUB,29.9172,-96.7506,0.0,0.0,6179.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2870.0,TX,Sam Seymour,6179,2,2,615.0,Coal,29.9172,-96.7506,OPR,1980-05-21T00:00:00,0,2,2,TX,Fayette Power Project,6179.0,2,615.0,2,ST,SUB,29.9172,-96.7506,0.0,0.0,6179.0,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2871.0,TX,Sam Seymour,6179,3,3,460.0,Coal,29.9172,-96.7506,OPR,1988-04-29T00:00:00,0,3,3,TX,Fayette Power Project,6179.0,3,460.0,3,ST,SUB,29.9172,-96.7506,0.0,0.0,6179.0,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2872.0,TX,Oak Grove,6180,1,OG1,916.8,Coal,31.185,-96.4853,OPR,2009-08-07T00:00:00,0,1,OG1,TX,Oak Grove (TX),6180.0,OG1,916.8,1,ST,LIG,31.1803,-96.4866,0.0,0.0,6180.0,1,OG1,OG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2873.0,TX,Oak Grove,6180,2,OG2,878.6,Coal,31.185,-96.4853,OPR,2010-01-01T00:00:00,0,2,OG2,TX,Oak Grove (TX),6180.0,OG2,878.6,2,ST,LIG,31.1803,-96.4866,0.0,0.0,6180.0,2,OG2,OG2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
