SEQUENCE_NUMBER,CAMD_STATE,CAMD_FACILITY_NAME,CAMD_PLANT_ID,CAMD_UNIT_ID,CAMD_GENERATOR_ID,CAMD_NAMEPLATE_CAPACITY,CAMD_FUEL_TYPE,CAMD_LATITUDE,CAMD_LONGITUDE,CAMD_STATUS,CAMD_STATUS_DATE,CAMD_RETIRE_YEAR,MOD_CAMD_UNIT_ID,MOD_CAMD_GENERATOR_ID,EIA_STATE,EIA_PLANT_NAME,EIA_PLANT_ID,EIA_GENERATOR_ID,EIA_NAMEPLATE_CAPACITY,EIA_BOILER_ID,EIA_UNIT_TYPE,EIA_FUEL_TYPE,EIA_LATITUDE,EIA_LONGITUDE,EIA_RETIRE_YEAR,PLANT_ID_CHANGE_FLAG,MOD_EIA_PLANT_ID,MOD_EIA_BOILER_ID,MOD_EIA_GENERATOR_ID_BOILER,MOD_EIA_GENERATOR_ID_GEN,MATCH_TYPE_GEN,MATCH_TYPE_BOILER
21.0,TX,Copper Station,9,CTG-1,1,,Pipeline Natural Gas,31.7569,-106.375,OPR,1980-07-01T00:00:00,0,CTG-1,1,TX,Copper,9.0,1,86.9,,GT,NG,31.7569,-106.375,0.0,0.0,9.0,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
100.0,TX,Oklaunion Power Station,127,1,1,663.9,Coal,34.0825,-99.1753,LTCS,2020-09-30T00:00:00,2020,1,1,TX,Oklaunion,127.0,1,720.0,1,ST,SUB,34.0825,-99.1753,0.0,0.0,127.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
150.0,TX,Limestone,298,LIM1,1,813.4,Coal,31.4219,-96.2525,OPR,1985-12-01T00:00:00,0,LIM1,1,TX,Limestone,298.0,1,893.0,LIM1,ST,SUB,31.4219,-96.2525,0.0,0.0,298.0,LIM1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
151.0,TX,Limestone,298,LIM2,2,813.4,Coal,31.4219,-96.2525,OPR,1985-12-01T00:00:00,0,LIM2,2,TX,Limestone,298.0,2,956.8,LIM2,ST,SUB,31.4219,-96.2525,0.0,0.0,298.0,LIM2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2281.0,TX,Laredo,3439,4,4,100.0,Pipeline Natural Gas,27.5667,-99.5083,OPR,2008-06-25T00:00:00,0,4,4,TX,Laredo,3439.0,4,131.8,,GT,NG,27.5667,-99.5089,0.0,0.0,3439.0,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2282.0,TX,Laredo,3439,5,5,100.0,Pipeline Natural Gas,27.5667,-99.5083,OPR,2008-07-24T00:00:00,0,5,5,TX,Laredo,3439.0,5,131.8,,GT,NG,27.5667,-99.5089,0.0,0.0,3439.0,,,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2284.0,TX,Nueces Bay,3441,8,7,351.0,Pipeline Natural Gas,27.8182,-97.4189,OPR,2009-11-14T00:00:00,0,8,7,TX,Nueces Bay,3441.0,7,351.0,8,CA,NG,27.819412,-97.419203,0.0,0.0,3441.0,8,7,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2283.0,TX,Nueces Bay,3441,8,8,172.0,Pipeline Natural Gas,27.8182,-97.4189,OPR,2009-11-14T00:00:00,0,8,8,TX,Nueces Bay,3441.0,8,189.6,,CT,NG,27.819412,-97.419203,0.0,0.0,3441.0,,,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2285.0,TX,Nueces Bay,3441,9,7,351.0,Pipeline Natural Gas,27.8182,-97.4189,OPR,2009-11-16T00:00:00,0,9,7,TX,Nueces Bay,3441.0,7,351.0,9,CA,NG,27.819412,-97.419203,0.0,0.0,3441.0,9,7,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2286.0,TX,Nueces Bay,3441,9,9,172.0,Pipeline Natural Gas,27.8182,-97.4189,OPR,2009-11-16T00:00:00,0,9,9,TX,Nueces Bay,3441.0,9,189.6,,CT,NG,27.819412,-97.419203,0.0,0.0,3441.0,,,9,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2287.0,TX,Victoria Power Station,3443,9,5,160.0,Pipeline Natural Gas,28.7883,-97.01,OPR,2008-11-20T00:00:00,0,9,5,TX,Victoria,3443.0,5,180.0,HRSG9,CA,NG,28.7883,-97.01,0.0,0.0,3443.0,9,5,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
2288.0,TX,Victoria Power Station,3443,9,7,196.9,Pipeline Natural Gas,28.7883,-97.01,OPR,2008-11-20T00:00:00,0,9,7,TX,Victoria,3443.0,7,196.9,,CT,NG,28.7883,-97.01,0.0,0.0,3443.0,,,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2289.0,TX,Lake Hubbard,3452,1,1,396.5,Pipeline Natural Gas,32.8364,-96.5464,OPR,1970-06-18T00:00:00,0,1,1,TX,Lake Hubbard,3452.0,1,396.5,1,ST,NG,32.8358,-96.5458,0.0,0.0,3452.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2290.0,TX,Lake Hubbard,3452,2,2,531.0,Pipeline Natural Gas,32.8364,-96.5464,OPR,1973-11-20T00:00:00,0,2,2,TX,Lake Hubbard,3452.0,2,531.0,2,ST,NG,32.8358,-96.5458,0.0,0.0,3452.0,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2291.0,TX,Mountain Creek Generating Station,3453,6,6,136.0,Pipeline Natural Gas,32.7253,-96.9361,OPR,1956-02-22T00:00:00,0,6,6,TX,Mountain Creek,3453.0,6,135.7,6,ST,NG,32.7231,-96.9358,0.0,0.0,3453.0,6,6,6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2292.0,TX,Mountain Creek Generating Station,3453,7,7,136.0,Pipeline Natural Gas,32.7253,-96.9361,OPR,1958-03-07T00:00:00,0,7,7,TX,Mountain Creek,3453.0,7,136.0,7,ST,NG,32.7231,-96.9358,0.0,0.0,3453.0,7,7,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2293.0,TX,Mountain Creek Generating Station,3453,8,8,581.0,Pipeline Natural Gas,32.7253,-96.9361,OPR,1967-07-11T00:00:00,0,8,8,TX,Mountain Creek,3453.0,8,580.5,8,ST,NG,32.7231,-96.9358,0.0,0.0,3453.0,8,8,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2295.0,TX,Newman,3456,**4,4,120.0,Pipeline Natural Gas,31.9858,-106.4322,OPR,1975-01-01T00:00:00,0,**4,4,TX,Newman,3456.0,4,120.0,,CA,NG,31.983587,-106.431777,0.0,0.0,3456.0,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2294.0,TX,Newman,3456,**4,CT1,85.0,Pipeline Natural Gas,31.9858,-106.4322,OPR,1975-01-01T00:00:00,0,**4,CT1,TX,Newman,3456.0,CT1,85.0,,CT,NG,31.983587,-106.431777,0.0,0.0,3456.0,,,CT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2296.0,TX,Newman,3456,**5,4,120.0,Pipeline Natural Gas,31.9858,-106.4322,OPR,1975-01-01T00:00:00,0,**5,4,TX,Newman,3456.0,4,120.0,,CA,NG,31.983587,-106.431777,0.0,0.0,3456.0,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2297.0,TX,Newman,3456,**5,CT2,85.0,Pipeline Natural Gas,31.9858,-106.4322,OPR,1975-01-01T00:00:00,0,**5,CT2,TX,Newman,3456.0,CT2,85.0,,CT,NG,31.983587,-106.431777,0.0,0.0,3456.0,,,CT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2298.0,TX,Newman,3456,1,1,81.6,Pipeline Natural Gas,31.9858,-106.4322,OPR,1960-04-01T00:00:00,0,1,1,TX,Newman,3456.0,1,81.6,1,ST,NG,31.983587,-106.431777,0.0,0.0,3456.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2299.0,TX,Newman,3456,2,2,81.6,Pipeline Natural Gas,31.9858,-106.4322,OPR,1963-04-01T00:00:00,0,2,2,TX,Newman,3456.0,2,81.6,2,ST,NG,31.983587,-106.431777,0.0,0.0,3456.0,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2300.0,TX,Newman,3456,3,3,115.2,Pipeline Natural Gas,31.9858,-106.4322,OPR,1966-01-01T00:00:00,0,3,3,TX,Newman,3456.0,3,121.8,3,ST,NG,31.983587,-106.431777,0.0,0.0,3456.0,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2301.0,TX,Newman,3456,GT-6A,5CA1,165.0,Pipeline Natural Gas,31.9858,-106.4322,OPR,2009-05-07T00:00:00,0,GT-6A,5CA1,TX,Newman,3456.0,5CA1,134.0,,CA,NG,31.983587,-106.431777,0.0,0.0,3456.0,,,5CA1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2302.0,TX,Newman,3456,GT-6A,5CT1,86.5,Pipeline Natural Gas,31.9858,-106.4322,OPR,2009-05-07T00:00:00,0,GT-6A,5CT1,TX,Newman,3456.0,5CT1,86.5,,CT,NG,31.983587,-106.431777,0.0,0.0,3456.0,,,5CT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2304.0,TX,Newman,3456,GT-6B,5CA1,165.0,Pipeline Natural Gas,31.9858,-106.4322,OPR,2009-05-16T00:00:00,0,GT-6B,5CA1,TX,Newman,3456.0,5CA1,134.0,,CA,NG,31.983587,-106.431777,0.0,0.0,3456.0,,,5CA1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2303.0,TX,Newman,3456,GT-6B,5CT2,86.5,Pipeline Natural Gas,31.9858,-106.4322,OPR,2009-05-16T00:00:00,0,GT-6B,5CT2,TX,Newman,3456.0,5CT2,86.5,,CT,NG,31.983587,-106.431777,0.0,0.0,3456.0,,,5CT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2305.0,TX,Lewis Creek,3457,1,1,271.4,Pipeline Natural Gas,30.4364,-95.5215,OPR,1970-12-14T00:00:00,0,1,1,TX,Lewis Creek,3457.0,1,271.4,1,ST,NG,30.4356,-95.5214,0.0,0.0,3457.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2306.0,TX,Lewis Creek,3457,2,2,271.4,Pipeline Natural Gas,30.4364,-95.5215,OPR,1971-05-11T00:00:00,0,2,2,TX,Lewis Creek,3457.0,2,271.4,2,ST,NG,30.4356,-95.5214,0.0,0.0,3457.0,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2307.0,TX,Sabine,3459,1,1,239.4,Pipeline Natural Gas,30.0242,-93.875,OPR,1962-01-01T00:00:00,0,1,1,TX,Sabine,3459.0,1,239.4,1,ST,NG,30.0242,-93.878,0.0,0.0,3459.0,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2308.0,TX,Sabine,3459,2,2,239.4,Pipeline Natural Gas,30.0242,-93.875,RET,2016-10-01T00:00:00,2016,2,2,TX,Sabine,3459.0,2,239.4,2,ST,NG,30.0242,-93.878,2016.0,0.0,3459.0,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2309.0,TX,Sabine,3459,3,3,473.4,Pipeline Natural Gas,30.0242,-93.875,OPR,1966-12-01T00:00:00,0,3,3,TX,Sabine,3459.0,3,473.4,3,ST,NG,30.0242,-93.878,0.0,0.0,3459.0,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2310.0,TX,Sabine,3459,4,4,591.6,Pipeline Natural Gas,30.0242,-93.875,OPR,1974-08-01T00:00:00,0,4,4,TX,Sabine,3459.0,4,591.6,4,ST,NG,30.0242,-93.878,0.0,0.0,3459.0,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2311.0,TX,Sabine,3459,5,5,507.4,Pipeline Natural Gas,30.0242,-93.875,OPR,1979-12-21T00:00:00,0,5,5,TX,Sabine,3459.0,5,507.4,5,ST,NG,30.0242,-93.878,0.0,0.0,3459.0,5,5,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2312.0,TX,Cedar Bayou,3460,CBY1,1,765.0,Pipeline Natural Gas,29.7483,-94.9272,OPR,1970-12-11T00:00:00,0,CBY1,1,TX,Cedar Bayou,3460.0,1,765.0,CBY1,ST,NG,29.75,-94.9256,0.0,0.0,3460.0,CBY1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2313.0,TX,Cedar Bayou,3460,CBY2,2,765.0,Pipeline Natural Gas,29.7483,-94.9272,OPR,1972-03-15T00:00:00,0,CBY2,2,TX,Cedar Bayou,3460.0,2,765.0,CBY2,ST,NG,29.75,-94.9256,0.0,0.0,3460.0,CBY2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2314.0,TX,Greens Bayou,3464,GBY5,5,446.4,Pipeline Natural Gas,29.8208,-95.2194,RET,2018-01-17T00:00:00,2018,GBY5,5,TX,Greens Bayou,3464.0,5,446.4,GBY5,ST,NG,29.822201,-95.219429,0.0,0.0,3464.0,GBY5,5,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2315.0,TX,Greens Bayou,3464,GBY73,73,,Pipeline Natural Gas,29.8208,-95.2194,OPR,1976-12-16T00:00:00,0,GBY73,73,TX,Greens Bayou,3464.0,73,72.0,,GT,NG,29.822201,-95.219429,0.0,0.0,3464.0,,,73,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2316.0,TX,Greens Bayou,3464,GBY74,74,,Pipeline Natural Gas,29.8208,-95.2194,OPR,1976-12-16T00:00:00,0,GBY74,74,TX,Greens Bayou,3464.0,74,72.0,,GT,NG,29.822201,-95.219429,0.0,0.0,3464.0,,,74,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2317.0,TX,Greens Bayou,3464,GBY81,81,,Pipeline Natural Gas,29.8208,-95.2194,OPR,1976-12-16T00:00:00,0,GBY81,81,TX,Greens Bayou,3464.0,81,72.0,,GT,NG,29.822201,-95.219429,0.0,0.0,3464.0,,,81,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2318.0,TX,Greens Bayou,3464,GBY82,82,,Pipeline Natural Gas,29.8208,-95.2194,OPR,1976-12-16T00:00:00,0,GBY82,82,TX,Greens Bayou,3464.0,82,72.0,,GT,NG,29.822201,-95.219429,0.0,0.0,3464.0,,,82,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2319.0,TX,Greens Bayou,3464,GBY83,83,,Pipeline Natural Gas,29.8208,-95.2194,OPR,1976-12-16T00:00:00,0,GBY83,83,TX,Greens Bayou,3464.0,83,72.0,,GT,NG,29.822201,-95.219429,0.0,0.0,3464.0,,,83,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2320.0,TX,Greens Bayou,3464,GBY84,84,,Pipeline Natural Gas,29.8208,-95.2194,OPR,1976-12-16T00:00:00,0,GBY84,84,TX,Greens Bayou,3464.0,84,72.0,,GT,NG,29.822201,-95.219429,0.0,0.0,3464.0,,,84,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2321.0,TX,Sam Bertron,3468,SRB1,ST1,187.9,Pipeline Natural Gas,29.7268,-95.06,RET,2019-01-23T00:00:00,2019,SRB1,ST1,TX,Sam Bertron,3468.0,ST1,187.8,SRB1,ST,NG,29.726775,-95.059827,0.0,0.0,3468.0,SRB1,ST1,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2322.0,TX,Sam Bertron,3468,SRB2,ST2,187.9,Pipeline Natural Gas,29.7268,-95.06,RET,2019-01-23T00:00:00,2019,SRB2,ST2,TX,Sam Bertron,3468.0,ST2,187.8,SRB2,ST,NG,29.726775,-95.059827,0.0,0.0,3468.0,SRB2,ST2,ST2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2323.0,TX,Sam Bertron,3468,SRB3,3,225.3,Pipeline Natural Gas,29.7268,-95.06,RET,2018-01-17T00:00:00,2018,SRB3,3,TX,Sam Bertron,3468.0,3,225.3,SRB3,ST,NG,29.726775,-95.059827,0.0,0.0,3468.0,SRB3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2324.0,TX,Sam Bertron,3468,SRB4,4,225.3,Pipeline Natural Gas,29.7268,-95.06,RET,2018-01-17T00:00:00,2018,SRB4,4,TX,Sam Bertron,3468.0,4,225.3,SRB4,ST,NG,29.726775,-95.059827,0.0,0.0,3468.0,SRB4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
2325.0,TX,T H Wharton,3469,THW31,3,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1972-07-31T00:00:00,0,THW31,3,TX,T H Wharton,3469.0,3,113.1,THWB31,CA,NG,29.9417,-95.5306,0.0,0.0,3469.0,31,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
2326.0,TX,T H Wharton,3469,THW31,31,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1972-07-31T00:00:00,0,THW31,31,TX,T H Wharton,3469.0,31,54.0,,CT,NG,29.9417,-95.5306,0.0,0.0,3469.0,,,31,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2327.0,TX,T H Wharton,3469,THW32,3,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1972-07-31T00:00:00,0,THW32,3,TX,T H Wharton,3469.0,3,113.1,THWB32,CA,NG,29.9417,-95.5306,0.0,0.0,3469.0,32,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
2328.0,TX,T H Wharton,3469,THW32,32,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1972-07-31T00:00:00,0,THW32,32,TX,T H Wharton,3469.0,32,54.0,,CT,NG,29.9417,-95.5306,0.0,0.0,3469.0,,,32,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2330.0,TX,T H Wharton,3469,THW33,3,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1972-07-31T00:00:00,0,THW33,3,TX,T H Wharton,3469.0,3,113.1,THWB33,CA,NG,29.9417,-95.5306,0.0,0.0,3469.0,33,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
2329.0,TX,T H Wharton,3469,THW33,33,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1972-07-31T00:00:00,0,THW33,33,TX,T H Wharton,3469.0,33,54.0,,CT,NG,29.9417,-95.5306,0.0,0.0,3469.0,,,33,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2331.0,TX,T H Wharton,3469,THW34,3,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1972-07-31T00:00:00,0,THW34,3,TX,T H Wharton,3469.0,3,113.1,THWB34,CA,NG,29.9417,-95.5306,0.0,0.0,3469.0,34,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
2332.0,TX,T H Wharton,3469,THW34,34,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1972-07-31T00:00:00,0,THW34,34,TX,T H Wharton,3469.0,34,54.0,,CT,NG,29.9417,-95.5306,0.0,0.0,3469.0,,,34,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2334.0,TX,T H Wharton,3469,THW41,4,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1972-07-31T00:00:00,0,THW41,4,TX,T H Wharton,3469.0,4,113.1,THWB41,CA,NG,29.9417,-95.5306,0.0,0.0,3469.0,41,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
2333.0,TX,T H Wharton,3469,THW41,41,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1972-07-31T00:00:00,0,THW41,41,TX,T H Wharton,3469.0,41,54.0,,CT,NG,29.9417,-95.5306,0.0,0.0,3469.0,,,41,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2335.0,TX,T H Wharton,3469,THW42,4,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1972-07-31T00:00:00,0,THW42,4,TX,T H Wharton,3469.0,4,113.1,THWB42,CA,NG,29.9417,-95.5306,0.0,0.0,3469.0,42,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
2336.0,TX,T H Wharton,3469,THW42,42,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1972-07-31T00:00:00,0,THW42,42,TX,T H Wharton,3469.0,42,54.0,,CT,NG,29.9417,-95.5306,0.0,0.0,3469.0,,,42,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2337.0,TX,T H Wharton,3469,THW43,4,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1974-08-16T00:00:00,0,THW43,4,TX,T H Wharton,3469.0,4,113.1,THWB43,CA,NG,29.9417,-95.5306,0.0,0.0,3469.0,43,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
2338.0,TX,T H Wharton,3469,THW43,43,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1974-08-16T00:00:00,0,THW43,43,TX,T H Wharton,3469.0,43,56.7,,CT,NG,29.9417,-95.5306,0.0,0.0,3469.0,,,43,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2339.0,TX,T H Wharton,3469,THW44,4,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1974-08-16T00:00:00,0,THW44,4,TX,T H Wharton,3469.0,4,113.1,THWB44,CA,NG,29.9417,-95.5306,0.0,0.0,3469.0,44,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
2340.0,TX,T H Wharton,3469,THW44,44,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1974-08-16T00:00:00,0,THW44,44,TX,T H Wharton,3469.0,44,56.7,,CT,NG,29.9417,-95.5306,0.0,0.0,3469.0,,,44,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2341.0,TX,T H Wharton,3469,THW51,51,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1975-11-21T00:00:00,0,THW51,51,TX,T H Wharton,3469.0,51,85.0,,GT,NG,29.9417,-95.5306,0.0,0.0,3469.0,,,51,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2342.0,TX,T H Wharton,3469,THW52,52,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1975-11-21T00:00:00,0,THW52,52,TX,T H Wharton,3469.0,52,85.0,,GT,NG,29.9417,-95.5306,0.0,0.0,3469.0,,,52,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2343.0,TX,T H Wharton,3469,THW53,53,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1975-11-21T00:00:00,0,THW53,53,TX,T H Wharton,3469.0,53,85.0,,GT,NG,29.9417,-95.5306,0.0,0.0,3469.0,,,53,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2344.0,TX,T H Wharton,3469,THW54,54,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1975-11-21T00:00:00,0,THW54,54,TX,T H Wharton,3469.0,54,85.0,,GT,NG,29.9417,-95.5306,0.0,0.0,3469.0,,,54,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2345.0,TX,T H Wharton,3469,THW55,55,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1975-11-21T00:00:00,0,THW55,55,TX,T H Wharton,3469.0,55,85.0,,GT,NG,29.9417,-95.5306,0.0,0.0,3469.0,,,55,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
2346.0,TX,T H Wharton,3469,THW56,56,,Pipeline Natural Gas,29.9414,-95.5333,OPR,1975-11-21T00:00:00,0,THW56,56,TX,T H Wharton,3469.0,56,85.0,,GT,NG,29.9417,-95.5306,0.0,0.0,3469.0,,,56,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
