param,date,county
Lead (TSP) LC,20170101,Anderson
Lead (TSP) LC,20170101,Andrews
Lead (TSP) LC,20170101,Angelina
Lead (TSP) LC,20170101,Aransas
Lead (TSP) LC,20170101,Archer
Lead (TSP) LC,20170101,Armstrong
Lead (TSP) LC,20170101,Atascosa
Lead (TSP) LC,20170101,Austin
Lead (TSP) LC,20170101,Bailey
Lead (TSP) LC,20170101,Bandera
Lead (TSP) LC,20170101,Bastrop
Lead (TSP) LC,20170101,Baylor
Lead (TSP) LC,20170101,Bee
Lead (TSP) LC,20170101,Bell
Lead (TSP) LC,20170101,Bexar
Lead (TSP) LC,20170101,Blanco
Lead (TSP) LC,20170101,Borden
Lead (TSP) LC,20170101,Bosque
Lead (TSP) LC,20170101,Bowie
Lead (TSP) LC,20170101,Brazoria
Lead (TSP) LC,20170101,Brazos
Lead (TSP) LC,20170101,Brewster
Lead (TSP) LC,20170101,Briscoe
Lead (TSP) LC,20170101,Brooks
Lead (TSP) LC,20170101,Brown
Lead (TSP) LC,20170101,Burleson
Lead (TSP) LC,20170101,Burnet
Lead (TSP) LC,20170101,Caldwell
Lead (TSP) LC,20170101,Calhoun
Lead (TSP) LC,20170101,Callahan
Lead (TSP) LC,20170101,Camp
Lead (TSP) LC,20170101,Carson
Lead (TSP) LC,20170101,Cass
Lead (TSP) LC,20170101,Castro
Lead (TSP) LC,20170101,Chambers
Lead (TSP) LC,20170101,Cherokee
Lead (TSP) LC,20170101,Childress
Lead (TSP) LC,20170101,Clay
Lead (TSP) LC,20170101,Cochran
Lead (TSP) LC,20170101,Coke
Lead (TSP) LC,20170101,Coleman
Lead (TSP) LC,20170101,Collingsworth
Lead (TSP) LC,20170101,Colorado
Lead (TSP) LC,20170101,Comal
Lead (TSP) LC,20170101,Comanche
Lead (TSP) LC,20170101,Concho
Lead (TSP) LC,20170101,Cooke
Lead (TSP) LC,20170101,Coryell
Lead (TSP) LC,20170101,Cottle
Lead (TSP) LC,20170101,Crane
Lead (TSP) LC,20170101,Crockett
Lead (TSP) LC,20170101,Crosby
Lead (TSP) LC,20170101,Culberson
Lead (TSP) LC,20170101,Dallam
Lead (TSP) LC,20170101,Dallas
Lead (TSP) LC,20170101,Dawson
Lead (TSP) LC,20170101,Deaf Smith
Lead (TSP) LC,20170101,Delta
Lead (TSP) LC,20170101,Denton
Lead (TSP) LC,20170101,DeWitt
Lead (TSP) LC,20170101,Dickens
Lead (TSP) LC,20170101,Dimmit
Lead (TSP) LC,20170101,Donley
Lead (TSP) LC,20170101,Duval
Lead (TSP) LC,20170101,Eastland
Lead (TSP) LC,20170101,Ector
Lead (TSP) LC,20170101,Edwards
Lead (TSP) LC,20170101,Ellis
Lead (TSP) LC,20170101,Erath
Lead (TSP) LC,20170101,Falls
Lead (TSP) LC,20170101,Fannin
Lead (TSP) LC,20170101,Fayette
Lead (TSP) LC,20170101,Fisher
Lead (TSP) LC,20170101,Floyd
Lead (TSP) LC,20170101,Foard
Lead (TSP) LC,20170101,Fort Bend
Lead (TSP) LC,20170101,Franklin
Lead (TSP) LC,20170101,Freestone
Lead (TSP) LC,20170101,Frio
Lead (TSP) LC,20170101,Gaines
Lead (TSP) LC,20170101,Galveston
Lead (TSP) LC,20170101,Garza
Lead (TSP) LC,20170101,Gillespie
Lead (TSP) LC,20170101,Glasscock
Lead (TSP) LC,20170101,Goliad
Lead (TSP) LC,20170101,Gonzales
Lead (TSP) LC,20170101,Gray
Lead (TSP) LC,20170101,Grayson
Lead (TSP) LC,20170101,Gregg
Lead (TSP) LC,20170101,Grimes
Lead (TSP) LC,20170101,Guadalupe
Lead (TSP) LC,20170101,Hale
Lead (TSP) LC,20170101,Hall
Lead (TSP) LC,20170101,Hamilton
Lead (TSP) LC,20170101,Hansford
Lead (TSP) LC,20170101,Hardeman
Lead (TSP) LC,20170101,Hardin
Lead (TSP) LC,20170101,Harris
Lead (TSP) LC,20170101,Harrison
Lead (TSP) LC,20170101,Hartley
Lead (TSP) LC,20170101,Haskell
Lead (TSP) LC,20170101,Hays
Lead (TSP) LC,20170101,Hemphill
Lead (TSP) LC,20170101,Henderson
Lead (TSP) LC,20170101,Hidalgo
Lead (TSP) LC,20170101,Hill
Lead (TSP) LC,20170101,Hockley
Lead (TSP) LC,20170101,Hood
Lead (TSP) LC,20170101,Hopkins
Lead (TSP) LC,20170101,Houston
Lead (TSP) LC,20170101,Howard
Lead (TSP) LC,20170101,Hudspeth
Lead (TSP) LC,20170101,Hunt
Lead (TSP) LC,20170101,Hutchinson
Lead (TSP) LC,20170101,Irion
Lead (TSP) LC,20170101,Jack
Lead (TSP) LC,20170101,Jackson
Lead (TSP) LC,20170101,Jasper
Lead (TSP) LC,20170101,Jeff Davis
Lead (TSP) LC,20170101,Jefferson
Lead (TSP) LC,20170101,Jim Hogg
Lead (TSP) LC,20170101,Jim Wells
Lead (TSP) LC,20170101,Johnson
Lead (TSP) LC,20170101,Jones
Lead (TSP) LC,20170101,Karnes
Lead (TSP) LC,20170101,Kaufman
Lead (TSP) LC,20170101,Kendall
Lead (TSP) LC,20170101,Kenedy
Lead (TSP) LC,20170101,Kent
Lead (TSP) LC,20170101,Kerr
Lead (TSP) LC,20170101,Kimble
Lead (TSP) LC,20170101,King
Lead (TSP) LC,20170101,Kinney
Lead (TSP) LC,20170101,Kleberg
Lead (TSP) LC,20170101,Knox
Lead (TSP) LC,20170101,Lamar
Lead (TSP) LC,20170101,Lamb
Lead (TSP) LC,20170101,Lampasas
Lead (TSP) LC,20170101,La Salle
Lead (TSP) LC,20170101,Lavaca
Lead (TSP) LC,20170101,Lee
Lead (TSP) LC,20170101,Leon
Lead (TSP) LC,20170101,Liberty
Lead (TSP) LC,20170101,Limestone
Lead (TSP) LC,20170101,Lipscomb
Lead (TSP) LC,20170101,Live Oak
Lead (TSP) LC,20170101,Llano
Lead (TSP) LC,20170101,Loving
Lead (TSP) LC,20170101,Lubbock
Lead (TSP) LC,20170101,Lynn
Lead (TSP) LC,20170101,McCulloch
Lead (TSP) LC,20170101,McLennan
Lead (TSP) LC,20170101,McMullen
Lead (TSP) LC,20170101,Madison
Lead (TSP) LC,20170101,Marion
Lead (TSP) LC,20170101,Martin
Lead (TSP) LC,20170101,Mason
Lead (TSP) LC,20170101,Matagorda
Lead (TSP) LC,20170101,Maverick
Lead (TSP) LC,20170101,Medina
Lead (TSP) LC,20170101,Menard
Lead (TSP) LC,20170101,Midland
Lead (TSP) LC,20170101,Milam
Lead (TSP) LC,20170101,Mills
Lead (TSP) LC,20170101,Mitchell
Lead (TSP) LC,20170101,Montague
Lead (TSP) LC,20170101,Montgomery
Lead (TSP) LC,20170101,Moore
Lead (TSP) LC,20170101,Morris
Lead (TSP) LC,20170101,Motley
Lead (TSP) LC,20170101,Nacogdoches
Lead (TSP) LC,20170101,Navarro
Lead (TSP) LC,20170101,Newton
Lead (TSP) LC,20170101,Nolan
Lead (TSP) LC,20170101,Nueces
Lead (TSP) LC,20170101,Ochiltree
Lead (TSP) LC,20170101,Oldham
Lead (TSP) LC,20170101,Orange
Lead (TSP) LC,20170101,Palo Pinto
Lead (TSP) LC,20170101,Panola
Lead (TSP) LC,20170101,Parker
Lead (TSP) LC,20170101,Parmer
Lead (TSP) LC,20170101,Pecos
Lead (TSP) LC,20170101,Polk
Lead (TSP) LC,20170101,Presidio
Lead (TSP) LC,20170101,Rains
Lead (TSP) LC,20170101,Randall
Lead (TSP) LC,20170101,Reagan
Lead (TSP) LC,20170101,Real
Lead (TSP) LC,20170101,Red River
Lead (TSP) LC,20170101,Reeves
Lead (TSP) LC,20170101,Refugio
Lead (TSP) LC,20170101,Roberts
Lead (TSP) LC,20170101,Robertson
Lead (TSP) LC,20170101,Rockwall
Lead (TSP) LC,20170101,Runnels
Lead (TSP) LC,20170101,Rusk
Lead (TSP) LC,20170101,Sabine
Lead (TSP) LC,20170101,San Augustine
Lead (TSP) LC,20170101,San Jacinto
Lead (TSP) LC,20170101,San Patricio
Lead (TSP) LC,20170101,San Saba
Lead (TSP) LC,20170101,Schleicher
Lead (TSP) LC,20170101,Scurry
Lead (TSP) LC,20170101,Shackelford
Lead (TSP) LC,20170101,Shelby
Lead (TSP) LC,20170101,Sherman
Lead (TSP) LC,20170101,Smith
Lead (TSP) LC,20170101,Somervell
Lead (TSP) LC,20170101,Starr
Lead (TSP) LC,20170101,Stephens
Lead (TSP) LC,20170101,Sterling
Lead (TSP) LC,20170101,Stonewall
Lead (TSP) LC,20170101,Sutton
Lead (TSP) LC,20170101,Swisher
Lead (TSP) LC,20170101,Tarrant
Lead (TSP) LC,20170101,Taylor
Lead (TSP) LC,20170101,Terrell
Lead (TSP) LC,20170101,Terry
Lead (TSP) LC,20170101,Throckmorton
Lead (TSP) LC,20170101,Titus
Lead (TSP) LC,20170101,Tom Green
Lead (TSP) LC,20170101,Travis
Lead (TSP) LC,20170101,Trinity
Lead (TSP) LC,20170101,Tyler
Lead (TSP) LC,20170101,Upshur
Lead (TSP) LC,20170101,Upton
Lead (TSP) LC,20170101,Uvalde
Lead (TSP) LC,20170101,Val Verde
Lead (TSP) LC,20170101,Van Zandt
Lead (TSP) LC,20170101,Victoria
Lead (TSP) LC,20170101,Walker
Lead (TSP) LC,20170101,Waller
Lead (TSP) LC,20170101,Ward
Lead (TSP) LC,20170101,Washington
Lead (TSP) LC,20170101,Wharton
Lead (TSP) LC,20170101,Wheeler
Lead (TSP) LC,20170101,Wichita
Lead (TSP) LC,20170101,Wilbarger
Lead (TSP) LC,20170101,Willacy
Lead (TSP) LC,20170101,Williamson
Lead (TSP) LC,20170101,Wilson
Lead (TSP) LC,20170101,Winkler
Lead (TSP) LC,20170101,Wise
Lead (TSP) LC,20170101,Wood
Lead (TSP) LC,20170101,Yoakum
Lead (TSP) LC,20170101,Young
Lead (TSP) LC,20170101,Zapata
Lead (TSP) LC,20170101,Zavala
Carbon monoxide,20170101,Anderson
Carbon monoxide,20170101,Andrews
Carbon monoxide,20170101,Angelina
Carbon monoxide,20170101,Aransas
Carbon monoxide,20170101,Archer
Carbon monoxide,20170101,Armstrong
Carbon monoxide,20170101,Atascosa
Carbon monoxide,20170101,Austin
Carbon monoxide,20170101,Bailey
Carbon monoxide,20170101,Bandera
Carbon monoxide,20170101,Bastrop
Carbon monoxide,20170101,Baylor
Carbon monoxide,20170101,Bee
Carbon monoxide,20170101,Bell
Carbon monoxide,20170101,Blanco
Carbon monoxide,20170101,Borden
Carbon monoxide,20170101,Bosque
Carbon monoxide,20170101,Bowie
Carbon monoxide,20170101,Brazoria
Carbon monoxide,20170101,Brazos
Carbon monoxide,20170101,Brewster
Carbon monoxide,20170101,Briscoe
Carbon monoxide,20170101,Brooks
Carbon monoxide,20170101,Brown
Carbon monoxide,20170101,Burleson
Carbon monoxide,20170101,Burnet
Carbon monoxide,20170101,Caldwell
Carbon monoxide,20170101,Calhoun
Carbon monoxide,20170101,Callahan
Carbon monoxide,20170101,Camp
Carbon monoxide,20170101,Carson
Carbon monoxide,20170101,Cass
Carbon monoxide,20170101,Castro
Carbon monoxide,20170101,Chambers
Carbon monoxide,20170101,Cherokee
Carbon monoxide,20170101,Childress
Carbon monoxide,20170101,Clay
Carbon monoxide,20170101,Cochran
Carbon monoxide,20170101,Coke
Carbon monoxide,20170101,Coleman
Carbon monoxide,20170101,Collin
Carbon monoxide,20170101,Collingsworth
Carbon monoxide,20170101,Colorado
Carbon monoxide,20170101,Comal
Carbon monoxide,20170101,Comanche
Carbon monoxide,20170101,Concho
Carbon monoxide,20170101,Cooke
Carbon monoxide,20170101,Coryell
Carbon monoxide,20170101,Cottle
Carbon monoxide,20170101,Crane
Carbon monoxide,20170101,Crockett
Carbon monoxide,20170101,Crosby
Carbon monoxide,20170101,Culberson
Carbon monoxide,20170101,Dallam
Carbon monoxide,20170101,Dawson
Carbon monoxide,20170101,Deaf Smith
Carbon monoxide,20170101,Delta
Carbon monoxide,20170101,Denton
Carbon monoxide,20170101,DeWitt
Carbon monoxide,20170101,Dickens
Carbon monoxide,20170101,Dimmit
Carbon monoxide,20170101,Donley
Carbon monoxide,20170101,Duval
Carbon monoxide,20170101,Eastland
Carbon monoxide,20170101,Ector
Carbon monoxide,20170101,Edwards
Carbon monoxide,20170101,Ellis
Carbon monoxide,20170101,Erath
Carbon monoxide,20170101,Falls
Carbon monoxide,20170101,Fannin
Carbon monoxide,20170101,Fayette
Carbon monoxide,20170101,Fisher
Carbon monoxide,20170101,Floyd
Carbon monoxide,20170101,Foard
Carbon monoxide,20170101,Fort Bend
Carbon monoxide,20170101,Franklin
Carbon monoxide,20170101,Freestone
Carbon monoxide,20170101,Frio
Carbon monoxide,20170101,Gaines
Carbon monoxide,20170101,Galveston
Carbon monoxide,20170101,Garza
Carbon monoxide,20170101,Gillespie
Carbon monoxide,20170101,Glasscock
Carbon monoxide,20170101,Goliad
Carbon monoxide,20170101,Gonzales
Carbon monoxide,20170101,Gray
Carbon monoxide,20170101,Grayson
Carbon monoxide,20170101,Gregg
Carbon monoxide,20170101,Grimes
Carbon monoxide,20170101,Guadalupe
Carbon monoxide,20170101,Hale
Carbon monoxide,20170101,Hall
Carbon monoxide,20170101,Hamilton
Carbon monoxide,20170101,Hansford
Carbon monoxide,20170101,Hardeman
Carbon monoxide,20170101,Hardin
Carbon monoxide,20170101,Harrison
Carbon monoxide,20170101,Hartley
Carbon monoxide,20170101,Haskell
Carbon monoxide,20170101,Hays
Carbon monoxide,20170101,Hemphill
Carbon monoxide,20170101,Henderson
Carbon monoxide,20170101,Hidalgo
Carbon monoxide,20170101,Hill
Carbon monoxide,20170101,Hockley
Carbon monoxide,20170101,Hood
Carbon monoxide,20170101,Hopkins
Carbon monoxide,20170101,Houston
Carbon monoxide,20170101,Howard
Carbon monoxide,20170101,Hudspeth
Carbon monoxide,20170101,Hunt
Carbon monoxide,20170101,Hutchinson
Carbon monoxide,20170101,Irion
Carbon monoxide,20170101,Jack
Carbon monoxide,20170101,Jackson
Carbon monoxide,20170101,Jasper
Carbon monoxide,20170101,Jeff Davis
Carbon monoxide,20170101,Jim Hogg
Carbon monoxide,20170101,Jim Wells
Carbon monoxide,20170101,Johnson
Carbon monoxide,20170101,Jones
Carbon monoxide,20170101,Karnes
Carbon monoxide,20170101,Kaufman
Carbon monoxide,20170101,Kendall
Carbon monoxide,20170101,Kenedy
Carbon monoxide,20170101,Kent
Carbon monoxide,20170101,Kerr
Carbon monoxide,20170101,Kimble
Carbon monoxide,20170101,King
Carbon monoxide,20170101,Kinney
Carbon monoxide,20170101,Kleberg
Carbon monoxide,20170101,Knox
Carbon monoxide,20170101,Lamar
Carbon monoxide,20170101,Lamb
Carbon monoxide,20170101,Lampasas
Carbon monoxide,20170101,La Salle
Carbon monoxide,20170101,Lavaca
Carbon monoxide,20170101,Lee
Carbon monoxide,20170101,Leon
Carbon monoxide,20170101,Liberty
Carbon monoxide,20170101,Limestone
Carbon monoxide,20170101,Lipscomb
Carbon monoxide,20170101,Live Oak
Carbon monoxide,20170101,Llano
Carbon monoxide,20170101,Loving
Carbon monoxide,20170101,Lubbock
Carbon monoxide,20170101,Lynn
Carbon monoxide,20170101,McCulloch
Carbon monoxide,20170101,McMullen
Carbon monoxide,20170101,Madison
Carbon monoxide,20170101,Marion
Carbon monoxide,20170101,Martin
Carbon monoxide,20170101,Mason
Carbon monoxide,20170101,Matagorda
Carbon monoxide,20170101,Maverick
Carbon monoxide,20170101,Medina
Carbon monoxide,20170101,Menard
Carbon monoxide,20170101,Midland
Carbon monoxide,20170101,Milam
Carbon monoxide,20170101,Mills
Carbon monoxide,20170101,Mitchell
Carbon monoxide,20170101,Montague
Carbon monoxide,20170101,Montgomery
Carbon monoxide,20170101,Moore
Carbon monoxide,20170101,Morris
Carbon monoxide,20170101,Motley
Carbon monoxide,20170101,Nacogdoches
Carbon monoxide,20170101,Navarro
Carbon monoxide,20170101,Newton
Carbon monoxide,20170101,Nolan
Carbon monoxide,20170101,Nueces
Carbon monoxide,20170101,Ochiltree
Carbon monoxide,20170101,Oldham
Carbon monoxide,20170101,Orange
Carbon monoxide,20170101,Palo Pinto
Carbon monoxide,20170101,Panola
Carbon monoxide,20170101,Parker
Carbon monoxide,20170101,Parmer
Carbon monoxide,20170101,Pecos
Carbon monoxide,20170101,Polk
Carbon monoxide,20170101,Potter
Carbon monoxide,20170101,Presidio
Carbon monoxide,20170101,Rains
Carbon monoxide,20170101,Randall
Carbon monoxide,20170101,Reagan
Carbon monoxide,20170101,Real
Carbon monoxide,20170101,Red River
Carbon monoxide,20170101,Reeves
Carbon monoxide,20170101,Refugio
Carbon monoxide,20170101,Roberts
Carbon monoxide,20170101,Robertson
Carbon monoxide,20170101,Rockwall
Carbon monoxide,20170101,Runnels
Carbon monoxide,20170101,Rusk
Carbon monoxide,20170101,Sabine
Carbon monoxide,20170101,San Augustine
Carbon monoxide,20170101,San Jacinto
Carbon monoxide,20170101,San Patricio
Carbon monoxide,20170101,San Saba
Carbon monoxide,20170101,Schleicher
Carbon monoxide,20170101,Scurry
Carbon monoxide,20170101,Shackelford
Carbon monoxide,20170101,Shelby
Carbon monoxide,20170101,Sherman
Carbon monoxide,20170101,Smith
Carbon monoxide,20170101,Somervell
Carbon monoxide,20170101,Starr
Carbon monoxide,20170101,Stephens
Carbon monoxide,20170101,Sterling
Carbon monoxide,20170101,Stonewall
Carbon monoxide,20170101,Sutton
Carbon monoxide,20170101,Swisher
Carbon monoxide,20170101,Taylor
Carbon monoxide,20170101,Terrell
Carbon monoxide,20170101,Terry
Carbon monoxide,20170101,Throckmorton
Carbon monoxide,20170101,Titus
Carbon monoxide,20170101,Tom Green
Carbon monoxide,20170101,Trinity
Carbon monoxide,20170101,Tyler
Carbon monoxide,20170101,Upshur
Carbon monoxide,20170101,Upton
Carbon monoxide,20170101,Uvalde
Carbon monoxide,20170101,Val Verde
Carbon monoxide,20170101,Van Zandt
Carbon monoxide,20170101,Victoria
Carbon monoxide,20170101,Walker
Carbon monoxide,20170101,Waller
Carbon monoxide,20170101,Ward
Carbon monoxide,20170101,Washington
Carbon monoxide,20170101,Wharton
Carbon monoxide,20170101,Wheeler
Carbon monoxide,20170101,Wichita
Carbon monoxide,20170101,Wilbarger
Carbon monoxide,20170101,Willacy
Carbon monoxide,20170101,Williamson
Carbon monoxide,20170101,Wilson
Carbon monoxide,20170101,Winkler
Carbon monoxide,20170101,Wise
Carbon monoxide,20170101,Wood
Carbon monoxide,20170101,Yoakum
Carbon monoxide,20170101,Young
Carbon monoxide,20170101,Zapata
Carbon monoxide,20170101,Zavala
Sulfur dioxide,20170101,Anderson
Sulfur dioxide,20170101,Andrews
Sulfur dioxide,20170101,Angelina
Sulfur dioxide,20170101,Aransas
Sulfur dioxide,20170101,Archer
Sulfur dioxide,20170101,Armstrong
Sulfur dioxide,20170101,Atascosa
Sulfur dioxide,20170101,Austin
Sulfur dioxide,20170101,Bailey
Sulfur dioxide,20170101,Bandera
Sulfur dioxide,20170101,Bastrop
Sulfur dioxide,20170101,Baylor
Sulfur dioxide,20170101,Bee
Sulfur dioxide,20170101,Bell
Sulfur dioxide,20170101,Blanco
Sulfur dioxide,20170101,Borden
Sulfur dioxide,20170101,Bosque
Sulfur dioxide,20170101,Bowie
Sulfur dioxide,20170101,Brazoria
Sulfur dioxide,20170101,Brazos
Sulfur dioxide,20170101,Brewster
Sulfur dioxide,20170101,Briscoe
Sulfur dioxide,20170101,Brooks
Sulfur dioxide,20170101,Brown
Sulfur dioxide,20170101,Burleson
Sulfur dioxide,20170101,Burnet
Sulfur dioxide,20170101,Caldwell
Sulfur dioxide,20170101,Calhoun
Sulfur dioxide,20170101,Callahan
Sulfur dioxide,20170101,Cameron
Sulfur dioxide,20170101,Camp
Sulfur dioxide,20170101,Carson
Sulfur dioxide,20170101,Cass
Sulfur dioxide,20170101,Castro
Sulfur dioxide,20170101,Chambers
Sulfur dioxide,20170101,Cherokee
Sulfur dioxide,20170101,Childress
Sulfur dioxide,20170101,Clay
Sulfur dioxide,20170101,Cochran
Sulfur dioxide,20170101,Coke
Sulfur dioxide,20170101,Coleman
Sulfur dioxide,20170101,Collin
Sulfur dioxide,20170101,Collingsworth
Sulfur dioxide,20170101,Colorado
Sulfur dioxide,20170101,Comal
Sulfur dioxide,20170101,Comanche
Sulfur dioxide,20170101,Concho
Sulfur dioxide,20170101,Cooke
Sulfur dioxide,20170101,Coryell
Sulfur dioxide,20170101,Cottle
Sulfur dioxide,20170101,Crane
Sulfur dioxide,20170101,Crockett
Sulfur dioxide,20170101,Crosby
Sulfur dioxide,20170101,Culberson
Sulfur dioxide,20170101,Dallam
Sulfur dioxide,20170101,Dawson
Sulfur dioxide,20170101,Deaf Smith
Sulfur dioxide,20170101,Delta
Sulfur dioxide,20170101,Denton
Sulfur dioxide,20170101,DeWitt
Sulfur dioxide,20170101,Dickens
Sulfur dioxide,20170101,Dimmit
Sulfur dioxide,20170101,Donley
Sulfur dioxide,20170101,Duval
Sulfur dioxide,20170101,Eastland
Sulfur dioxide,20170101,Ector
Sulfur dioxide,20170101,Edwards
Sulfur dioxide,20170101,Erath
Sulfur dioxide,20170101,Falls
Sulfur dioxide,20170101,Fannin
Sulfur dioxide,20170101,Fayette
Sulfur dioxide,20170101,Fisher
Sulfur dioxide,20170101,Floyd
Sulfur dioxide,20170101,Foard
Sulfur dioxide,20170101,Fort Bend
Sulfur dioxide,20170101,Franklin
Sulfur dioxide,20170101,Frio
Sulfur dioxide,20170101,Gaines
Sulfur dioxide,20170101,Garza
Sulfur dioxide,20170101,Gillespie
Sulfur dioxide,20170101,Glasscock
Sulfur dioxide,20170101,Goliad
Sulfur dioxide,20170101,Gonzales
Sulfur dioxide,20170101,Gray
Sulfur dioxide,20170101,Grayson
Sulfur dioxide,20170101,Grimes
Sulfur dioxide,20170101,Guadalupe
Sulfur dioxide,20170101,Hale
Sulfur dioxide,20170101,Hall
Sulfur dioxide,20170101,Hamilton
Sulfur dioxide,20170101,Hansford
Sulfur dioxide,20170101,Hardeman
Sulfur dioxide,20170101,Hardin
Sulfur dioxide,20170101,Hartley
Sulfur dioxide,20170101,Haskell
Sulfur dioxide,20170101,Hays
Sulfur dioxide,20170101,Hemphill
Sulfur dioxide,20170101,Henderson
Sulfur dioxide,20170101,Hidalgo
Sulfur dioxide,20170101,Hill
Sulfur dioxide,20170101,Hockley
Sulfur dioxide,20170101,Hood
Sulfur dioxide,20170101,Hopkins
Sulfur dioxide,20170101,Houston
Sulfur dioxide,20170101,Hudspeth
Sulfur dioxide,20170101,Hunt
Sulfur dioxide,20170101,Irion
Sulfur dioxide,20170101,Jack
Sulfur dioxide,20170101,Jackson
Sulfur dioxide,20170101,Jasper
Sulfur dioxide,20170101,Jeff Davis
Sulfur dioxide,20170101,Jim Hogg
Sulfur dioxide,20170101,Jim Wells
Sulfur dioxide,20170101,Johnson
Sulfur dioxide,20170101,Jones
Sulfur dioxide,20170101,Karnes
Sulfur dioxide,20170101,Kendall
Sulfur dioxide,20170101,Kenedy
Sulfur dioxide,20170101,Kent
Sulfur dioxide,20170101,Kerr
Sulfur dioxide,20170101,Kimble
Sulfur dioxide,20170101,King
Sulfur dioxide,20170101,Kinney
Sulfur dioxide,20170101,Kleberg
Sulfur dioxide,20170101,Knox
Sulfur dioxide,20170101,Lamar
Sulfur dioxide,20170101,Lamb
Sulfur dioxide,20170101,Lampasas
Sulfur dioxide,20170101,La Salle
Sulfur dioxide,20170101,Lavaca
Sulfur dioxide,20170101,Lee
Sulfur dioxide,20170101,Leon
Sulfur dioxide,20170101,Liberty
Sulfur dioxide,20170101,Limestone
Sulfur dioxide,20170101,Lipscomb
Sulfur dioxide,20170101,Live Oak
Sulfur dioxide,20170101,Llano
Sulfur dioxide,20170101,Loving
Sulfur dioxide,20170101,Lubbock
Sulfur dioxide,20170101,Lynn
Sulfur dioxide,20170101,McCulloch
Sulfur dioxide,20170101,McMullen
Sulfur dioxide,20170101,Madison
Sulfur dioxide,20170101,Marion
Sulfur dioxide,20170101,Martin
Sulfur dioxide,20170101,Mason
Sulfur dioxide,20170101,Matagorda
Sulfur dioxide,20170101,Maverick
Sulfur dioxide,20170101,Medina
Sulfur dioxide,20170101,Menard
Sulfur dioxide,20170101,Midland
Sulfur dioxide,20170101,Mills
Sulfur dioxide,20170101,Mitchell
Sulfur dioxide,20170101,Montague
Sulfur dioxide,20170101,Montgomery
Sulfur dioxide,20170101,Moore
Sulfur dioxide,20170101,Morris
Sulfur dioxide,20170101,Motley
Sulfur dioxide,20170101,Nacogdoches
Sulfur dioxide,20170101,Newton
Sulfur dioxide,20170101,Nolan
Sulfur dioxide,20170101,Ochiltree
Sulfur dioxide,20170101,Oldham
Sulfur dioxide,20170101,Palo Pinto
Sulfur dioxide,20170101,Panola
Sulfur dioxide,20170101,Parker
Sulfur dioxide,20170101,Parmer
Sulfur dioxide,20170101,Pecos
Sulfur dioxide,20170101,Polk
Sulfur dioxide,20170101,Presidio
Sulfur dioxide,20170101,Rains
Sulfur dioxide,20170101,Randall
Sulfur dioxide,20170101,Reagan
Sulfur dioxide,20170101,Real
Sulfur dioxide,20170101,Red River
Sulfur dioxide,20170101,Reeves
Sulfur dioxide,20170101,Refugio
Sulfur dioxide,20170101,Roberts
Sulfur dioxide,20170101,Rockwall
Sulfur dioxide,20170101,Runnels
Sulfur dioxide,20170101,Sabine
Sulfur dioxide,20170101,San Augustine
Sulfur dioxide,20170101,San Jacinto
Sulfur dioxide,20170101,San Patricio
Sulfur dioxide,20170101,San Saba
Sulfur dioxide,20170101,Schleicher
Sulfur dioxide,20170101,Scurry
Sulfur dioxide,20170101,Shackelford
Sulfur dioxide,20170101,Shelby
Sulfur dioxide,20170101,Sherman
Sulfur dioxide,20170101,Smith
Sulfur dioxide,20170101,Somervell
Sulfur dioxide,20170101,Starr
Sulfur dioxide,20170101,Stephens
Sulfur dioxide,20170101,Sterling
Sulfur dioxide,20170101,Stonewall
Sulfur dioxide,20170101,Sutton
Sulfur dioxide,20170101,Swisher
Sulfur dioxide,20170101,Tarrant
Sulfur dioxide,20170101,Taylor
Sulfur dioxide,20170101,Terrell
Sulfur dioxide,20170101,Terry
Sulfur dioxide,20170101,Throckmorton
Sulfur dioxide,20170101,Tom Green
Sulfur dioxide,20170101,Trinity
Sulfur dioxide,20170101,Tyler
Sulfur dioxide,20170101,Upshur
Sulfur dioxide,20170101,Upton
Sulfur dioxide,20170101,Uvalde
Sulfur dioxide,20170101,Val Verde
Sulfur dioxide,20170101,Van Zandt
Sulfur dioxide,20170101,Victoria
Sulfur dioxide,20170101,Walker
Sulfur dioxide,20170101,Waller
Sulfur dioxide,20170101,Ward
Sulfur dioxide,20170101,Washington
Sulfur dioxide,20170101,Webb
Sulfur dioxide,20170101,Wharton
Sulfur dioxide,20170101,Wheeler
Sulfur dioxide,20170101,Wichita
Sulfur dioxide,20170101,Wilbarger
Sulfur dioxide,20170101,Willacy
Sulfur dioxide,20170101,Williamson
Sulfur dioxide,20170101,Wilson
Sulfur dioxide,20170101,Winkler
Sulfur dioxide,20170101,Wise
Sulfur dioxide,20170101,Wood
Sulfur dioxide,20170101,Yoakum
Sulfur dioxide,20170101,Young
Sulfur dioxide,20170101,Zapata
Sulfur dioxide,20170101,Zavala
Nitrogen dioxide (NO2),20170101,Anderson
Nitrogen dioxide (NO2),20170101,Andrews
Nitrogen dioxide (NO2),20170101,Angelina
Nitrogen dioxide (NO2),20170101,Aransas
Nitrogen dioxide (NO2),20170101,Archer
Nitrogen dioxide (NO2),20170101,Armstrong
Nitrogen dioxide (NO2),20170101,Atascosa
Nitrogen dioxide (NO2),20170101,Austin
Nitrogen dioxide (NO2),20170101,Bailey
Nitrogen dioxide (NO2),20170101,Bandera
