orisCode,state,county,unitId,fuel,match
61242,TX,Victoria County,CT1,Pipeline Natural Gas,False
61242,TX,Victoria County,CT2,Pipeline Natural Gas,False
61966,TX,Victoria County,CT1,Pipeline Natural Gas,False
61966,TX,Victoria County,CT2,Pipeline Natural Gas,False
63335,TX,Harris County,CT-1,Pipeline Natural Gas,False
63335,TX,Harris County,CT-7,Pipeline Natural Gas,False
63335,TX,Harris County,CT-2,Pipeline Natural Gas,False
63335,TX,Harris County,CT-5,Pipeline Natural Gas,False
63335,TX,Harris County,CT-6,Pipeline Natural Gas,False
63335,TX,Harris County,CT-3,Pipeline Natural Gas,False
63335,TX,Harris County,CT-4,Pipeline Natural Gas,False
63335,TX,Harris County,CT-8,Pipeline Natural Gas,False
63688,TX,Galveston County,CT-3,Pipeline Natural Gas,False
63688,TX,Galveston County,CT-8,Pipeline Natural Gas,False
63688,TX,Galveston County,CT-2,Pipeline Natural Gas,False
63688,TX,Galveston County,CT-5,Pipeline Natural Gas,False
63688,TX,Galveston County,CT-4,Pipeline Natural Gas,False
63688,TX,Galveston County,CT-1,Pipeline Natural Gas,False
63688,TX,Galveston County,CT-6,Pipeline Natural Gas,False
63688,TX,Galveston County,CT-10,Pipeline Natural Gas,False
63688,TX,Galveston County,CT-7,Pipeline Natural Gas,False
63688,TX,Galveston County,CT-9,Pipeline Natural Gas,False
