name,plant_id,Plant Code,Generator ID,Energy Source 1,match
Baytown,55327,55327,STG1,Natural Gas,True
Jack,55357,55357,CTG1,Natural Gas,True
Jack,55357,55357,CTG2,Natural Gas,True
Jack,55357,55357,STG1,Natural Gas,True
Cottonwood,55358,55358,CT1,Natural Gas,True
Cottonwood,55358,55358,CT2,Natural Gas,True
Cottonwood,55358,55358,CT3,Natural Gas,True
Cottonwood,55358,55358,CT4,Natural Gas,True
Cottonwood,55358,55358,ST1,Natural Gas,True
Cottonwood,55358,55358,ST2,Natural Gas,True
Cottonwood,55358,55358,ST3,Natural Gas,True
Cottonwood,55358,55358,ST4,Natural Gas,True
Exelon,55365,55365,GT1,Natural Gas,True
Exelon,55365,55365,GT2,Natural Gas,True
Exelon,55365,55365,GT3,Natural Gas,True
Exelon,55365,55365,GT4,Natural Gas,True
State,55390,55390,2A,Petroleum,False
State,55390,55390,2B,Petroleum,False
State,55390,55390,3A,Petroleum,False
State,55390,55390,3B,Petroleum,False
State,55390,55390,4A,Petroleum,False
State,55390,55390,4B,Petroleum,False
Deer,55464,55464,CTG1,Natural Gas,True
Deer,55464,55464,CTG2,Natural Gas,True
Deer,55464,55464,CTG3,Natural Gas,True
Deer,55464,55464,CTG4,Natural Gas,True
Deer,55464,55464,CTG6,Natural Gas,False
Deer,55464,55464,STG1,Natural Gas,True
Green,55470,55470,ST1,Natural Gas,True
Green,55470,55470,ST805,Natural Gas,True
Green,55470,55470,TR1,Natural Gas,True
Green,55470,55470,TR2,Natural Gas,True
Green,55470,55470,TR3,Natural Gas,True
Forney,55480,55480,ST1,Natural Gas,True
Forney,55480,55480,ST2,Natural Gas,True
Forney,55480,55480,U1,Natural Gas,True
Forney,55480,55480,U2,Natural Gas,True
Forney,55480,55480,U3,Natural Gas,True
Forney,55480,55480,U4,Natural Gas,True
Forney,55480,55480,U5,Natural Gas,True
Forney,55480,55480,U6,Natural Gas,True
Hidalgo,55545,55545,CTG1,Natural Gas,True
Hidalgo,55545,55545,CTG2,Natural Gas,True
Hidalgo,55545,55545,STG1,Natural Gas,True
Security,55556,55556,GEN5,Renewable,False
Security,55556,55556,UNT2,Renewable,False
Llano,55579,55579,EXIS,Wind,False
King,55581,55581,EXIS,Wind,False
Harrison,55664,55664,GT-1,Natural Gas,True
Harrison,55664,55664,GT-2,Natural Gas,True
Harrison,55664,55664,ST-1,Natural Gas,True
Nacogdoches,55708,55708,STG4,Renewable,False
NWP,55747,55747,NWP2,Wind,False
Woodward,55795,55795,01,Wind,False
Woodward,55796,55796,01,Wind,False
Trent,55968,55968,WTG1,Wind,False
Desert,55992,55992,1,Wind,False
Brazos,56111,56111,GEN1,Wind,False
Tessman,56113,56113,1,Renewable,False
Tessman,56113,56113,2,Renewable,False
Tessman,56113,56113,3,Renewable,False
Tessman,56113,56113,4,Renewable,False
Tessman,56113,56113,5,Renewable,False
Tessman,56113,56113,6,Renewable,False
Tessman,56113,56113,7,Renewable,False
Freeport,56152,56152,CTG1,Natural Gas,False
Freeport,56152,56152,STG1,Natural Gas,False
Sweetwater,56211,56211,SW1,Wind,False
Sweetwater,56212,56212,SW2,Wind,False
Aeolus,56225,56225,V90,Wind,False
EG178,56233,56233,CT02,Natural Gas,False
EG178,56233,56233,CTG1,Natural Gas,False
EG178,56233,56233,STG,Natural Gas,False
Buffalo,56240,56240,1,Wind,False
Callahan,56270,56270,1,Wind,False
Horse,56291,56291,1,Wind,False
Horse,56291,56291,2,Wind,False
Horse,56291,56291,3,Wind,False
Sweetwater,56311,56311,SW3,Wind,False
Mustang,56326,56326,GEN1,Natural Gas,True
Mustang,56326,56326,GEN2,Natural Gas,True
Mustang,56326,56326,GEN3,Natural Gas,True
Sweetwater,56337,56337,SW4,Wind,False
Quail,56349,56349,CT1A,Natural Gas,True
Quail,56349,56349,CT1B,Natural Gas,True
Quail,56349,56349,CT2A,Natural Gas,True
Quail,56349,56349,CT2B,Natural Gas,True
Quail,56349,56349,ST1,Natural Gas,True
Quail,56349,56349,ST2,Natural Gas,True
Colorado,56350,56350,CT1A,Natural Gas,True
Colorado,56350,56350,CT1B,Natural Gas,True
Colorado,56350,56350,CT2A,Natural Gas,True
Colorado,56350,56350,CT2B,Natural Gas,True
Colorado,56350,56350,ST1,Natural Gas,True
Colorado,56350,56350,ST2,Natural Gas,True
Sweetwater,56372,56372,SW5,Wind,False
Robert,56374,56374,CT1,Natural Gas,False
Robert,56374,56374,DG1,Petroleum,False
Forest,56394,56394,1,Wind,False
Mesquite,56395,56395,1,Wind,False
Wildorado,56432,56432,1,Wind,False
Post,56457,56457,1,Wind,False
Sand,56479,56479,2,Wind,False
Post,56483,56483,1,Wind,False
Buffalo,56484,56484,1,Wind,False
Scurry,56506,56506,SCW,Wind,False
Austin,56524,56524,GEN1,Renewable,False
Austin,56524,56524,GEN2,Renewable,False
Austin,56524,56524,GEN3,Renewable,False
Porterhouse,56560,56560,JDW4,Wind,False
Filet,56561,56561,JDW5,Wind,False
Tenderloin,56562,56562,JDW6,Wind,False
Champion,56592,56592,CH1,Wind,False
Roscoe,56593,56593,RO1,Wind,False
Snyder,56602,56602,SNY1,Wind,False
San,56603,56603,SJC1,Natural Gas,True
San,56603,56603,SJC2,Natural Gas,True
Hardin,56604,56604,HC1,Natural Gas,True
Hardin,56604,56604,HC2,Natural Gas,True
Sandy,56611,56611,S01,Coal,True
Buffalo,56638,56638,GEN1,Wind,False
Stanton,56644,56644,1,Wind,False
Majestic,56648,56648,1,Wind,False
South,56649,56649,1,Wind,False
Pattern,56661,56661,1,Wind,False
Whirlwind,56673,56673,WEC,Wind,False
Winchester,56674,56674,CGT1,Natural Gas,True
Winchester,56674,56674,CGT2,Natural Gas,True
Winchester,56674,56674,CGT3,Natural Gas,True
Winchester,56674,56674,CGT4,Natural Gas,True
CFB,56708,56708,G2101,Natural Gas,False
CFB,56708,56708,G2201,Natural Gas,False
Goat,56754,56754,1,Wind,False
Goat,56754,56754,2,Wind,False
Capricorn,56763,56763,1,Wind,False
Capricorn,56763,56763,2,Wind,False
Capricorn,56763,56763,3,Wind,False
Capricorn,56763,56763,4,Wind,False
Silver,56771,56771,1,Wind,False
McAdoo,56773,56773,1,Wind,False
Turkey,56774,56774,1,Wind,False
Scurry,56775,56775,1,Wind,False
Gunsight,56776,56776,1,Wind,False
Sherbino,56779,56779,1,Wind,False
Elbow,56783,56783,1,Wind,False
Penascal,56795,56795,1,Wind,False
Cedar,56806,56806,4,Natural Gas,True
Cedar,56806,56806,41,Natural Gas,True
Cedar,56806,56806,42,Natural Gas,True
Hackberry,56823,56823,HWFG1,Wind,False
Ribeye,56835,56835,1,Wind,False
T-Bone,56836,56836,1,Wind,False
Tri-Tip,56837,56837,1,Wind,False
Brisket,56838,56838,1,Wind,False
Flat,56839,56839,1,Wind,False
Covel,56864,56864,1,Renewable,False
Covel,56864,56864,2,Renewable,False
Covel,56864,56864,3,Renewable,False
Covel,56864,56864,4,Renewable,False
Covel,56864,56864,5,Renewable,False
Covel,56864,56864,6,Renewable,False
Great,56905,56905,1,Wind,False
Panther,56920,56920,1,Wind,False
Panther,56921,56921,1,Wind,False
Bull,56956,56956,001,Wind,False
Ocotillo,56959,56959,OWF,Wind,False
Notrees,56961,56961,BATT,Other,False
Notrees,56961,56961,GE,Wind,False
Notrees,56961,56961,VESTA,Wind,False
Panther,56979,56979,1,Wind,False
Pyron,56981,56981,1,Wind,False
Pyron,56981,56981,PYRBT,Other,False
Papalote,56983,56983,1,Wind,False
Inadale,56984,56984,1,Wind,False
Inadale,56984,56984,INABT,Other,False
Westside,57020,57020,GEN1,Renewable,False
Westside,57020,57020,GEN2,Renewable,False
Denton,57071,57071,1,Renewable,False
Penascal,57095,57095,1,Wind,False
Langford,57153,57153,1,Wind,False
Barton,57156,57156,BC,Wind,False
Farmers,57165,57165,GEN1,Renewable,False
Farmers,57165,57165,GEN2,Renewable,False
Mesquite,57167,57167,GEN1,Renewable,False
Mesquite,57167,57167,GEN2,Renewable,False
Blue,57197,57197,1,Solar,False
Papalote,57212,57212,1,Wind,False
Cedro,57260,57260,1,Wind,False
Little,57263,57263,LP1,Wind,False
Little,57264,57264,LP2,Wind,False
Loraine,57303,57303,LWG1,Wind,False
Loraine,57303,57303,LWG2,Wind,False
Mont,57322,57322,GT01,Natural Gas,False
Sunray,57326,57326,WND1,Wind,False
Sherbino,57415,57415,1,Wind,False
Ralls,57474,57474,1,Wind,False
TECO,57504,57504,CHP1,Natural Gas,False
DeWind,57517,57517,FRISC,Wind,False
Trinity,57520,57520,1,Wind,False
Hidalgo,57617,57617,GEN1,Wind,False
Webberville,57699,57699,AES1,Solar,False
Suzlon,57741,57741,SP111,Wind,False
Suzlon,57741,57741,SP97,Wind,False
Los,57751,57751,1,Wind,False
Los,57752,57752,1,Wind,False
Magic,57802,57802,MV1,Wind,False
Antelope,57865,57865,E01,Natural Gas,True
Antelope,57865,57865,E02,Natural Gas,True
Antelope,57865,57865,E03,Natural Gas,True
Antelope,57865,57865,E04,Natural Gas,False
Antelope,57865,57865,E05,Natural Gas,False
Antelope,57865,57865,E06,Natural Gas,False
Antelope,57865,57865,E07,Natural Gas,False
Antelope,57865,57865,E08,Natural Gas,False
Antelope,57865,57865,E09,Natural Gas,False
Antelope,57865,57865,E10,Natural Gas,False
Antelope,57865,57865,E11,Natural Gas,False
Antelope,57865,57865,E12,Natural Gas,False
Antelope,57865,57865,E13,Natural Gas,False
Antelope,57865,57865,E14,Natural Gas,False
Antelope,57865,57865,E15,Natural Gas,False
Antelope,57865,57865,E16,Natural Gas,False
Antelope,57865,57865,E17,Natural Gas,False
Antelope,57865,57865,E18,Natural Gas,False
Golden,57866,57866,PWR,Wind,False
Baffin,57927,57927,1,Wind,False
Woodall,57952,57952,GEN1,Natural Gas,False
Woodall,57952,57952,GEN2,Natural Gas,False
Woodall,57952,57952,GEN3,Natural Gas,False
Spinning,57973,57973,GEN1,Wind,False
Bobcat,57974,57974,GEN1,Wind,False
Senate,57981,57981,GEN1,Wind,False
Stephens,57983,57983,1,Wind,False
Stephens,57983,57983,2,Wind,False
Anacacho,58000,58000,ANA,Wind,False
Panda,58001,58001,CTG-1,Natural Gas,True
Panda,58001,58001,CTG-2,Natural Gas,True
Panda,58001,58001,CTG-3,Natural Gas,True
Panda,58001,58001,CTG-4,Natural Gas,True
Panda,58001,58001,STG-1,Natural Gas,True
Panda,58001,58001,STG-2,Natural Gas,True
Panda,58005,58005,CTG-1,Natural Gas,True
Panda,58005,58005,CTG-2,Natural Gas,True
Panda,58005,58005,STG-1,Natural Gas,True
SunE,58009,58009,1,Solar,False
SunE,58009,58009,2,Solar,False
IKEA,58013,58013,PV,Solar,False
Whitetail,58021,58021,1,Wind,False
SunE,58027,58027,1,Solar,False
BayWa,58048,58048,1,Wind,False
SunE,58068,58068,1,Solar,False
PRSI,58069,58069,55M1,Petroleum,False
Wolf,58080,58080,1,Wind,False
Central,58151,58151,GTG01,Natural Gas,False
Central,58151,58151,STG02,Natural Gas,False
Central,58151,58151,STG04,Natural Gas,False
Cirrus,58162,58162,CW,Wind,False
Pattern,58242,58242,1,Wind,False
Goldthwaite,58321,58321,1,Wind,False
Majestic,58363,58363,WND1,Wind,False
Blue,58372,58372,GEN1,Wind,False
W.A.,58378,58378,GT2,Natural Gas,True
Pantex,58404,58404,1,Wind,False
Harbor,58424,58424,1,Wind,False
Ector,58471,58471,CTG1,Natural Gas,True
Ector,58471,58471,CTG2,Natural Gas,True
Bryan,58488,58488,1,Solar,False
OCI,58537,58537,1,Solar,False
OCI,58537,58537,ASTRO,Other,False
Montana,58562,58562,GT-1,Natural Gas,True
Montana,58562,58562,GT-2,Natural Gas,True
Montana,58562,58562,GT-3,Natural Gas,True
Montana,58562,58562,GT-4,Natural Gas,True
Grandview,58596,58596,GRVWI,Wind,False
Patriot,58614,58614,PAT1,Wind,False
RC,58645,58645,RCT1,Hydro,False
RC,58645,58645,RCT2,Hydro,False
RC,58645,58645,RCT3,Hydro,False
Route,58681,58681,RT661,Wind,False
Barilla,58710,58710,BRLA,Solar,False
OCI,58716,58716,1,Solar,False
OCI,58717,58717,1,Solar,False
Pattern,58720,58720,1,Wind,False
Miami,58765,58765,1,Wind,False
Wake,58766,58766,1,Wind,False
Longhorn,58772,58772,GEN1,Wind,False
TX,58773,58773,GEN1,Wind,False
Spinning,58774,58774,GEN1,Wind,False
Spinning,58775,58775,GEN1,Wind,False
Elk,58835,58835,ELK1,Natural Gas,False
Elk,58835,58835,ELK2,Natural Gas,False
Elk,58835,58835,ELK3,Natural Gas,False
Keechi,58838,58838,KW1,Wind,False
Rentech,58870,58870,MG202,Other,False
Woodville,58944,58944,G1,Renewable,False
Ameresco,58946,58946,ENG1,Renewable,False
Ameresco,58946,58946,ENG2,Renewable,False
Ameresco,58946,58946,ENG3,Renewable,False
Mariah,59005,59005,MAR1,Wind,False
Shannon,59034,59034,SHAN1,Wind,False
Stella,59063,59063,WT1,Wind,False
Bruennings,59066,59066,MVII,Wind,False
Colbeck's,59068,59068,GVII,Wind,False
Cameron,59118,59118,CAM1,Wind,False
Freeport,59145,59145,65GTG,Natural Gas,False
Chapman,59193,59193,CHA1,Wind,False
OCI,59204,59204,OCIA3,Solar,False
OCI,59205,59205,OCIA5,Solar,False
Alamo,59206,59206,OCIA6,Solar,False
OCI,59207,59207,OCIA7,Solar,False
Windthorst-2,59238,59238,WND2,Wind,False
Lorenzo,59244,59244,FIBE1,Wind,False
Fluvanna,59245,59245,FLUV1,Wind,False
Hale,59247,59247,HALE1,Wind,False
Los,59320,59320,GEN1,Wind,False
Los,59321,59321,GEN1,Wind,False
Mesquite,59332,59332,MSCRK,Wind,False
The,59381,59381,GT-1,Natural Gas,False
South,59384,59384,1,Wind,False
Red,59391,59391,ENG01,Natural Gas,False
Red,59391,59391,ENG02,Natural Gas,False
Red,59391,59391,ENG03,Natural Gas,False
Red,59391,59391,ENG04,Natural Gas,False
Red,59391,59391,ENG05,Natural Gas,False
Red,59391,59391,ENG06,Natural Gas,False
Red,59391,59391,ENG07,Natural Gas,False
Red,59391,59391,ENG08,Natural Gas,False
Red,59391,59391,ENG09,Natural Gas,False
Red,59391,59391,ENG10,Natural Gas,False
Red,59391,59391,ENG11,Natural Gas,False
Red,59391,59391,ENG12,Natural Gas,False
Newman,59407,59407,NEW1,Solar,False
Pleasant,59417,59417,WT1,Wind,False
Logans,59442,59442,1,Wind,False
Palo,59475,59475,GE1.7,Wind,False
TX,59621,59621,JRWND,Wind,False
Nelson,59649,59649,UNIT1,Renewable,False
Nelson,59649,59649,UNIT2,Renewable,False
Nelson,59649,59649,UNIT3,Renewable,False
Nelson,59649,59649,UNIT4,Renewable,False
Sendero,59654,59654,1,Wind,False
San,59712,59712,SRWI,Wind,False
Green,59732,59732,GPI,Wind,False
Green,59733,59733,GPII,Wind,False
Briscoe,59734,59734,BFW,Wind,False
Wolf,59812,59812,CGT4,Natural Gas,True
Wolf,59812,59812,CGT5,Natural Gas,True
Wolf,59812,59812,STG6,Natural Gas,True
Sky,59938,59938,UNIT1,Natural Gas,False
Sky,59938,59938,UNIT2,Natural Gas,False
Sky,59938,59938,UNIT3,Natural Gas,False
Sky,59938,59938,UNIT4,Natural Gas,False
Sky,59938,59938,UNIT5,Natural Gas,False
Sky,59938,59938,UNIT6,Natural Gas,False
Rattlesnake,59943,59943,1,Wind,False
Bearkat,59972,59972,BRKAT,Wind,False
RE,59994,59994,ROSEK,Solar,False
Buckthorn,60044,60044,BKTH1,Solar,False
Los,60059,60059,1,Wind,False
South,60087,60087,SPII,Wind,False
Javelina,60104,60104,GEWTG,Wind,False
Colorado,60122,60122,CT7,Natural Gas,True
Colorado,60122,60122,CT8,Natural Gas,True
Colorado,60122,60122,STG9,Natural Gas,True
Castle,60123,60123,BAT1,Other,False
Castle,60123,60123,CGAP,Solar,False
Cotton,60210,60210,CPWF,Wind,False
Rocksprings,60217,60217,RKSP,Wind,False
Bacliff,60264,60264,BCGT1,Natural Gas,True
Bacliff,60264,60264,BCGT2,Natural Gas,True
Bacliff,60264,60264,BCGT3,Natural Gas,True
Bacliff,60264,60264,BCGT4,Natural Gas,True
Bacliff,60264,60264,BCGT5,Natural Gas,True
Bacliff,60264,60264,BCGT6,Natural Gas,True
Blue,60270,60270,WT1,Wind,False
Montana,60300,60300,IMPV1,Solar,False
Electra,60338,60338,EWF,Wind,False
Horse,60339,60339,HCWF,Wind,False
Old,60366,60366,OSWF,Wind,False
Lamesa,60372,60372,LSPV1,Solar,False
Bethel,60414,60414,GEN1,Wind,False
CoServ,60427,60427,CSS1,Solar,False
East,60436,60436,1,Solar,False
Port,60459,60459,PC1,Natural Gas,True
Port,60459,60459,PC2,Natural Gas,True
Chamon,60460,60460,CH1,Natural Gas,True
Chamon,60460,60460,CH2,Natural Gas,True
Friendswood,60468,60468,GT-1,Natural Gas,True
CPS,60472,60472,CPS1,Solar,False
Tyler,60502,60502,GEN1,Wind,False
ETT,60506,60506,BOB,Other,False
Upton,60581,60581,UCTX,Solar,False
Javelina,60645,60645,WJ21,Wind,False
Rabbit,60649,60649,1,Other,False
Salt,60657,60657,GEN1,Wind,False
Pearl,60682,60682,PEARL,Solar,False
Blue,60690,60690,WBSS,Other,False
Rattlesnake,60743,60743,WT1,Wind,False
Phantom,60774,60774,GEN1,Solar,False
Bluebell,60789,60789,UNIT1,Solar,False
Astra,60856,60856,ASTRA,Wind,False
Willow,60901,60901,WSPWF,Wind,False
Dermott,60902,60902,DERM,Wind,False
Buckthorn,60983,60983,BWIND,Wind,False
Santa,60987,60987,GEN1,Wind,False
SolaireHolman,60989,60989,PV1,Solar,False
Cactus,61001,61001,WT1,Wind,False
Heart,61032,61032,HTX,Wind,False
Bandera,61205,61205,PV1,Solar,False
Flat,61212,61212,FTWI,Wind,False
Victoria,61241,61241,VC-1,Natural Gas,False
Victoria,61241,61241,VC-2,Natural Gas,False
Victoria,61242,61242,VP-1,Natural Gas,False
Victoria,61242,61242,VP-2,Natural Gas,False
IKEA,61309,61309,PV1,Solar,False
Karankawa,61343,61343,WT1,Wind,False
Arlington,61355,61355,HY1,Hydro,False
NRG,61362,61362,ECBS,Other,False
Midway,61368,61368,PV1,Solar,False
Walnut,61370,61370,GEN1,Solar,False
Foard,61402,61402,FOARD,Wind,False
Highway,61409,61409,GEN1,Solar,False
Whitesboro,61410,61410,GEN1,Solar,False
Whitesboro,61411,61411,GEN1,Solar,False
Gopher,61417,61417,GCWF,Wind,False
E-Volve,61493,61493,SEALY,Solar,False
Marlin,61513,61513,GEN1,Solar,False
North,61514,61514,GEN1,Solar,False
Whitewright,61524,61524,GEN1,Solar,False
Leon,61532,61532,GEN1,Solar,False
UL,61589,61589,MT-1,Wind,False
UL,61589,61589,UT-1,Wind,False
West,61625,61625,GEN1,Solar,False
Denton,61643,61643,DEC1,Natural Gas,False
Denton,61643,61643,DEC10,Natural Gas,False
Denton,61643,61643,DEC11,Natural Gas,False
Denton,61643,61643,DEC12,Natural Gas,False
Denton,61643,61643,DEC2,Natural Gas,False
Denton,61643,61643,DEC3,Natural Gas,False
Denton,61643,61643,DEC4,Natural Gas,False
Denton,61643,61643,DEC5,Natural Gas,False
Denton,61643,61643,DEC6,Natural Gas,False
Denton,61643,61643,DEC7,Natural Gas,False
Denton,61643,61643,DEC8,Natural Gas,False
Denton,61643,61643,DEC9,Natural Gas,False
Wildcat,61674,61674,WT,Wind,False
Lamesa,61697,61697,IVORY,Solar,False
PowerFin,61700,61700,PFPKB,Solar,False
Kingsberry,61741,61741,KBESS,Other,False
Palmas,61773,61773,PW,Wind,False
Midway,61776,61776,MIDWY,Wind,False
Live,61782,61782,WTGS,Wind,False
Chisum,61810,61810,GEN1,Solar,False
PYCO,61848,61848,WT1,Wind,False
Rio,61865,61865,1,Wind,False
Bovine,61867,61867,GEN1,Solar,False
Bronson,61868,61868,GEN1,Solar,False
Sterling,61871,61871,GEN1,Solar,False
Lampwick,61872,61872,GEN1,Solar,False
Yellow,61873,61873,GEN1,Solar,False
Eddy,61874,61874,GEN1,Solar,False
Cascade,61875,61875,GEN1,Solar,False
Fort,61887,61887,DEPIC,Solar,False
Toyota,61895,61895,TOYHQ,Solar,False
Phoebe,61906,61906,PHOEB,Solar,False
Tahoka,61921,61921,TAH,Wind,False
Holstein,61962,61962,HSF01,Solar,False
Torrecillas,61969,61969,TWE,Wind,False
Blue,61970,61970,BSII,Wind,False
Santa,62038,62038,STRAE,Wind,False
Rambler,62141,62141,RMBLR,Solar,False
Amadeus,62142,62142,AM-TX,Wind,False
IKEA,62152,62152,570,Solar,False
Seymour,62227,62227,WTGS,Wind,False
Misae,62249,62249,77777,Solar,False
Mesteno,62258,62258,MES,Wind,False
Ranchero,62259,62259,RAN,Wind,False
Lockett,62356,62356,LOC,Wind,False
West,62415,62415,WOTP1,Solar,False
Peyton,62417,62417,WT1,Wind,False
Lapetus,62448,62448,LAP,Solar,False
"Roadrunner,",62561,62561,RODR1,Solar,False
"Roadrunner,",62561,62561,RODR2,Solar,False
Blue,62566,62566,BS3,Wind,False
Mesquite,62587,62587,MESQ,Wind,False
Commerce,62609,62609,BA1,Other,False
Commerce,62610,62610,PV1,Solar,False
Hidalgo,62618,62618,WT,Wind,False
Jumbo,62630,62630,WTGS1,Wind,False
GE-Lubbock,62642,62642,GE-P2,Wind,False
GE-Lubbock,62642,62642,GE-P3,Wind,False
Prospect,62753,62753,BESS,Other,False
Prospero,62755,62755,PROSP,Solar,False
NASA,62762,62762,CTG-1,Natural Gas,False
NASA,62762,62762,CTG-2,Natural Gas,False
El,62765,62765,CAMPO,Wind,False
Rippey,62773,62773,BTCOO,Solar,False
Kellam,62774,62774,BTKEL,Solar,False
ENGIE,62845,62845,SP1,Solar,False
Oberon,62932,62932,OBR1B,Solar,False
Oberon,62933,62933,OBR1A,Solar,False
Griffin,62953,62953,1080,Solar,False
Mars,63027,63027,20,Solar,False
Canadian,63030,63030,CBRKS,Wind,False
Prairie,63100,63100,WTG,Wind,False
Las,63101,63101,WTG,Wind,False
TPE,63180,63180,TXWHT,Solar,False
Impact,63222,63222,TXIM1,Solar,False
Wagyu,63273,63273,1215,Solar,False
Bluebell,63351,63351,BBS2,Solar,False
Oxy,63388,63388,SOLAR,Solar,False
CED,63519,63519,CRN1,Solar,False
CatanSolar,64079,64079,CS,Solar,False
Alexis,64227,64227,12001,Solar,False
Alvin,64293,64293,ALVIN,Other,False
Odessa,64294,64294,ODSA,Other,False
Angleton,64295,64295,ANGLE,Other,False
Brazoria,64296,64296,BRAZ,Other,False
Heights,64297,64297,H8S,Other,False
Magnolia,64298,64298,MANGO,Other,False
