date,plant_id,eia,epa,valid
2011Q1,3460,139600.0,147746.3,True
2011Q1,3464,16447.0,18307.86,True
2011Q1,3468,23127.0,28032.6,True
2011Q1,3469,178844.0,136843.89,True
2011Q1,3470,3982410.0,4250549.72,True
2011Q1,3476,74733.0,78585.04999999999,True
2011Q1,3477,0.0,0.0,True
2011Q1,3478,227734.0,243855.08000000002,True
2011Q1,3482,364538.0,376721.03,True
2011Q1,3483,-429.0,0.0,True
2011Q1,3484,163600.0,178541.51,True
2011Q1,3485,273514.0,296927.74,True
2011Q1,3489,-1.0,-1.0,False
2011Q1,3490,38432.0,43192.36,True
2011Q1,3491,64630.0,68585.92000000001,True
2011Q1,3492,18185.0,19067.61,True
2011Q1,3494,51432.0,38755.37,True
2011Q1,3497,2110232.0,2250913.48,True
2011Q1,3502,-1.0,-1.0,False
2011Q1,3504,34590.0,38117.84,True
2011Q1,3507,16516.0,17059.460000000003,True
2011Q1,3548,94451.0,101861.02,True
2011Q1,3559,14311.54,19871.25,True
2011Q1,3561,483.0,0.0,True
2011Q1,3574,0.0,0.0,True
2011Q1,3576,8948.0,9911.5,True
2011Q1,3601,52190.0,56191.0,True
2011Q1,3602,41553.329,37621.880000000005,True
2011Q1,3604,69235.421,79408.51,True
2011Q1,3609,22747.0,24226.5,True
2011Q1,3611,36126.0,41954.25,True
2011Q1,3612,77316.0,208797.25,True
2011Q1,7512,120677.0,208797.25,True
2011Q1,3613,-335.0,0.0,True
2011Q1,3628,39717.0,42381.5,True
2011Q1,3631,64954.0,54470.11,True
2011Q1,4195,3039.001,1143.0,True
2011Q1,4266,0.0,0.0,True
2011Q1,4937,59883.0,64537.0,True
2011Q1,4939,532016.0,548385.9299999999,True
2011Q1,6136,578375.0,609319.94,True
2011Q1,6139,2631867.0,2752663.8899999997,True
2011Q1,6146,4260666.0,4609514.32,True
2011Q1,6147,2825915.0,3021906.29,True
2011Q1,6178,1320352.0,1382085.0,True
2011Q1,6179,2393271.0,2540730.25,True
2011Q1,6180,1549458.0,2727726.66,True
2011Q1,6181,1515638.0,1554105.75,True
2011Q1,6183,495942.0,553694.5,True
2011Q1,6193,1844648.0,1961445.0,True
2011Q1,6194,1229883.0,1291925.16,True
2011Q1,6243,27219.811,24425.03,True
2011Q1,6648,1178373.0,1284898.12,True
2011Q1,7030,541091.0,619586.0,True
2011Q1,7097,2151802.0,2250056.75,True
2011Q1,7325,162776.614,208093.6,True
2011Q1,55545,524657.0,536811.77,True
2011Q1,7900,211864.0,222657.78000000003,True
2011Q1,7902,1318276.0,1419127.98,True
2011Q1,8063,29833.0,30029.59,True
2011Q1,10298,458384.0,470741.30000000005,True
2011Q1,50109,30428.0,30933.019999999997,True
2011Q1,50137,3440.077,5534.449999999999,True
2011Q1,50615,-1.0,-1.0,False
2011Q1,50625,960731.0,1253913.4,True
2011Q1,50815,741783.0,760859.04,True
2011Q1,52071,1097322.0,1158873.7400000002,True
2011Q1,52088,257220.0,331526.32,True
2011Q1,52176,27007.0,27789.149999999998,True
2011Q1,54817,349471.0,362017.84,True
