"STATE","FACILITY_NAME","ORISPL_CODE","UNITID","OP_DATE","SUM_OP_TIME","COUNT_OP_TIME","GLOAD (MWh)","SLOAD (1000 lbs)","SO2_MASS (tons)","SO2_RATE (lbs/mmBtu)","NOX_RATE (lbs/mmBtu)","NOX_MASS (tons)","CO2_MASS (tons)","CO2_RATE (tons/mmBtu)","HEAT_INPUT (mmBtu)","FAC_ID","UNIT_ID"
"TX","Copper Station","9","CTG-1","02-02-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-03-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-04-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-05-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-06-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-07-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-08-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-09-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-10-2012",".55","1","2.2","","0",".001",".15",".012","","","158.895","8237","90211"
"TX","Copper Station","9","CTG-1","02-11-2012","3.43","4","72.29","","0",".001",".2435",".189","","","1498.653","8237","90211"
"TX","Copper Station","9","CTG-1","02-12-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-13-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-14-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-15-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-16-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-17-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-18-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-19-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-20-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-21-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-22-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-23-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-24-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-25-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-26-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-27-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-28-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","02-29-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-01-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-02-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-03-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-04-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-05-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-06-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-07-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-08-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-09-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-10-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-11-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-12-2012","1.62","3","4.71","","0",".001",".1923",".052","","","424.237","8237","90211"
"TX","Copper Station","9","CTG-1","03-13-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-14-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-15-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-16-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-17-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-18-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-19-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-20-2012","4.43","5","165.03","",".001",".001",".2384",".32","","","2673.081","8237","90211"
"TX","Copper Station","9","CTG-1","03-21-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-22-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-23-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-24-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-25-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-26-2012","4.98","6","161.71","",".001",".001",".2595",".363","","","2761.5","8237","90211"
"TX","Copper Station","9","CTG-1","03-27-2012","2.05","3","53.22","","0",".001",".23",".139","","","998.089","8237","90211"
"TX","Copper Station","9","CTG-1","03-28-2012","2.92","4","110.6","",".001",".001",".27",".276","","","1807.028","8237","90211"
"TX","Copper Station","9","CTG-1","03-29-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-30-2012","0","0","","","","","","","","","","8237","90211"
"TX","Copper Station","9","CTG-1","03-31-2012","0","0","","","","","","","","","","8237","90211"
"TX","Oklaunion Power Station","127","1","01-01-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-02-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-03-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-04-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-05-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-06-2012","8.6","10","8.6","",".086",".0358",".0447",".084","267.127",".105","2546.066","23","81"
"TX","Oklaunion Power Station","127","1","01-07-2012","20.96","22","20.96","",".593",".155",".148",".581","773.912",".105","7377.524","23","81"
"TX","Oklaunion Power Station","127","1","01-08-2012","24","24","3521","","3.524",".1629",".2236","5.092","4322.9",".105","41220","23","81"
"TX","Oklaunion Power Station","127","1","01-09-2012","24","24","11379","","12.655",".2082",".3313","19.208","12365.3",".105","117897.7","23","81"
"TX","Oklaunion Power Station","127","1","01-10-2012","24","24","16573","","17.456",".2097",".375","31.191","17464.1",".105","166515.6","23","81"
"TX","Oklaunion Power Station","127","1","01-11-2012","24","24","10442","","11.797",".2155",".3423","18.623","11169.4",".105","106497.7","23","81"
"TX","Oklaunion Power Station","127","1","01-12-2012","24","24","12705","","13.117",".199",".3713","25.404","13841.2",".105","131972.1","23","81"
"TX","Oklaunion Power Station","127","1","01-13-2012","24","24","10598","","12.643",".2273",".288","16.054","11385.2",".105","108555.6","23","81"
"TX","Oklaunion Power Station","127","1","01-14-2012","24","24","10169","","11.633",".2243",".3167","16.73","10930.4",".105","104217.4","23","81"
"TX","Oklaunion Power Station","127","1","01-15-2012","24","24","6191","","6.765",".2016",".3371","11.11","6921.8",".105","65998.9","23","81"
"TX","Oklaunion Power Station","127","1","01-16-2012","23.83","24","5025.65","","5.597",".2102",".3261","9.112","5788.644",".105","55194.627","23","81"
"TX","Oklaunion Power Station","127","1","01-17-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-18-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-19-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-20-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-21-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-22-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-23-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-24-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-25-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-26-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-27-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-28-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-29-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-30-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","01-31-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","02-01-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","02-02-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","02-03-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","02-04-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","02-05-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","02-06-2012","0","0","","","","","","","","","","23","81"
"TX","Oklaunion Power Station","127","1","02-07-2012","11.82","12","11.82","",".191",".0727",".07",".167","361.348",".105","3447.976","23","81"
"TX","Oklaunion Power Station","127","1","02-08-2012","24","24","4633","","5.804",".1904",".2343","7.566","5724.6",".105","54582.1","23","81"
"TX","Oklaunion Power Station","127","1","02-09-2012","24","24","10141","","10.607",".203",".295","14.739","10936.7",".105","104278.6","23","81"
"TX","Oklaunion Power Station","127","1","02-10-2012","24","24","11380","","11.867",".2013",".3264","18.88","12274.8",".105","117036.2","23","81"
"TX","Oklaunion Power Station","127","1","02-11-2012","24","24","10665","","10.834",".2028",".3261","17.079","11224.3",".105","107020.1","23","81"
"TX","Oklaunion Power Station","127","1","02-12-2012","24","24","14481","","15.584",".2169",".3493","25.269","15072.3",".105","143710.2","23","81"
"TX","Oklaunion Power Station","127","1","02-13-2012","24","24","14267","","14.843",".2102",".3503","24.86","14819.2",".105","141296.1","23","81"
"TX","Oklaunion Power Station","127","1","02-14-2012","24","24","12790","","13.605",".2116",".337","22.067","13450.6",".105","128248.5","23","81"
"TX","Oklaunion Power Station","127","1","02-15-2012","24","24","9690","","9.251",".1876",".2865","13.79","10255",".105","97780.4","23","81"
"TX","Oklaunion Power Station","127","1","02-16-2012","24","24","12098","","14.02",".2263",".3083","20.467","13043.1",".105","124361.9","23","81"
"TX","Oklaunion Power Station","127","1","02-17-2012","24","24","11957","","14.635",".2448",".2972","18.146","12573.9",".105","119891.5","23","81"
"TX","Oklaunion Power Station","127","1","02-18-2012","23.17","24","8534.17","","10.526",".3284",".234","11.61","9461.323",".105","90209.427","23","81"
"TX","Oklaunion Power Station","127","1","02-19-2012","24","24","10928","","11.891",".2163",".2757","15.054","11684",".105","111402.9","23","81"
"TX","Oklaunion Power Station","127","1","02-20-2012","24","24","7522","","8.305",".2119",".3259","12.158","8196.3",".105","78146.5","23","81"
"TX","Oklaunion Power Station","127","1","02-21-2012","24","24","7423","","8.048",".2091",".2783","10.588","8079.5",".105","77035.9","23","81"
"TX","Oklaunion Power Station","127","1","02-22-2012","24","24","6315","","7.263",".2184",".3192","9.976","6867.1",".105","65477","23","81"
"TX","Oklaunion Power Station","127","1","02-23-2012","24","24","5502","","6.085",".2107",".3436","9.747","6060.1",".105","57783.3","23","81"
"TX","Oklaunion Power Station","127","1","02-24-2012","24","24","11235","","12.535",".2101",".2885","16.964","12256.7",".105","116864.7","23","81"
"TX","Oklaunion Power Station","127","1","02-25-2012","24","24","6177","","6.835",".2052",".3173","10.126","6941.7",".105","66184.9","23","81"
"TX","Oklaunion Power Station","127","1","02-26-2012","24","24","5859","","6.145",".1974",".313","9.528","6520.2",".105","62168.9","23","81"
"TX","Oklaunion Power Station","127","1","02-27-2012","24","24","10538","","11.467",".2083",".314","17.442","11473.7",".105","109398.3","23","81"
"TX","Oklaunion Power Station","127","1","02-28-2012","24","24","6049","","6.663",".2089",".3198","9.752","6655.5",".105","63458.2","23","81"
"TX","Oklaunion Power Station","127","1","02-29-2012","24","24","10882","","11.703",".2208",".3085","16.689","10951.4",".105","104417.5","23","81"
"TX","Oklaunion Power Station","127","1","03-01-2012","24","24","6474","","7.231",".2174",".3108","9.953","6924.6",".105","66025.3","23","81"
"TX","Oklaunion Power Station","127","1","03-02-2012","24","24","12313","","14.447",".2273",".378","24.94","13157",".105","125449.6","23","81"
"TX","Oklaunion Power Station","127","1","03-03-2012","24","24","11157","","12.93",".224",".3391","19.848","12044.8",".105","114844.5","23","81"
"TX","Oklaunion Power Station","127","1","03-04-2012","24","24","10112","","11.534",".2224",".3112","15.962","10923.7",".105","104155.4","23","81"
"TX","Oklaunion Power Station","127","1","03-05-2012","24","24","6483","","7.044",".2065",".3188","10.518","7143.2",".105","68106.9","23","81"
"TX","Oklaunion Power Station","127","1","03-06-2012","24","24","5238","","5.867",".2062",".3455","9.834","5971.8",".105","56939.6","23","81"
"TX","Oklaunion Power Station","127","1","03-07-2012","24","24","7044","","7.428",".2035",".3332","11.858","7616.5",".105","72621.6","23","81"
"TX","Oklaunion Power Station","127","1","03-08-2012","24","24","7009","","6.991",".1818",".3314","12.165","8009.2",".105","76363.2","23","81"
"TX","Oklaunion Power Station","127","1","03-09-2012","24","24","12202","","12.824",".1913",".3794","25.448","13750",".105","131102.4","23","81"
"TX","Oklaunion Power Station","127","1","03-10-2012","24","24","11869","","10.143",".1695",".2984","18.261","12600.5",".105","120141","23","81"
"TX","Oklaunion Power Station","127","1","03-11-2012","24","24","7075","","5.494",".1506",".3193","11.431","7621.3",".105","72667.1","23","81"
"TX","Oklaunion Power Station","127","1","03-12-2012","24","24","11363","","9.043",".1566",".3343","19.692","12231.5",".105","116623.9","23","81"
"TX","Oklaunion Power Station","127","1","03-13-2012","24","24","8613","","6.33",".1429",".2979","12.554","9320.5",".105","88868.6","23","81"
"TX","Oklaunion Power Station","127","1","03-14-2012","24","24","10471","","9.387",".1672",".3445","18.869","11428.8",".105","108972.9","23","81"
"TX","Oklaunion Power Station","127","1","03-15-2012","24","24","10167","","8.045",".1537",".3132","16.428","10990.4",".105","104790.3","23","81"
"TX","Oklaunion Power Station","127","1","03-16-2012","24","24","6053","","5.074",".1588",".3262","9.934","6686.3",".105","63752.8","23","81"
"TX","Oklaunion Power Station","127","1","03-17-2012","24","24","5350","","4.694",".1634",".3413","9.728","6022.5",".105","57423.7","23","81"
"TX","Oklaunion Power Station","127","1","03-18-2012","24","24","5195","","4.78",".1705",".3485","9.768","5878.7",".105","56052.7","23","81"
"TX","Oklaunion Power Station","127","1","03-19-2012","24","24","8776","","7.965",".1781",".289","12.317","9253.9",".105","88234.5","23","81"
"TX","Oklaunion Power Station","127","1","03-20-2012","24","24","6904","","5.606",".1606",".341","11.908","7322",".105","69813.2","23","81"
"TX","Oklaunion Power Station","127","1","03-21-2012","24","24","6535","","5.025",".1475",".2624","8.693","7124.4",".105","67929.3","23","81"
"TX","Oklaunion Power Station","127","1","03-22-2012","24","24","8310","","6.154",".1421",".312","12.918","9126.7",".105","87021.2","23","81"
"TX","Oklaunion Power Station","127","1","03-23-2012","24","24","12047","","9.553",".1519",".3465","21.707","13083.2",".105","124742.4","23","81"
"TX","Oklaunion Power Station","127","1","03-24-2012","24","24","10340","","8.266",".1519",".3505","19.155","11291.7",".105","107662.9","23","81"
"TX","Oklaunion Power Station","127","1","03-25-2012","24","24","7092","","5.816",".154",".295","10.289","7819.5",".105","74557.3","23","81"
"TX","Oklaunion Power Station","127","1","03-26-2012","24","24","6691","","5.727",".1623",".3072","10.333","7413.6",".105","70687.1","23","81"
"TX","Oklaunion Power Station","127","1","03-27-2012","24","24","6163","","5.187",".1582",".2927","9.251","6863.2",".105","65436.5","23","81"
"TX","Oklaunion Power Station","127","1","03-28-2012","24","24","7077","","6.181",".1638",".2916","10.367","7865",".105","74991.6","23","81"
"TX","Oklaunion Power Station","127","1","03-29-2012","24","24","7735","","6.431",".1572",".2678","10.541","8522.6",".105","81259.9","23","81"
"TX","Oklaunion Power Station","127","1","03-30-2012","24","24","11938","","10.569",".1656",".302","18.48","12969.6",".105","123660.6","23","81"
"TX","Oklaunion Power Station","127","1","03-31-2012","24","24","11524","","10.96",".1751",".307","18.203","12688.5",".105","120981.9","23","81"
"TX","Limestone","298","LIM1","01-01-2012","24","24","19454","","33.166",".3572",".1853","17.246","20049.9",".109","184164","51","176"
"TX","Limestone","298","LIM1","01-02-2012","24","24","21313","","27.271",".2692",".1753","17.757","22064.2",".109","202666.4","51","176"
"TX","Limestone","298","LIM1","01-03-2012","24","24","21225","","27.475",".2713",".1722","17.435","22052.2",".109","202555.7","51","176"
"TX","Limestone","298","LIM1","01-04-2012","24","24","21239","","23.138",".2288",".1709","17.28","22021.2",".109","202270.4","51","176"
"TX","Limestone","298","LIM1","01-05-2012","24","24","21097","","22.739",".2272",".1688","16.899","21794.1",".109","200185.5","51","176"
"TX","Limestone","298","LIM1","01-06-2012","24","24","18669","","19.541",".2165",".1665","15.032","19586.3",".109","179905.8","51","176"
"TX","Limestone","298","LIM1","01-07-2012","24","24","18296","","25.826",".2888",".1893","16.608","19043.7",".109","174921.1","51","176"
"TX","Limestone","298","LIM1","01-08-2012","24","24","20909","","36.426",".3697",".1931","19.08","21496.5",".109","197448.6","51","176"
"TX","Limestone","298","LIM1","01-09-2012","24","24","18565","","37.718",".4354",".1743","15.53","18990.7",".109","174433.6","51","176"
"TX","Limestone","298","LIM1","01-10-2012","24","24","20536","","32.597",".3443",".1836","17.609","20819.3",".109","191232.5","51","176"
"TX","Limestone","298","LIM1","01-11-2012","24","24","17681","","25.328",".2997",".1628","13.967","18387.3",".109","168892.4","51","176"
"TX","Limestone","298","LIM1","01-12-2012","24","24","19496","","25.8",".2811",".1663","15.583","20223.4",".109","185758.2","51","176"
"TX","Limestone","298","LIM1","01-13-2012","24","24","19780","","24.555",".2611",".1716","16.422","20532.9",".109","188601.8","51","176"
"TX","Limestone","298","LIM1","01-14-2012","24","24","20026","","27.474",".2864",".1739","16.676","20817.4",".109","191212","51","176"
"TX","Limestone","298","LIM1","01-15-2012","24","24","16475","","21.002",".2604",".1587","12.977","17362.3",".109","159476.8","51","176"
"TX","Limestone","298","LIM1","01-16-2012","24","24","15239","","26.642",".3503",".1526","11.456","16209.9",".109","148893","51","176"
"TX","Limestone","298","LIM1","01-17-2012","24","24","16943","","28.379",".3525",".1579","13.127","17771",".109","163233","51","176"
"TX","Limestone","298","LIM1","01-18-2012","24","24","17458","","22.953",".2761",".1634","14.051","18226.1",".109","167412.3","51","176"
"TX","Limestone","298","LIM1","01-19-2012","24","24","17771","","21.432",".2496",".1771","15.531","18605.9",".109","170897.9","51","176"
"TX","Limestone","298","LIM1","01-20-2012","24","24","15354","","24.082",".3254",".1533","11.455","16195.8",".109","148764.2","51","176"
"TX","Limestone","298","LIM1","01-21-2012","24","24","17258","","21.289",".2515",".1447","12.214","17989.8",".109","165242.1","51","176"
"TX","Limestone","298","LIM1","01-22-2012","24","24","14844","","20.241",".2768",".1524","11.137","15705",".109","144253.1","51","176"
"TX","Limestone","298","LIM1","01-23-2012","24","24","16259","","27.311",".3358",".1498","12.069","16984.8",".109","156010","51","176"
"TX","Limestone","298","LIM1","01-24-2012","24","24","16841","","19.617",".2416",".1463","12.085","17447.1",".109","160255.6","51","176"
"TX","Limestone","298","LIM1","01-25-2012","24","24","16340","","18.303",".2329",".1561","12.366","17138",".109","157418.6","51","176"
"TX","Limestone","298","LIM1","01-26-2012","24","24","16923","","23.211",".2831",".1458","11.896","17651.8",".109","162136.3","51","176"
"TX","Limestone","298","LIM1","01-27-2012","24","24","14907","","27.905",".3871",".1521","11.083","15772.7",".109","144875.8","51","176"
"TX","Limestone","298","LIM1","01-28-2012","24","24","18076","","32.833",".3795",".1526","13.542","18870.6",".109","173329.8","51","176"
"TX","Limestone","298","LIM1","01-29-2012","24","24","17886","","32.461",".3774",".1663","14.694","18748.8",".109","172213.8","51","176"
"TX","Limestone","298","LIM1","01-30-2012","24","24","17627","","25.544",".2983",".1602","13.891","18458.1",".109","169543.2","51","176"
"TX","Limestone","298","LIM1","01-31-2012","24","24","18198","","19.31",".2238",".1665","14.687","18909.5",".109","173690","51","176"
"TX","Limestone","298","LIM1","02-01-2012","24","24","18375","","23.438",".2671",".16","14.15","19105",".109","175487.5","51","176"
"TX","Limestone","298","LIM1","02-02-2012","24","24","14802","","17.441",".2415",".1484","10.749","15598.3",".109","143273.2","51","176"
"TX","Limestone","298","LIM1","02-03-2012","24","24","16608","","23.781",".2972",".1682","13.677","17392.6",".109","159754.7","51","176"
"TX","Limestone","298","LIM1","02-04-2012","24","24","13841","","20.437",".3077",".1324","8.765","14432.2",".109","132564.4","51","176"
"TX","Limestone","298","LIM1","02-05-2012","24","24","17448","","27.33",".3238",".1463","12.48","18156.4",".109","166769.4","51","176"
"TX","Limestone","298","LIM1","02-06-2012","24","24","20592","","31.73",".3276",".1845","17.85","21049.3",".109","193344.5","51","176"
"TX","Limestone","298","LIM1","02-07-2012","24","24","17328","","24.126",".2982",".1775","14.986","17958.7",".109","164957.1","51","176"
"TX","Limestone","298","LIM1","02-08-2012","24","24","19427","","22.358",".2417",".166","15.48","19972.9",".109","183458.8","51","176"
"TX","Limestone","298","LIM1","02-09-2012","24","24","17082","","18.014",".2245",".1645","13.464","17431.1",".109","160109.3","51","176"
"TX","Limestone","298","LIM1","02-10-2012","24","24","17011","","15.831",".1924",".1488","12.397","17665.7",".109","162262.5","51","176"
"TX","Limestone","298","LIM1","02-11-2012","24","24","17159","","17.978",".2189",".151","12.717","17849.2",".109","163948.6","51","176"
"TX","Limestone","298","LIM1","02-12-2012","24","24","20863","","18.59",".1892",".1847","18.163","21392",".109","196493.3","51","176"
"TX","Limestone","298","LIM1","02-13-2012","24","24","19353","","21.491",".2366",".1718","15.886","19944.4",".109","183192.2","51","176"
"TX","Limestone","298","LIM1","02-14-2012","24","24","18871","","28.256",".313",".1635","14.756","19397.7",".109","178171.9","51","176"
"TX","Limestone","298","LIM1","02-15-2012","24","24","18818","","24.858",".2798",".1604","14.353","19349.4",".109","177728","51","176"
"TX","Limestone","298","LIM1","02-16-2012","24","24","17740","","22.618",".269",".1618","13.83","18310.7",".109","168186.1","51","176"
"TX","Limestone","298","LIM1","02-17-2012","24","24","17970","","25.086",".2943",".1522","13.09","18531.7",".109","170217.7","51","176"
"TX","Limestone","298","LIM1","02-18-2012","24","24","18209","","21.213",".2543",".1704","14.813","18789.2",".109","172582.7","51","176"
"TX","Limestone","298","LIM1","02-19-2012","24","24","18322","","20.276",".2348",".1585","13.858","19001",".109","174528.9","51","176"
"TX","Limestone","298","LIM1","02-20-2012","24","24","16881","","22.804",".276",".163","13.393","17839.1",".109","163856.7","51","176"
"TX","Limestone","298","LIM1","02-21-2012","24","24","15299","","23.499",".3123",".1533","11.465","16202.1",".109","148821.5","51","176"
"TX","Limestone","298","LIM1","02-22-2012","24","24","17288","","21.313",".2565",".1528","12.572","18076.2",".109","166034.7","51","176"
"TX","Limestone","298","LIM1","02-23-2012","24","24","18414","","21.733",".2458",".1667","14.846","19119.6",".109","175618.6","51","176"
"TX","Limestone","298","LIM1","02-24-2012","24","24","18564","","24.665",".2779",".168","14.809","19044.1",".109","174925.7","51","176"
"TX","Limestone","298","LIM1","02-25-2012","24","24","18214","","20.859",".2379",".1757","15.557","19106.8",".109","175503.2","51","176"
