"STATE","FACILITY_NAME","ORISPL_CODE","UNITID","OP_DATE","SUM_OP_TIME","COUNT_OP_TIME","GLOAD (MWh)","SLOAD (1000 lbs)","SO2_MASS (tons)","SO2_RATE (lbs/mmBtu)","NOX_RATE (lbs/mmBtu)","NOX_MASS (tons)","CO2_MASS (tons)","CO2_RATE (tons/mmBtu)","HEAT_INPUT (mmBtu)","FAC_ID","UNIT_ID"
"TX","Limestone","298","LIM1","01-10-2010","24","24","20921","","33.331",".342",".198","19.371","21264.6",".109","195321.2","51","176"
"TX","Limestone","298","LIM1","01-11-2010","24","24","21254","","42.743",".4359",".1946","19.09","21361.7",".109","196212.3","51","176"
"TX","Limestone","298","LIM1","01-12-2010","24","24","21235","","41.616",".4256",".1967","19.223","21285.1",".109","195508.1","51","176"
"TX","Limestone","298","LIM1","01-13-2010","24","24","21313","","38.436",".3912",".1998","19.623","21392.5",".109","196496.5","51","176"
"TX","Limestone","298","LIM1","01-14-2010","24","24","20840","","34.73",".363",".1966","18.755","20743.1",".109","190532.4","51","176"
"TX","Limestone","298","LIM1","01-15-2010","24","24","21330","","40.413",".4146",".1934","18.852","21223.6",".109","194944.7","51","176"
"TX","Limestone","298","LIM1","01-16-2010","24","24","21306","","31.654",".3258",".1893","18.388","21154.5",".109","194309.4","51","176"
"TX","Limestone","298","LIM1","01-17-2010","24","24","20134","","26.817",".2871",".1885","17.761","20320.8",".109","186651.1","51","176"
"TX","Limestone","298","LIM1","01-18-2010","24","24","20952","","26.887",".2779",".1915","18.616","21154.4",".109","194309.8","51","176"
"TX","Limestone","298","LIM1","01-19-2010","24","24","19610","","28.527",".3087",".181","16.805","20027.9",".109","183960.8","51","176"
"TX","Limestone","298","LIM1","01-20-2010","24","24","21248","","34.383",".351",".1972","19.316","21330.4",".109","195923.6","51","176"
"TX","Limestone","298","LIM1","01-21-2010","24","24","20497","","23.398",".2495",".1912","18.078","20476.4",".109","188079.2","51","176"
"TX","Limestone","298","LIM1","01-22-2010","24","24","21134","","25.376",".2599",".1899","18.519","21224.3",".109","194950.1","51","176"
"TX","Limestone","298","LIM1","01-23-2010","24","24","19173","","26.309",".2968",".1747","15.619","19324.9",".109","177503.4","51","176"
"TX","Limestone","298","LIM1","01-24-2010","24","24","19153","","26.673",".302",".1778","15.788","19117.6",".109","175599.3","51","176"
"TX","Limestone","298","LIM1","01-25-2010","24","24","21075","","36.807",".3813",".1908","18.435","21020.3",".109","193077.6","51","176"
"TX","Limestone","298","LIM1","01-26-2010","24","24","21259","","37.78",".384",".2016","19.845","21422.9",".109","196770.5","51","176"
"TX","Limestone","298","LIM1","01-27-2010","24","24","20878","","30.046",".3092",".1834","17.854","21151.1",".109","194277.2","51","176"
"TX","Limestone","298","LIM1","01-28-2010","24","24","19928","","26.162",".2805",".1783","16.658","20223.2",".109","185755.2","51","176"
"TX","Limestone","298","LIM1","01-29-2010","24","24","21234","","31.293",".3225",".1844","17.887","21120.8",".109","193998.3","51","176"
"TX","Limestone","298","LIM1","01-30-2010","24","24","21239","","32.688",".3358",".1813","17.65","21203.1",".109","194756.9","51","176"
"TX","Limestone","298","LIM1","01-31-2010","24","24","21243","","26.736",".2728",".1831","17.943","21336.2",".109","195977.2","51","176"
"TX","Limestone","298","LIM1","02-01-2010","24","24","21292","","23.742",".2423",".1867","18.29","21334.9",".109","195966.4","51","176"
"TX","Limestone","298","LIM1","02-02-2010","24","24","21302","","17.593",".1808",".1916","18.65","21196.1",".109","194691.2","51","176"
"TX","Limestone","298","LIM1","02-03-2010","24","24","21233","","15.534",".1603",".1998","19.353","21092.3",".109","193740.5","51","176"
"TX","Limestone","298","LIM1","02-04-2010","24","24","21237","","14.538",".1505",".2076","20.074","21055.9",".109","193404.9","51","176"
"TX","Limestone","298","LIM1","02-05-2010","24","24","21190","","13.934",".1437",".1919","18.598","21107.3",".109","193877.3","51","176"
"TX","Limestone","298","LIM1","02-06-2010","24","24","21201","","13.429",".1385",".1918","18.594","21104.8",".109","193854.2","51","176"
"TX","Limestone","298","LIM1","02-07-2010","24","24","21221","","16.035",".1649",".1925","18.71","21160.4",".109","194364.5","51","176"
"TX","Limestone","298","LIM1","02-08-2010","24","24","21262","","16.938",".1748",".1943","18.827","21103.1",".109","193837.5","51","176"
"TX","Limestone","298","LIM1","02-09-2010","24","24","21290","","13.146",".1348",".1972","19.247","21256.5",".109","195249","51","176"
"TX","Limestone","298","LIM1","02-10-2010","24","24","21220","","15.791",".1609",".2005","19.665","21357.6",".109","196176.8","51","176"
"TX","Limestone","298","LIM1","02-11-2010","24","24","21309","","15.384",".1579",".2115","20.599","21213.3",".109","194847.3","51","176"
"TX","Limestone","298","LIM1","02-12-2010","24","24","21276","","6.675",".0683",".195","19.037","21259.8",".109","195279.5","51","176"
"TX","Limestone","298","LIM1","02-13-2010","24","24","21053","","6.506",".067",".1761","17.077","21109",".109","193890.6","51","176"
"TX","Limestone","298","LIM1","02-14-2010","24","24","20922","","14.629",".1518",".1968","18.964","20993.3",".109","192828.6","51","176"
"TX","Limestone","298","LIM1","02-15-2010","24","24","21215","","18.053",".1849",".2036","19.892","21268.8",".109","195360.3","51","176"
"TX","Limestone","298","LIM1","02-16-2010","24","24","21309","","24.796",".2541",".2036","19.893","21279.1",".109","195452.8","51","176"
"TX","Limestone","298","LIM1","02-17-2010","24","24","21306","","25.415",".2601",".2063","20.171","21290.4",".109","195559.5","51","176"
"TX","Limestone","298","LIM1","02-18-2010","24","24","21274","","20.555",".2098",".2005","19.644","21328.6",".109","195907.5","51","176"
